dataset,numelements,hash,reducer,nanoseconds_total,nanoseconds_per_key,benchmark_repeat_cnt
wiki_ts_200M_uint64,90437011,meow64_upp,fastrange32,1852533975,20.484246,10
osm_cellids_200M_uint64,200000000,xxh3_128_city,modulo,1731626448,8.658132,10
consecutive_200M_uint64,200000000,xxh3_128_city,fastrange64,695004776,3.475024,10
osm_cellids_200M_uint64,200000000,xxh3_128_city,fast_modulo,768671424,3.843357,10
books_200M_uint32,199999999,xxh3_128_city,modulo,1847760020,9.238800,10
gapped_1percent_200M_uint64,200000000,xxh3_128_city,modulo,1821168986,9.105845,10
osm_cellids_200M_uint64,200000000,xxh3_128_city,branchless_fast_modulo,859927898,4.299639,10
wiki_ts_200M_uint64,90437011,meow64_upp,fastrange64,1869562155,20.672534,10
books_200M_uint32,199999999,xxh3_128_city,fast_modulo,789948045,3.949740,10
consecutive_200M_uint64,200000000,xxh3_128_city,modulo,1820892394,9.104462,10
gapped_1percent_200M_uint64,200000000,xxh3_128_city,fast_modulo,799972467,3.999862,10
osm_cellids_200M_uint64,200000000,tabulation_1x255_64,do_nothing,869585442,4.347927,10
consecutive_200M_uint64,200000000,xxh3_128_city,fast_modulo,788883510,3.944418,10
books_200M_uint32,199999999,xxh3_128_city,branchless_fast_modulo,923204625,4.616023,10
gapped_1percent_200M_uint64,200000000,xxh3_128_city,branchless_fast_modulo,936200234,4.681001,10
osm_cellids_200M_uint64,200000000,tabulation_1x255_64,fastrange32,901012997,4.505065,10
consecutive_200M_uint64,200000000,xxh3_128_city,branchless_fast_modulo,930747414,4.653737,10
books_200M_uint32,199999999,tabulation_1x255_64,do_nothing,909096071,4.545480,10
gapped_1percent_200M_uint64,200000000,tabulation_1x255_64,do_nothing,910684976,4.553425,10
osm_cellids_200M_uint64,200000000,tabulation_1x255_64,fastrange64,900692376,4.503462,10
wiki_ts_200M_uint64,90437011,meow64_upp,modulo,2687018036,29.711487,10
consecutive_200M_uint64,200000000,tabulation_1x255_64,do_nothing,926573708,4.632869,10
books_200M_uint32,199999999,tabulation_1x255_64,fastrange32,957306049,4.786530,10
