hash,min,max,std_dev,empty_buckets,empty_buckets_percent,colliding_buckets,colliding_buckets_percent,total_colliding_keys,total_colliding_keys_percent,nanoseconds_total,nanoseconds_per_key,load_factor,reducer,dataset,numelements
murmur3_128_xor,0,7,0.99998,623036158,0.778795,21194582,0.0264932,44230743,0.221154,20406337000,102.032,0.25,modulo,books_200M_uint32.ds,199999999
murmur3_128_xor,0,7,0.99998,623036158,0.778795,21194582,0.0264932,44230743,0.221154,14601260000,73.0063,0.25,fast_modulo,books_200M_uint32.ds,199999999
murmur3_128_xor,0,7,0.99998,623036158,0.778795,21194582,0.0264932,44230743,0.221154,14672371000,73.3619,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
murmur3_128_city,0,8,1.00103,623200911,0.779001,21319801,0.0266498,44520715,0.222604,14897853000,74.4893,0.25,fastrange32,books_200M_uint32.ds,199999999
murmur3_128_city,0,7,1.00001,623042164,0.778803,21201203,0.0265015,44243370,0.221217,15710517000,78.5526,0.25,fastrange64,books_200M_uint32.ds,199999999
murmur3_128_city,0,7,1.00004,623044786,0.778806,21200865,0.0265011,44245654,0.221228,21472809000,107.364,0.25,modulo,books_200M_uint32.ds,199999999
murmur3_128_city,0,7,1.00004,623044786,0.778806,21200865,0.0265011,44245654,0.221228,14642356000,73.2118,0.25,fast_modulo,books_200M_uint32.ds,199999999
murmur3_128_city,0,7,1.00004,623044786,0.778806,21200865,0.0265011,44245654,0.221228,15359006000,76.795,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
murmur3_fin64,0,7,1.001,623197369,0.778997,21317541,0.0266469,44514913,0.222575,9536556000,47.6828,0.25,fastrange32,books_200M_uint32.ds,199999999
murmur3_fin64,0,7,0.999965,623037395,0.778797,21198918,0.0264986,44236316,0.221182,9344829000,46.7241,0.25,fastrange64,books_200M_uint32.ds,199999999
murmur3_fin64,0,7,0.999948,623030515,0.778788,21189762,0.0264872,44220280,0.221101,12280138000,61.4007,0.25,modulo,books_200M_uint32.ds,199999999
murmur3_fin64,0,7,0.999948,623030515,0.778788,21189762,0.0264872,44220280,0.221101,9423043000,47.1152,0.25,fast_modulo,books_200M_uint32.ds,199999999
murmur3_fin64,0,7,0.999948,623030515,0.778788,21189762,0.0264872,44220280,0.221101,9322150000,46.6108,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
xxh64,0,8,1.001,623197824,0.778997,21318713,0.0266484,44516540,0.222583,9834352000,49.1718,0.25,fastrange32,books_200M_uint32.ds,199999999
xxh64,0,7,0.999998,623039536,0.778799,21197723,0.0264972,44237262,0.221186,12974058000,64.8703,0.25,fastrange64,books_200M_uint32.ds,199999999
xxh64,0,8,1,623040054,0.7788,21197834,0.0264973,44237891,0.221189,16963544000,84.8177,0.25,modulo,books_200M_uint32.ds,199999999
xxh64,0,8,1,623040054,0.7788,21197834,0.0264973,44237891,0.221189,13254199000,66.271,0.25,fast_modulo,books_200M_uint32.ds,199999999
xxh64,0,8,1,623040054,0.7788,21197834,0.0264973,44237891,0.221189,11657610000,58.2881,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
xxh3,0,7,1.00104,623202329,0.779003,21319096,0.0266489,44521428,0.222607,9639451000,48.1973,0.25,fastrange32,books_200M_uint32.ds,199999999
xxh3,0,7,0.999954,623032581,0.778791,21192727,0.0264909,44225311,0.221127,10224944000,51.1247,0.25,fastrange64,books_200M_uint32.ds,199999999
xxh3,0,8,0.999994,623040237,0.7788,21199617,0.0264995,44239857,0.221199,16586138000,82.9307,0.25,modulo,books_200M_uint32.ds,199999999
xxh3,0,8,0.999994,623040237,0.7788,21199617,0.0264995,44239857,0.221199,12726368000,63.6318,0.25,fast_modulo,books_200M_uint32.ds,199999999
xxh3,0,8,0.999994,623040237,0.7788,21199617,0.0264995,44239857,0.221199,12181848000,60.9092,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
xxh3_128_low,0,7,1.001,623196012,0.778995,21315037,0.0266438,44511052,0.222555,11454720000,57.2736,0.25,fastrange32,books_200M_uint32.ds,199999999
xxh3_128_low,0,7,0.999992,623037800,0.778797,21195454,0.0264943,44233257,0.221166,13585662000,67.9283,0.25,fastrange64,books_200M_uint32.ds,199999999
xxh3_128_low,0,8,1.00004,623047008,0.778809,21204043,0.0265051,44251054,0.221255,18344374000,91.7219,0.25,modulo,books_200M_uint32.ds,199999999
xxh3_128_low,0,8,1.00004,623047008,0.778809,21204043,0.0265051,44251054,0.221255,13087224000,65.4361,0.25,fast_modulo,books_200M_uint32.ds,199999999
xxh3_128_low,0,8,1.00004,623047008,0.778809,21204043,0.0265051,44251054,0.221255,12538818000,62.6941,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
xxh3_128_upp,0,8,1.00102,623199306,0.778999,21317735,0.0266472,44517044,0.222585,10691168000,53.4558,0.25,fastrange32,books_200M_uint32.ds,199999999
xxh3_128_upp,0,7,1.00001,623041557,0.778802,21199809,0.0264998,44241369,0.221207,10742537000,53.7127,0.25,fastrange64,books_200M_uint32.ds,199999999
xxh3_128_upp,0,7,1.00003,623045632,0.778807,21203433,0.0265043,44249068,0.221245,15173780000,75.8689,0.25,modulo,books_200M_uint32.ds,199999999
xxh3_128_upp,0,7,1.00003,623045632,0.778807,21203433,0.0265043,44249068,0.221245,12606719000,63.0336,0.25,fast_modulo,books_200M_uint32.ds,199999999
xxh3_128_upp,0,7,1.00003,623045632,0.778807,21203433,0.0265043,44249068,0.221245,11753085000,58.7654,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
xxh3_128_xor,0,7,1.00099,623193263,0.778992,21312258,0.0266403,44505524,0.222528,10932959000,54.6648,0.25,fastrange32,books_200M_uint32.ds,199999999
xxh3_128_xor,0,7,1.00003,623045457,0.778807,21203698,0.0265046,44249158,0.221246,14011493000,70.0575,0.25,fastrange64,books_200M_uint32.ds,199999999
xxh3_128_xor,0,7,1.00002,623043400,0.778804,21201320,0.0265017,44244723,0.221224,16180993000,80.905,0.25,modulo,books_200M_uint32.ds,199999999
xxh3_128_xor,0,7,1.00002,623043400,0.778804,21201320,0.0265017,44244723,0.221224,12126465000,60.6323,0.25,fast_modulo,books_200M_uint32.ds,199999999
xxh3_128_xor,0,7,1.00002,623043400,0.778804,21201320,0.0265017,44244723,0.221224,12415053000,62.0753,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
xxh3_128_city,0,7,1.001,623193706,0.778992,21312046,0.0266401,44505755,0.222529,12834966000,64.1748,0.25,fastrange32,books_200M_uint32.ds,199999999
xxh3_128_city,0,7,1,623042008,0.778803,21201029,0.0265013,44243040,0.221215,12237851000,61.1893,0.25,fastrange64,books_200M_uint32.ds,199999999
xxh3_128_city,0,7,1.00001,623043489,0.778804,21202097,0.0265026,44245589,0.221228,15727439000,78.6372,0.25,modulo,books_200M_uint32.ds,199999999
xxh3_128_city,0,7,1.00001,623043489,0.778804,21202097,0.0265026,44245589,0.221228,12651445000,63.2572,0.25,fast_modulo,books_200M_uint32.ds,199999999
xxh3_128_city,0,7,1.00001,623043489,0.778804,21202097,0.0265026,44245589,0.221228,13702278000,68.5114,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
tabulation_small64,0,9225,3.01905,721797774,0.902247,52126796,0.0651585,173924573,0.869623,10201320000,51.0066,0.25,fastrange32,books_200M_uint32.ds,199999999
tabulation_small64,0,9225,3.01814,721762379,0.902203,52145891,0.0651824,173908273,0.869541,10640070000,53.2004,0.25,fastrange64,books_200M_uint32.ds,199999999
tabulation_small64,0,9225,3.01899,721786867,0.902234,52130542,0.0651632,173917412,0.869587,14105190000,70.526,0.25,modulo,books_200M_uint32.ds,199999999
tabulation_small64,0,9225,3.01899,721786867,0.902234,52130542,0.0651632,173917412,0.869587,11653526000,58.2676,0.25,fast_modulo,books_200M_uint32.ds,199999999
tabulation_small64,0,9225,3.01899,721786867,0.902234,52130542,0.0651632,173917412,0.869587,14098432000,70.4922,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
tabulation_large64,0,7,1.00103,623200146,0.779,21318020,0.0266475,44518169,0.222591,12656600000,63.283,0.25,fastrange32,books_200M_uint32.ds,199999999
tabulation_large64,0,7,0.999907,623028166,0.778785,21191588,0.0264895,44219757,0.221099,11815686000,59.0784,0.25,fastrange64,books_200M_uint32.ds,199999999
tabulation_large64,0,8,0.999979,623037962,0.778797,21197581,0.026497,44235546,0.221178,16898144000,84.4907,0.25,modulo,books_200M_uint32.ds,199999999
tabulation_large64,0,8,0.999979,623037962,0.778797,21197581,0.026497,44235546,0.221178,11165290000,55.8265,0.25,fast_modulo,books_200M_uint32.ds,199999999
tabulation_large64,0,8,0.999979,623037962,0.778797,21197581,0.026497,44235546,0.221178,11755989000,58.7799,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
city64,0,7,1.00106,623205860,0.779007,21322432,0.026653,44528295,0.222641,10124235000,50.6212,0.25,fastrange32,books_200M_uint32.ds,199999999
city64,0,8,1.00003,623043257,0.778804,21199509,0.0264994,44242769,0.221214,10501675000,52.5084,0.25,fastrange64,books_200M_uint32.ds,199999999
city64,0,7,0.999985,623038834,0.778799,21198710,0.0264984,44237547,0.221188,13908120000,69.5406,0.25,modulo,books_200M_uint32.ds,199999999
city64,0,7,0.999985,623038834,0.778799,21198710,0.0264984,44237547,0.221188,10090276000,50.4514,0.25,fast_modulo,books_200M_uint32.ds,199999999
city64,0,7,0.999985,623038834,0.778799,21198710,0.0264984,44237547,0.221188,10047596000,50.238,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
city128_low,0,7,1.00098,623193157,0.778991,21312937,0.0266412,44506097,0.22253,12849690000,64.2485,0.25,fastrange32,books_200M_uint32.ds,199999999
city128_low,0,7,1.00006,623050428,0.778813,21206951,0.0265087,44257382,0.221287,15316589000,76.5829,0.25,fastrange64,books_200M_uint32.ds,199999999
city128_low,0,8,1.00003,623043569,0.778804,21201069,0.0265013,44244641,0.221223,19106475000,95.5324,0.25,modulo,books_200M_uint32.ds,199999999
city128_low,0,8,1.00003,623043569,0.778804,21201069,0.0265013,44244641,0.221223,15071832000,75.3592,0.25,fast_modulo,books_200M_uint32.ds,199999999
city128_low,0,8,1.00003,623043569,0.778804,21201069,0.0265013,44244641,0.221223,14881999000,74.41,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
city128_upp,0,7,1.00099,623197838,0.778997,21319881,0.0266499,44517722,0.222589,16570114000,82.8506,0.25,fastrange32,books_200M_uint32.ds,199999999
city128_upp,0,8,0.999948,623030201,0.778788,21189103,0.0264864,44219307,0.221097,18244925000,91.2246,0.25,fastrange64,books_200M_uint32.ds,199999999
city128_upp,0,7,1.00005,623048233,0.77881,21205621,0.026507,44253857,0.221269,22029178000,110.146,0.25,modulo,books_200M_uint32.ds,199999999
city128_upp,0,7,1.00005,623048233,0.77881,21205621,0.026507,44253857,0.221269,17277470000,86.3874,0.25,fast_modulo,books_200M_uint32.ds,199999999
city128_upp,0,7,1.00005,623048233,0.77881,21205621,0.026507,44253857,0.221269,16138980000,80.6949,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
city128_xor,0,7,1.00099,623195837,0.778995,21316087,0.0266451,44511927,0.22256,15439114000,77.1956,0.25,fastrange32,books_200M_uint32.ds,199999999
city128_xor,0,8,0.999966,623035831,0.778795,21195529,0.0264944,44231363,0.221157,16941983000,84.7099,0.25,fastrange64,books_200M_uint32.ds,199999999
city128_xor,0,8,1,623038805,0.778799,21196472,0.0264956,44235280,0.221176,20537893000,102.689,0.25,modulo,books_200M_uint32.ds,199999999
city128_xor,0,8,1,623038805,0.778799,21196472,0.0264956,44235280,0.221176,15239451000,76.1973,0.25,fast_modulo,books_200M_uint32.ds,199999999
city128_xor,0,8,1,623038805,0.778799,21196472,0.0264956,44235280,0.221176,15961692000,79.8085,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
city128_city,0,7,1.00099,623195090,0.778994,21314653,0.0266433,44509746,0.222549,15648718000,78.2436,0.25,fastrange32,books_200M_uint32.ds,199999999
city128_city,0,7,1.00004,623049227,0.778812,21208179,0.0265102,44257409,0.221287,17030277000,85.1514,0.25,fastrange64,books_200M_uint32.ds,199999999
city128_city,0,8,1.00001,623044133,0.778805,21204734,0.0265059,44248870,0.221244,25387618000,126.938,0.25,modulo,books_200M_uint32.ds,199999999
city128_city,0,8,1.00001,623044133,0.778805,21204734,0.0265059,44248870,0.221244,19429396000,97.147,0.25,fast_modulo,books_200M_uint32.ds,199999999
city128_city,0,8,1.00001,623044133,0.778805,21204734,0.0265059,44248870,0.221244,18223612000,91.1181,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
meow64_low,0,7,1.00104,623203073,0.779004,21322510,0.0266531,44525586,0.222628,40663964000,203.32,0.25,fastrange32,books_200M_uint32.ds,199999999
meow64_low,0,7,0.999999,623039675,0.7788,21197565,0.026497,44237243,0.221186,41090676000,205.453,0.25,fastrange64,books_200M_uint32.ds,199999999
meow64_low,0,7,0.999973,623037444,0.778797,21198167,0.0264977,44235614,0.221178,43563827000,217.819,0.25,modulo,books_200M_uint32.ds,199999999
meow64_low,0,7,0.999973,623037444,0.778797,21198167,0.0264977,44235614,0.221178,42501743000,212.509,0.25,fast_modulo,books_200M_uint32.ds,199999999
meow64_low,0,7,0.999973,623037444,0.778797,21198167,0.0264977,44235614,0.221178,44107941000,220.54,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
meow64_upp,0,7,1.00103,623201700,0.779002,21320232,0.0266503,44521935,0.22261,44252780000,221.264,0.25,fastrange32,books_200M_uint32.ds,199999999
meow64_upp,0,7,0.999983,623036884,0.778796,21195297,0.0264941,44232184,0.221161,43000092000,215,0.25,fastrange64,books_200M_uint32.ds,199999999
meow64_upp,0,8,0.99998,623039409,0.778799,21200163,0.0265002,44239575,0.221198,47501537000,237.508,0.25,modulo,books_200M_uint32.ds,199999999
meow64_upp,0,8,0.99998,623039409,0.778799,21200163,0.0265002,44239575,0.221198,44415377000,222.077,0.25,fast_modulo,books_200M_uint32.ds,199999999
meow64_upp,0,8,0.99998,623039409,0.778799,21200163,0.0265002,44239575,0.221198,43197129000,215.986,0.25,branchless_fast_modulo,books_200M_uint32.ds,199999999
uniform_random,0,9,0.948718,69739417,0.348697,52783279,0.263916,122522694,0.612613,14012757000,70.0638,1,do_nothing,books_200M_uint64.ds,200000000
mult64,0,29,2.29267,135822430,0.679112,33627217,0.168136,169449647,0.847248,5038588000,25.1929,1,fastrange32,books_200M_uint64.ds,200000000
mult64,0,11,1.00005,73581666,0.367908,52851055,0.264255,126432721,0.632164,5103243000,25.5162,1,fastrange64,books_200M_uint64.ds,200000000
mult64,0,260,10.5375,185512210,0.927561,7283260,0.0364163,192795470,0.963977,6734523000,33.6726,1,modulo,books_200M_uint64.ds,200000000
mult64,0,260,10.5375,185512210,0.927561,7283260,0.0364163,192795470,0.963977,4808648000,24.0432,1,fast_modulo,books_200M_uint64.ds,200000000
mult64,0,260,10.5375,185512210,0.927561,7283260,0.0364163,192795470,0.963977,4500694000,22.5035,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
fibo64,0,29,2.29268,135823394,0.679117,33627676,0.168138,169451070,0.847255,5496245000,27.4812,1,fastrange32,books_200M_uint64.ds,200000000
fibo64,0,11,1.00004,73579666,0.367898,52849212,0.264246,126428878,0.632144,5149950000,25.7497,1,fastrange64,books_200M_uint64.ds,200000000
fibo64,0,266,10.5374,185509344,0.927547,7283665,0.0364183,192793009,0.963965,6709072000,33.5454,1,modulo,books_200M_uint64.ds,200000000
fibo64,0,266,10.5374,185509344,0.927547,7283665,0.0364183,192793009,0.963965,4892545000,24.4627,1,fast_modulo,books_200M_uint64.ds,200000000
fibo64,0,266,10.5374,185509344,0.927547,7283665,0.0364183,192793009,0.963965,4473904000,22.3695,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
fibo_prime64,0,29,2.29268,135823394,0.679117,33627676,0.168138,169451070,0.847255,5689449000,28.4472,1,fastrange32,books_200M_uint64.ds,200000000
fibo_prime64,0,11,1.00004,73579666,0.367898,52849212,0.264246,126428878,0.632144,5145096000,25.7255,1,fastrange64,books_200M_uint64.ds,200000000
fibo_prime64,0,266,10.5374,185509344,0.927547,7283665,0.0364183,192793009,0.963965,6709583000,33.5479,1,modulo,books_200M_uint64.ds,200000000
fibo_prime64,0,266,10.5374,185509344,0.927547,7283665,0.0364183,192793009,0.963965,4904237000,24.5212,1,fast_modulo,books_200M_uint64.ds,200000000
fibo_prime64,0,266,10.5374,185509344,0.927547,7283665,0.0364183,192793009,0.963965,4489858000,22.4493,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
multadd64,0,11,1.0003,73592100,0.367961,52842934,0.264215,126435034,0.632175,5028084000,25.1404,1,fastrange32,books_200M_uint64.ds,200000000
multadd64,0,11,1.00009,73578285,0.367891,52842598,0.264213,126420883,0.632104,5443665000,27.2183,1,fastrange64,books_200M_uint64.ds,200000000
multadd64,0,11,0.999962,73576308,0.367882,52854969,0.264275,126431277,0.632156,7820996000,39.105,1,modulo,books_200M_uint64.ds,200000000
multadd64,0,11,0.999962,73576308,0.367882,52854969,0.264275,126431277,0.632156,5130485000,25.6524,1,fast_modulo,books_200M_uint64.ds,200000000
multadd64,0,11,0.999962,73576308,0.367882,52854969,0.264275,126431277,0.632156,5286896000,26.4345,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
mult64_shift60,0,11,1.02077,75130393,0.375652,52866513,0.264333,127996906,0.639985,5272194000,26.361,1,fastrange32,books_200M_uint64.ds,200000000
mult64_shift60,0,42,4,187500001,0.9375,12499981,0.0624999,199999982,1,2740254000,13.7013,1,fastrange64,books_200M_uint64.ds,200000000
mult64_shift60,0,37,2.64392,143542620,0.717713,29116797,0.145584,172659417,0.863297,7227253000,36.1363,1,modulo,books_200M_uint64.ds,200000000
mult64_shift60,0,37,2.64392,143542620,0.717713,29116797,0.145584,172659417,0.863297,4953649000,24.7682,1,fast_modulo,books_200M_uint64.ds,200000000
mult64_shift60,0,37,2.64392,143542620,0.717713,29116797,0.145584,172659417,0.863297,4798543000,23.9927,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
fibo64_shift60,0,11,1.02075,75127644,0.375638,52867111,0.264336,127994755,0.639974,5159952000,25.7998,1,fastrange32,books_200M_uint64.ds,200000000
fibo64_shift60,0,41,4.00005,187500000,0.9375,12499971,0.0624999,199999971,1,2688592000,13.443,1,fastrange64,books_200M_uint64.ds,200000000
fibo64_shift60,0,34,2.64393,143540375,0.717702,29116965,0.145585,172657340,0.863287,7257626000,36.2881,1,modulo,books_200M_uint64.ds,200000000
fibo64_shift60,0,34,2.64393,143540375,0.717702,29116965,0.145585,172657340,0.863287,4938135000,24.6907,1,fast_modulo,books_200M_uint64.ds,200000000
fibo64_shift60,0,34,2.64393,143540375,0.717702,29116965,0.145585,172657340,0.863287,4834239000,24.1712,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
fibo_prime64_shift60,0,11,1.02075,75127644,0.375638,52867111,0.264336,127994755,0.639974,5180717000,25.9036,1,fastrange32,books_200M_uint64.ds,200000000
fibo_prime64_shift60,0,41,4.00005,187500000,0.9375,12499971,0.0624999,199999971,1,2686498000,13.4325,1,fastrange64,books_200M_uint64.ds,200000000
fibo_prime64_shift60,0,34,2.64393,143540375,0.717702,29116965,0.145585,172657340,0.863287,7233981000,36.1699,1,modulo,books_200M_uint64.ds,200000000
fibo_prime64_shift60,0,34,2.64393,143540375,0.717702,29116965,0.145585,172657340,0.863287,4931421000,24.6571,1,fast_modulo,books_200M_uint64.ds,200000000
fibo_prime64_shift60,0,34,2.64393,143540375,0.717702,29116965,0.145585,172657340,0.863287,4803552000,24.0178,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
multadd64_shift60,0,11,1.00023,73591220,0.367956,52844717,0.264224,126435937,0.63218,5647939000,28.2397,1,fastrange32,books_200M_uint64.ds,200000000
multadd64_shift60,0,41,4.00007,187500003,0.9375,12499979,0.0624999,199999982,1,4510260000,22.5513,1,fastrange64,books_200M_uint64.ds,200000000
multadd64_shift60,0,11,1.00003,73579323,0.367897,52852218,0.264261,126431541,0.632158,9072764000,45.3638,1,modulo,books_200M_uint64.ds,200000000
multadd64_shift60,0,11,1.00003,73579323,0.367897,52852218,0.264261,126431541,0.632158,6192060000,30.9603,1,fast_modulo,books_200M_uint64.ds,200000000
multadd64_shift60,0,11,1.00003,73579323,0.367897,52852218,0.264261,126431541,0.632158,5894707000,29.4735,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
murmur3_128_low,0,10,1.00023,73591374,0.367957,52847631,0.264238,126439005,0.632195,8995754000,44.9788,1,fastrange32,books_200M_uint64.ds,200000000
murmur3_128_low,0,11,1.00002,73575829,0.367879,52845669,0.264228,126421498,0.632107,9852472000,49.2624,1,fastrange64,books_200M_uint64.ds,200000000
murmur3_128_low,0,11,1.00004,73581442,0.367907,52852277,0.264261,126433719,0.632169,12865713000,64.3286,1,modulo,books_200M_uint64.ds,200000000
murmur3_128_low,0,11,1.00004,73581442,0.367907,52852277,0.264261,126433719,0.632169,9352401000,46.762,1,fast_modulo,books_200M_uint64.ds,200000000
murmur3_128_low,0,11,1.00004,73581442,0.367907,52852277,0.264261,126433719,0.632169,9444866000,47.2243,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
murmur3_128_upp,0,11,1.00021,73592012,0.36796,52850614,0.264253,126442626,0.632213,9172987000,45.8649,1,fastrange32,books_200M_uint64.ds,200000000
murmur3_128_upp,0,11,0.999986,73571350,0.367857,52844800,0.264224,126416150,0.632081,9833973000,49.1699,1,fastrange64,books_200M_uint64.ds,200000000
murmur3_128_upp,0,11,1.00006,73576862,0.367884,52844100,0.264221,126420962,0.632105,12746221000,63.7311,1,modulo,books_200M_uint64.ds,200000000
murmur3_128_upp,0,11,1.00006,73576862,0.367884,52844100,0.264221,126420962,0.632105,9365974000,46.8299,1,fast_modulo,books_200M_uint64.ds,200000000
murmur3_128_upp,0,11,1.00006,73576862,0.367884,52844100,0.264221,126420962,0.632105,9838378000,49.1919,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
murmur3_128_xor,0,11,1.00031,73598788,0.367994,52849351,0.264247,126448139,0.632241,9328196000,46.641,1,fastrange32,books_200M_uint64.ds,200000000
murmur3_128_xor,0,11,0.999999,73576684,0.367883,52848704,0.264244,126425388,0.632127,9813949000,49.0697,1,fastrange64,books_200M_uint64.ds,200000000
murmur3_128_xor,0,11,1.00002,73577481,0.367887,52846646,0.264233,126424127,0.632121,12975154000,64.8758,1,modulo,books_200M_uint64.ds,200000000
murmur3_128_xor,0,11,1.00002,73577481,0.367887,52846646,0.264233,126424127,0.632121,9483914000,47.4196,1,fast_modulo,books_200M_uint64.ds,200000000
murmur3_128_xor,0,11,1.00002,73577481,0.367887,52846646,0.264233,126424127,0.632121,9574768000,47.8738,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
murmur3_128_city,0,11,1.00028,73598824,0.367994,52849497,0.264247,126448321,0.632242,9863922000,49.3196,1,fastrange32,books_200M_uint64.ds,200000000
murmur3_128_city,0,11,0.999999,73573633,0.367868,52845298,0.264226,126418931,0.632095,10167588000,50.8379,1,fastrange64,books_200M_uint64.ds,200000000
murmur3_128_city,0,11,0.999992,73574155,0.367871,52848463,0.264242,126422618,0.632113,14760265000,73.8013,1,modulo,books_200M_uint64.ds,200000000
murmur3_128_city,0,11,0.999992,73574155,0.367871,52848463,0.264242,126422618,0.632113,10205597000,51.028,1,fast_modulo,books_200M_uint64.ds,200000000
murmur3_128_city,0,11,0.999992,73574155,0.367871,52848463,0.264242,126422618,0.632113,10163140000,50.8157,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
murmur3_fin64,0,11,1.0003,73600004,0.368,52851958,0.26426,126451962,0.63226,5083007000,25.415,1,fastrange32,books_200M_uint64.ds,200000000
murmur3_fin64,0,10,1.00002,73575689,0.367878,52844879,0.264224,126420568,0.632103,5397860000,26.9893,1,fastrange64,books_200M_uint64.ds,200000000
murmur3_fin64,0,11,0.999992,73574482,0.367872,52846860,0.264234,126421342,0.632107,8020863000,40.1043,1,modulo,books_200M_uint64.ds,200000000
murmur3_fin64,0,11,0.999992,73574482,0.367872,52846860,0.264234,126421342,0.632107,5402362000,27.0118,1,fast_modulo,books_200M_uint64.ds,200000000
murmur3_fin64,0,11,0.999992,73574482,0.367872,52846860,0.264234,126421342,0.632107,5345114000,26.7256,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
xxh64,0,11,1.00018,73589369,0.367947,52847002,0.264235,126436371,0.632182,5954384000,29.7719,1,fastrange32,books_200M_uint64.ds,200000000
xxh64,0,11,0.999945,73567558,0.367838,52843394,0.264217,126410952,0.632055,6517247000,32.5862,1,fastrange64,books_200M_uint64.ds,200000000
xxh64,0,11,1.00008,73582207,0.367911,52850896,0.264254,126433103,0.632166,9147984000,45.7399,1,modulo,books_200M_uint64.ds,200000000
xxh64,0,11,1.00008,73582207,0.367911,52850896,0.264254,126433103,0.632166,6720191000,33.601,1,fast_modulo,books_200M_uint64.ds,200000000
xxh64,0,11,1.00008,73582207,0.367911,52850896,0.264254,126433103,0.632166,7202111000,36.0106,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
xxh3,0,11,1.00033,73598301,0.367992,52846321,0.264232,126444622,0.632223,5890629000,29.4531,1,fastrange32,books_200M_uint64.ds,200000000
xxh3,0,10,1.00002,73578682,0.367893,52850458,0.264252,126429140,0.632146,6066265000,30.3313,1,fastrange64,books_200M_uint64.ds,200000000
xxh3,0,10,1.00002,73581034,0.367905,52853723,0.264269,126434757,0.632174,9220299000,46.1015,1,modulo,books_200M_uint64.ds,200000000
xxh3,0,10,1.00002,73581034,0.367905,52853723,0.264269,126434757,0.632174,6786026000,33.9301,1,fast_modulo,books_200M_uint64.ds,200000000
xxh3,0,10,1.00002,73581034,0.367905,52853723,0.264269,126434757,0.632174,6686426000,33.4321,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
xxh3_128_low,0,11,1.00025,73591060,0.367955,52844053,0.26422,126435113,0.632176,6600470000,33.0024,1,fastrange32,books_200M_uint64.ds,200000000
xxh3_128_low,0,11,1.0001,73583327,0.367917,52848348,0.264242,126431675,0.632158,6783835000,33.9192,1,fastrange64,books_200M_uint64.ds,200000000
xxh3_128_low,0,12,0.999995,73573717,0.367869,52844212,0.264221,126417929,0.63209,9951689000,49.7584,1,modulo,books_200M_uint64.ds,200000000
xxh3_128_low,0,12,0.999995,73573717,0.367869,52844212,0.264221,126417929,0.63209,7611343000,38.0567,1,fast_modulo,books_200M_uint64.ds,200000000
xxh3_128_low,0,12,0.999995,73573717,0.367869,52844212,0.264221,126417929,0.63209,7476554000,37.3828,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
xxh3_128_upp,0,10,1.00021,73591792,0.367959,52849599,0.264248,126441391,0.632207,6454336000,32.2717,1,fastrange32,books_200M_uint64.ds,200000000
xxh3_128_upp,0,11,0.999904,73565484,0.367827,52843362,0.264217,126408846,0.632044,6693142000,33.4657,1,fastrange64,books_200M_uint64.ds,200000000
xxh3_128_upp,0,11,0.999939,73571426,0.367857,52850038,0.26425,126421464,0.632107,9940175000,49.7009,1,modulo,books_200M_uint64.ds,200000000
xxh3_128_upp,0,11,0.999939,73571426,0.367857,52850038,0.26425,126421464,0.632107,7640956000,38.2048,1,fast_modulo,books_200M_uint64.ds,200000000
xxh3_128_upp,0,11,0.999939,73571426,0.367857,52850038,0.26425,126421464,0.632107,7344243000,36.7212,1,branchless_fast_modulo,books_200M_uint64.ds,200000000
