hash,nanoseconds_total,nanoseconds_per_key,load_factor,reducer,dataset
tabulation_small64,622102000,3.11051,1,do_nothing,books_200M_uint64.ds
tabulation_small64,530569000,2.65284,1,fastrange32,books_200M_uint64.ds
tabulation_small64,648781000,3.24391,1,fastrange64,books_200M_uint64.ds
tabulation_small64,1901499000,9.50749,1,modulo,books_200M_uint64.ds
tabulation_small64,733850000,3.66925,1,fast_modulo,books_200M_uint64.ds
tabulation_small64,683910000,3.41955,1,branchless_fast_modulo,books_200M_uint64.ds
tabulation_large64,626040000,3.1302,1,do_nothing,books_200M_uint64.ds
tabulation_large64,529342000,2.64671,1,fastrange32,books_200M_uint64.ds
tabulation_large64,652665000,3.26333,1,fastrange64,books_200M_uint64.ds
tabulation_large64,1948486000,9.74243,1,modulo,books_200M_uint64.ds
tabulation_large64,677910000,3.38955,1,fast_modulo,books_200M_uint64.ds
tabulation_large64,676875000,3.38438,1,branchless_fast_modulo,books_200M_uint64.ds
city64,512674000,2.56337,1,do_nothing,books_200M_uint64.ds
city64,460301000,2.30151,1,fastrange32,books_200M_uint64.ds
city64,559513000,2.79757,1,fastrange64,books_200M_uint64.ds
city64,1850269000,9.25134,1,modulo,books_200M_uint64.ds
city64,592927000,2.96464,1,fast_modulo,books_200M_uint64.ds
city64,659832000,3.29916,1,branchless_fast_modulo,books_200M_uint64.ds
city128_low,1047153000,5.23577,1,do_nothing,books_200M_uint64.ds
city128_low,990224000,4.95112,1,fastrange32,books_200M_uint64.ds
city128_low,1129426000,5.64713,1,fastrange64,books_200M_uint64.ds
city128_low,2391191000,11.956,1,modulo,books_200M_uint64.ds
city128_low,1142482000,5.71241,1,fast_modulo,books_200M_uint64.ds
city128_low,1237562000,6.18781,1,branchless_fast_modulo,books_200M_uint64.ds
city128_upp,1297390000,6.48695,1,do_nothing,books_200M_uint64.ds
city128_upp,1264528000,6.32264,1,fastrange32,books_200M_uint64.ds
city128_upp,1395929000,6.97965,1,fastrange64,books_200M_uint64.ds
city128_upp,2679639000,13.3982,1,modulo,books_200M_uint64.ds
city128_upp,1433258000,7.16629,1,fast_modulo,books_200M_uint64.ds
city128_upp,1510288000,7.55144,1,branchless_fast_modulo,books_200M_uint64.ds
city128_xor,1334470000,6.67235,1,do_nothing,books_200M_uint64.ds
city128_xor,1326021000,6.63011,1,fastrange32,books_200M_uint64.ds
city128_xor,1434812000,7.17406,1,fastrange64,books_200M_uint64.ds
city128_xor,2732082000,13.6604,1,modulo,books_200M_uint64.ds
city128_xor,1465513000,7.32756,1,fast_modulo,books_200M_uint64.ds
city128_xor,1561418000,7.80709,1,branchless_fast_modulo,books_200M_uint64.ds
city128_city,1637172000,8.18586,1,do_nothing,books_200M_uint64.ds
city128_city,1608174000,8.04087,1,fastrange32,books_200M_uint64.ds
city128_city,1765265000,8.82632,1,fastrange64,books_200M_uint64.ds
city128_city,3097729000,15.4886,1,modulo,books_200M_uint64.ds
city128_city,1868555000,9.34277,1,fast_modulo,books_200M_uint64.ds
city128_city,1938259000,9.69129,1,branchless_fast_modulo,books_200M_uint64.ds
meow64_low,4046398000,20.232,1,do_nothing,books_200M_uint64.ds
meow64_low,4100184000,20.5009,1,fastrange32,books_200M_uint64.ds
meow64_low,4277984000,21.3899,1,fastrange64,books_200M_uint64.ds
meow64_low,5995627000,29.9781,1,modulo,books_200M_uint64.ds
meow64_low,4411275000,22.0564,1,fast_modulo,books_200M_uint64.ds
meow64_low,4548794000,22.744,1,branchless_fast_modulo,books_200M_uint64.ds
meow64_upp,4105133000,20.5257,1,do_nothing,books_200M_uint64.ds
meow64_upp,4155679000,20.7784,1,fastrange32,books_200M_uint64.ds
meow64_upp,4354524000,21.7726,1,fastrange64,books_200M_uint64.ds
meow64_upp,5991541000,29.9577,1,modulo,books_200M_uint64.ds
meow64_upp,4446766000,22.2338,1,fast_modulo,books_200M_uint64.ds
meow64_upp,4621814000,23.1091,1,branchless_fast_modulo,books_200M_uint64.ds
mult64,345880000,1.7294,0.75,do_nothing,books_200M_uint64.ds
mult64,183877000,0.919385,0.75,fastrange32,books_200M_uint64.ds
mult64,343998000,1.71999,0.75,fastrange64,books_200M_uint64.ds
mult64,1615630000,8.07815,0.75,modulo,books_200M_uint64.ds
mult64,369119000,1.84559,0.75,fast_modulo,books_200M_uint64.ds
mult64,291796000,1.45898,0.75,branchless_fast_modulo,books_200M_uint64.ds
fibo64,344479000,1.7224,0.75,do_nothing,books_200M_uint64.ds
fibo64,177670000,0.88835,0.75,fastrange32,books_200M_uint64.ds
fibo64,353557000,1.76779,0.75,fastrange64,books_200M_uint64.ds
fibo64,1622558000,8.11279,0.75,modulo,books_200M_uint64.ds
fibo64,378747000,1.89374,0.75,fast_modulo,books_200M_uint64.ds
fibo64,294311000,1.47155,0.75,branchless_fast_modulo,books_200M_uint64.ds
fibo_prime64,345678000,1.72839,0.75,do_nothing,books_200M_uint64.ds
fibo_prime64,192554000,0.96277,0.75,fastrange32,books_200M_uint64.ds
fibo_prime64,341184000,1.70592,0.75,fastrange64,books_200M_uint64.ds
fibo_prime64,1621927000,8.10963,0.75,modulo,books_200M_uint64.ds
fibo_prime64,374957000,1.87478,0.75,fast_modulo,books_200M_uint64.ds
fibo_prime64,284167000,1.42083,0.75,branchless_fast_modulo,books_200M_uint64.ds
multadd64,564968000,2.82484,0.75,do_nothing,books_200M_uint64.ds
multadd64,342887000,1.71443,0.75,fastrange32,books_200M_uint64.ds
multadd64,564501000,2.82251,0.75,fastrange64,books_200M_uint64.ds
multadd64,1843674000,9.21837,0.75,modulo,books_200M_uint64.ds
multadd64,457375000,2.28688,0.75,fast_modulo,books_200M_uint64.ds
multadd64,389954000,1.94977,0.75,branchless_fast_modulo,books_200M_uint64.ds
mult64_shift60,403788000,2.01894,0.75,do_nothing,books_200M_uint64.ds
mult64_shift60,207232000,1.03616,0.75,fastrange32,books_200M_uint64.ds
mult64_shift60,398291000,1.99146,0.75,fastrange64,books_200M_uint64.ds
mult64_shift60,1662649000,8.31325,0.75,modulo,books_200M_uint64.ds
mult64_shift60,514243000,2.57122,0.75,fast_modulo,books_200M_uint64.ds
mult64_shift60,337901000,1.6895,0.75,branchless_fast_modulo,books_200M_uint64.ds
fibo64_shift60,408576000,2.04288,0.75,do_nothing,books_200M_uint64.ds
fibo64_shift60,208654000,1.04327,0.75,fastrange32,books_200M_uint64.ds
fibo64_shift60,402924000,2.01462,0.75,fastrange64,books_200M_uint64.ds
fibo64_shift60,1668328000,8.34164,0.75,modulo,books_200M_uint64.ds
fibo64_shift60,514180000,2.5709,0.75,fast_modulo,books_200M_uint64.ds
fibo64_shift60,400065000,2.00032,0.75,branchless_fast_modulo,books_200M_uint64.ds
fibo_prime64_shift60,403603000,2.01801,0.75,do_nothing,books_200M_uint64.ds
fibo_prime64_shift60,217807000,1.08903,0.75,fastrange32,books_200M_uint64.ds
fibo_prime64_shift60,402958000,2.01479,0.75,fastrange64,books_200M_uint64.ds
fibo_prime64_shift60,1699777000,8.49889,0.75,modulo,books_200M_uint64.ds
fibo_prime64_shift60,412578000,2.06289,0.75,fast_modulo,books_200M_uint64.ds
fibo_prime64_shift60,331949000,1.65974,0.75,branchless_fast_modulo,books_200M_uint64.ds
multadd64_shift60,729980000,3.6499,0.75,do_nothing,books_200M_uint64.ds
multadd64_shift60,423942000,2.11971,0.75,fastrange32,books_200M_uint64.ds
multadd64_shift60,730627000,3.65314,0.75,fastrange64,books_200M_uint64.ds
multadd64_shift60,2171187000,10.8559,0.75,modulo,books_200M_uint64.ds
multadd64_shift60,631319000,3.1566,0.75,fast_modulo,books_200M_uint64.ds
multadd64_shift60,561689000,2.80844,0.75,branchless_fast_modulo,books_200M_uint64.ds
murmur3_128_low,1189680000,5.9484,0.75,do_nothing,books_200M_uint64.ds
murmur3_128_low,1081728000,5.40864,0.75,fastrange32,books_200M_uint64.ds
murmur3_128_low,1238571000,6.19285,0.75,fastrange64,books_200M_uint64.ds
murmur3_128_low,2452778000,12.2639,0.75,modulo,books_200M_uint64.ds
murmur3_128_low,1634702000,8.17351,0.75,fast_modulo,books_200M_uint64.ds
murmur3_128_low,1544587000,7.72293,0.75,branchless_fast_modulo,books_200M_uint64.ds
murmur3_128_upp,1128014000,5.64007,0.75,do_nothing,books_200M_uint64.ds
murmur3_128_upp,1080429000,5.40214,0.75,fastrange32,books_200M_uint64.ds
murmur3_128_upp,1237201000,6.18601,0.75,fastrange64,books_200M_uint64.ds
murmur3_128_upp,2549176000,12.7459,0.75,modulo,books_200M_uint64.ds
murmur3_128_upp,1622989000,8.11495,0.75,fast_modulo,books_200M_uint64.ds
murmur3_128_upp,1307025000,6.53512,0.75,branchless_fast_modulo,books_200M_uint64.ds
murmur3_128_xor,1178909000,5.89454,0.75,do_nothing,books_200M_uint64.ds
murmur3_128_xor,1130910000,5.65455,0.75,fastrange32,books_200M_uint64.ds
murmur3_128_xor,1331570000,6.65785,0.75,fastrange64,books_200M_uint64.ds
murmur3_128_xor,2555054000,12.7753,0.75,modulo,books_200M_uint64.ds
murmur3_128_xor,1667917000,8.33958,0.75,fast_modulo,books_200M_uint64.ds
murmur3_128_xor,1625233000,8.12617,0.75,branchless_fast_modulo,books_200M_uint64.ds
murmur3_128_city,1458069000,7.29034,0.75,do_nothing,books_200M_uint64.ds
murmur3_128_city,1398324000,6.99162,0.75,fastrange32,books_200M_uint64.ds
murmur3_128_city,1576621000,7.8831,0.75,fastrange64,books_200M_uint64.ds
murmur3_128_city,2711524000,13.5576,0.75,modulo,books_200M_uint64.ds
murmur3_128_city,1940495000,9.70247,0.75,fast_modulo,books_200M_uint64.ds
murmur3_128_city,1867599000,9.338,0.75,branchless_fast_modulo,books_200M_uint64.ds
murmur3_fin64,460885000,2.30443,0.75,do_nothing,books_200M_uint64.ds
murmur3_fin64,324547000,1.62274,0.75,fastrange32,books_200M_uint64.ds
murmur3_fin64,459440000,2.2972,0.75,fastrange64,books_200M_uint64.ds
murmur3_fin64,1734609000,8.67305,0.75,modulo,books_200M_uint64.ds
murmur3_fin64,536347000,2.68174,0.75,fast_modulo,books_200M_uint64.ds
murmur3_fin64,467537000,2.33768,0.75,branchless_fast_modulo,books_200M_uint64.ds
xxh64,776832000,3.88416,0.75,do_nothing,books_200M_uint64.ds
xxh64,677921000,3.3896,0.75,fastrange32,books_200M_uint64.ds
xxh64,811189000,4.05594,0.75,fastrange64,books_200M_uint64.ds
xxh64,2020734000,10.1037,0.75,modulo,books_200M_uint64.ds
xxh64,957909000,4.78954,0.75,fast_modulo,books_200M_uint64.ds
xxh64,871392000,4.35696,0.75,branchless_fast_modulo,books_200M_uint64.ds
xxh3,717236000,3.58618,0.75,do_nothing,books_200M_uint64.ds
xxh3,624679000,3.12339,0.75,fastrange32,books_200M_uint64.ds
xxh3,760929000,3.80464,0.75,fastrange64,books_200M_uint64.ds
xxh3,1916650000,9.58325,0.75,modulo,books_200M_uint64.ds
xxh3,849843000,4.24921,0.75,fast_modulo,books_200M_uint64.ds
xxh3,771275000,3.85637,0.75,branchless_fast_modulo,books_200M_uint64.ds
xxh3_128_low,846666000,4.23333,0.75,do_nothing,books_200M_uint64.ds
xxh3_128_low,741897000,3.70948,0.75,fastrange32,books_200M_uint64.ds
xxh3_128_low,857593000,4.28797,0.75,fastrange64,books_200M_uint64.ds
xxh3_128_low,2093605000,10.468,0.75,modulo,books_200M_uint64.ds
xxh3_128_low,978931000,4.89466,0.75,fast_modulo,books_200M_uint64.ds
xxh3_128_low,909332000,4.54666,0.75,branchless_fast_modulo,books_200M_uint64.ds
xxh3_128_upp,794032000,3.97016,0.75,do_nothing,books_200M_uint64.ds
xxh3_128_upp,736058000,3.68029,0.75,fastrange32,books_200M_uint64.ds
xxh3_128_upp,841824000,4.20912,0.75,fastrange64,books_200M_uint64.ds
xxh3_128_upp,2053550000,10.2678,0.75,modulo,books_200M_uint64.ds
xxh3_128_upp,955997000,4.77998,0.75,fast_modulo,books_200M_uint64.ds
xxh3_128_upp,895552000,4.47776,0.75,branchless_fast_modulo,books_200M_uint64.ds
xxh3_128_xor,848244000,4.24122,0.75,do_nothing,books_200M_uint64.ds
xxh3_128_xor,730438000,3.65219,0.75,fastrange32,books_200M_uint64.ds
xxh3_128_xor,950317000,4.75159,0.75,fastrange64,books_200M_uint64.ds
xxh3_128_xor,2257297000,11.2865,0.75,modulo,books_200M_uint64.ds
xxh3_128_xor,1001341000,5.00671,0.75,fast_modulo,books_200M_uint64.ds
xxh3_128_xor,927065000,4.63532,0.75,branchless_fast_modulo,books_200M_uint64.ds
xxh3_128_city,1079157000,5.39579,0.75,do_nothing,books_200M_uint64.ds
xxh3_128_city,993804000,4.96902,0.75,fastrange32,books_200M_uint64.ds
xxh3_128_city,1388818000,6.94409,0.75,fastrange64,books_200M_uint64.ds
xxh3_128_city,2544158000,12.7208,0.75,modulo,books_200M_uint64.ds
xxh3_128_city,1379360000,6.8968,0.75,fast_modulo,books_200M_uint64.ds
xxh3_128_city,1214593000,6.07296,0.75,branchless_fast_modulo,books_200M_uint64.ds
tabulation_small64,620249000,3.10124,0.75,do_nothing,books_200M_uint64.ds
tabulation_small64,569106000,2.84553,0.75,fastrange32,books_200M_uint64.ds
tabulation_small64,703425000,3.51713,0.75,fastrange64,books_200M_uint64.ds
tabulation_small64,2102528000,10.5126,0.75,modulo,books_200M_uint64.ds
tabulation_small64,984851000,4.92426,0.75,fast_modulo,books_200M_uint64.ds
tabulation_small64,790076000,3.95038,0.75,branchless_fast_modulo,books_200M_uint64.ds
tabulation_large64,753683000,3.76841,0.75,do_nothing,books_200M_uint64.ds
tabulation_large64,699517000,3.49758,0.75,fastrange32,books_200M_uint64.ds
tabulation_large64,731242000,3.65621,0.75,fastrange64,books_200M_uint64.ds
tabulation_large64,2001628000,10.0081,0.75,modulo,books_200M_uint64.ds
tabulation_large64,869403000,4.34702,0.75,fast_modulo,books_200M_uint64.ds
tabulation_large64,751028000,3.75514,0.75,branchless_fast_modulo,books_200M_uint64.ds
city64,573487000,2.86744,0.75,do_nothing,books_200M_uint64.ds
city64,474641000,2.37321,0.75,fastrange32,books_200M_uint64.ds
city64,555592000,2.77796,0.75,fastrange64,books_200M_uint64.ds
city64,1990676000,9.95338,0.75,modulo,books_200M_uint64.ds
city64,828174000,4.14087,0.75,fast_modulo,books_200M_uint64.ds
city64,668438000,3.34219,0.75,branchless_fast_modulo,books_200M_uint64.ds
city128_low,1197308000,5.98654,0.75,do_nothing,books_200M_uint64.ds
city128_low,1186485000,5.93242,0.75,fastrange32,books_200M_uint64.ds
city128_low,1269125000,6.34562,0.75,fastrange64,books_200M_uint64.ds
city128_low,2622033000,13.1102,0.75,modulo,books_200M_uint64.ds
city128_low,1344955000,6.72477,0.75,fast_modulo,books_200M_uint64.ds
city128_low,1234757000,6.17378,0.75,branchless_fast_modulo,books_200M_uint64.ds
city128_upp,1292172000,6.46086,0.75,do_nothing,books_200M_uint64.ds
city128_upp,1261803000,6.30902,0.75,fastrange32,books_200M_uint64.ds
city128_upp,1397159000,6.98579,0.75,fastrange64,books_200M_uint64.ds
city128_upp,2681554000,13.4078,0.75,modulo,books_200M_uint64.ds
city128_upp,1625834000,8.12917,0.75,fast_modulo,books_200M_uint64.ds
city128_upp,1511444000,7.55722,0.75,branchless_fast_modulo,books_200M_uint64.ds
city128_xor,1331765000,6.65883,0.75,do_nothing,books_200M_uint64.ds
city128_xor,1310800000,6.554,0.75,fastrange32,books_200M_uint64.ds
city128_xor,1435533000,7.17767,0.75,fastrange64,books_200M_uint64.ds
city128_xor,2826205000,14.131,0.75,modulo,books_200M_uint64.ds
city128_xor,1722752000,8.61376,0.75,fast_modulo,books_200M_uint64.ds
city128_xor,1830152000,9.15076,0.75,branchless_fast_modulo,books_200M_uint64.ds
city128_city,1674869000,8.37434,0.75,do_nothing,books_200M_uint64.ds
city128_city,1604658000,8.02329,0.75,fastrange32,books_200M_uint64.ds
city128_city,1761250000,8.80625,0.75,fastrange64,books_200M_uint64.ds
city128_city,3087028000,15.4351,0.75,modulo,books_200M_uint64.ds
city128_city,2020727000,10.1036,0.75,fast_modulo,books_200M_uint64.ds
city128_city,1942007000,9.71004,0.75,branchless_fast_modulo,books_200M_uint64.ds
meow64_low,4051305000,20.2565,0.75,do_nothing,books_200M_uint64.ds
meow64_low,4106554000,20.5328,0.75,fastrange32,books_200M_uint64.ds
meow64_low,4290036000,21.4502,0.75,fastrange64,books_200M_uint64.ds
meow64_low,5987885000,29.9394,0.75,modulo,books_200M_uint64.ds
meow64_low,4637695000,23.1885,0.75,fast_modulo,books_200M_uint64.ds
meow64_low,4556992000,22.785,0.75,branchless_fast_modulo,books_200M_uint64.ds
meow64_upp,4112151000,20.5608,0.75,do_nothing,books_200M_uint64.ds
meow64_upp,4165200000,20.826,0.75,fastrange32,books_200M_uint64.ds
meow64_upp,4353785000,21.7689,0.75,fastrange64,books_200M_uint64.ds
meow64_upp,5989320000,29.9466,0.75,modulo,books_200M_uint64.ds
meow64_upp,4687332000,23.4367,0.75,fast_modulo,books_200M_uint64.ds
meow64_upp,4629978000,23.1499,0.75,branchless_fast_modulo,books_200M_uint64.ds
mult64,350688000,1.75344,0.5,do_nothing,books_200M_uint64.ds
mult64,177883000,0.889415,0.5,fastrange32,books_200M_uint64.ds
mult64,358607000,1.79304,0.5,fastrange64,books_200M_uint64.ds
mult64,1621045000,8.10522,0.5,modulo,books_200M_uint64.ds
mult64,290067000,1.45033,0.5,fast_modulo,books_200M_uint64.ds
mult64,300235000,1.50118,0.5,branchless_fast_modulo,books_200M_uint64.ds
fibo64,345595000,1.72798,0.5,do_nothing,books_200M_uint64.ds
fibo64,177903000,0.889515,0.5,fastrange32,books_200M_uint64.ds
fibo64,358977000,1.79488,0.5,fastrange64,books_200M_uint64.ds
fibo64,1621064000,8.10532,0.5,modulo,books_200M_uint64.ds
fibo64,297839000,1.48919,0.5,fast_modulo,books_200M_uint64.ds
fibo64,296613000,1.48307,0.5,branchless_fast_modulo,books_200M_uint64.ds
fibo_prime64,344373000,1.72187,0.5,do_nothing,books_200M_uint64.ds
fibo_prime64,181850000,0.90925,0.5,fastrange32,books_200M_uint64.ds
fibo_prime64,353280000,1.7664,0.5,fastrange64,books_200M_uint64.ds
fibo_prime64,1620648000,8.10324,0.5,modulo,books_200M_uint64.ds
fibo_prime64,271826000,1.35913,0.5,fast_modulo,books_200M_uint64.ds
fibo_prime64,281543000,1.40772,0.5,branchless_fast_modulo,books_200M_uint64.ds
multadd64,564578000,2.82289,0.5,do_nothing,books_200M_uint64.ds
multadd64,344067000,1.72034,0.5,fastrange32,books_200M_uint64.ds
multadd64,574916000,2.87458,0.5,fastrange64,books_200M_uint64.ds
multadd64,1845181000,9.2259,0.5,modulo,books_200M_uint64.ds
multadd64,376577000,1.88288,0.5,fast_modulo,books_200M_uint64.ds
multadd64,397512000,1.98756,0.5,branchless_fast_modulo,books_200M_uint64.ds
mult64_shift61,404365000,2.02182,0.5,do_nothing,books_200M_uint64.ds
mult64_shift61,220144000,1.10072,0.5,fastrange32,books_200M_uint64.ds
mult64_shift61,403551000,2.01775,0.5,fastrange64,books_200M_uint64.ds
mult64_shift61,1667002000,8.33501,0.5,modulo,books_200M_uint64.ds
mult64_shift61,426847000,2.13423,0.5,fast_modulo,books_200M_uint64.ds
mult64_shift61,324851000,1.62425,0.5,branchless_fast_modulo,books_200M_uint64.ds
fibo64_shift61,405988000,2.02994,0.5,do_nothing,books_200M_uint64.ds
fibo64_shift61,209321000,1.04661,0.5,fastrange32,books_200M_uint64.ds
fibo64_shift61,402655000,2.01327,0.5,fastrange64,books_200M_uint64.ds
fibo64_shift61,1674962000,8.37481,0.5,modulo,books_200M_uint64.ds
fibo64_shift61,440478000,2.20239,0.5,fast_modulo,books_200M_uint64.ds
fibo64_shift61,401618000,2.00809,0.5,branchless_fast_modulo,books_200M_uint64.ds
fibo_prime64_shift61,405160000,2.0258,0.5,do_nothing,books_200M_uint64.ds
fibo_prime64_shift61,214263000,1.07132,0.5,fastrange32,books_200M_uint64.ds
fibo_prime64_shift61,406033000,2.03016,0.5,fastrange64,books_200M_uint64.ds
fibo_prime64_shift61,1697784000,8.48892,0.5,modulo,books_200M_uint64.ds
fibo_prime64_shift61,324576000,1.62288,0.5,fast_modulo,books_200M_uint64.ds
fibo_prime64_shift61,330461000,1.6523,0.5,branchless_fast_modulo,books_200M_uint64.ds
multadd64_shift61,752072000,3.76036,0.5,do_nothing,books_200M_uint64.ds
multadd64_shift61,418552000,2.09276,0.5,fastrange32,books_200M_uint64.ds
multadd64_shift61,729448000,3.64724,0.5,fastrange64,books_200M_uint64.ds
multadd64_shift61,2171743000,10.8587,0.5,modulo,books_200M_uint64.ds
multadd64_shift61,531450000,2.65725,0.5,fast_modulo,books_200M_uint64.ds
multadd64_shift61,560973000,2.80486,0.5,branchless_fast_modulo,books_200M_uint64.ds
murmur3_128_low,1177126000,5.88563,0.5,do_nothing,books_200M_uint64.ds
murmur3_128_low,1075085000,5.37543,0.5,fastrange32,books_200M_uint64.ds
murmur3_128_low,1234808000,6.17404,0.5,fastrange64,books_200M_uint64.ds
murmur3_128_low,2446291000,12.2315,0.5,modulo,books_200M_uint64.ds
murmur3_128_low,1487165000,7.43583,0.5,fast_modulo,books_200M_uint64.ds
murmur3_128_low,1543144000,7.71572,0.5,branchless_fast_modulo,books_200M_uint64.ds
murmur3_128_upp,1123791000,5.61895,0.5,do_nothing,books_200M_uint64.ds
murmur3_128_upp,1085151000,5.42576,0.5,fastrange32,books_200M_uint64.ds
murmur3_128_upp,1237212000,6.18606,0.5,fastrange64,books_200M_uint64.ds
murmur3_128_upp,2547066000,12.7353,0.5,modulo,books_200M_uint64.ds
murmur3_128_upp,1514049000,7.57025,0.5,fast_modulo,books_200M_uint64.ds
murmur3_128_upp,1305174000,6.52587,0.5,branchless_fast_modulo,books_200M_uint64.ds
murmur3_128_xor,1182523000,5.91261,0.5,do_nothing,books_200M_uint64.ds
murmur3_128_xor,1125695000,5.62847,0.5,fastrange32,books_200M_uint64.ds
murmur3_128_xor,1329164000,6.64582,0.5,fastrange64,books_200M_uint64.ds
murmur3_128_xor,2557207000,12.786,0.5,modulo,books_200M_uint64.ds
murmur3_128_xor,1544905000,7.72453,0.5,fast_modulo,books_200M_uint64.ds
murmur3_128_xor,1623612000,8.11806,0.5,branchless_fast_modulo,books_200M_uint64.ds
murmur3_128_city,1459250000,7.29625,0.5,do_nothing,books_200M_uint64.ds
murmur3_128_city,1401870000,7.00935,0.5,fastrange32,books_200M_uint64.ds
murmur3_128_city,1572491000,7.86245,0.5,fastrange64,books_200M_uint64.ds
murmur3_128_city,2725533000,13.6277,0.5,modulo,books_200M_uint64.ds
murmur3_128_city,1781035000,8.90518,0.5,fast_modulo,books_200M_uint64.ds
murmur3_128_city,1873233000,9.36617,0.5,branchless_fast_modulo,books_200M_uint64.ds
murmur3_fin64,452804000,2.26402,0.5,do_nothing,books_200M_uint64.ds
murmur3_fin64,316924000,1.58462,0.5,fastrange32,books_200M_uint64.ds
murmur3_fin64,462255000,2.31128,0.5,fastrange64,books_200M_uint64.ds
murmur3_fin64,1743487000,8.71743,0.5,modulo,books_200M_uint64.ds
murmur3_fin64,415889000,2.07944,0.5,fast_modulo,books_200M_uint64.ds
murmur3_fin64,470904000,2.35452,0.5,branchless_fast_modulo,books_200M_uint64.ds
xxh64,775260000,3.8763,0.5,do_nothing,books_200M_uint64.ds
xxh64,674938000,3.37469,0.5,fastrange32,books_200M_uint64.ds
xxh64,804565000,4.02282,0.5,fastrange64,books_200M_uint64.ds
xxh64,2013205000,10.066,0.5,modulo,books_200M_uint64.ds
xxh64,794578000,3.97289,0.5,fast_modulo,books_200M_uint64.ds
xxh64,873577000,4.36789,0.5,branchless_fast_modulo,books_200M_uint64.ds
xxh3,711445000,3.55723,0.5,do_nothing,books_200M_uint64.ds
xxh3,622309000,3.11155,0.5,fastrange32,books_200M_uint64.ds
xxh3,759970000,3.79985,0.5,fastrange64,books_200M_uint64.ds
xxh3,1918244000,9.59122,0.5,modulo,books_200M_uint64.ds
xxh3,709870000,3.54935,0.5,fast_modulo,books_200M_uint64.ds
xxh3,770619000,3.8531,0.5,branchless_fast_modulo,books_200M_uint64.ds
xxh3_128_low,853964000,4.26982,0.5,do_nothing,books_200M_uint64.ds
xxh3_128_low,734313000,3.67157,0.5,fastrange32,books_200M_uint64.ds
xxh3_128_low,853761000,4.26881,0.5,fastrange64,books_200M_uint64.ds
xxh3_128_low,2100634000,10.5032,0.5,modulo,books_200M_uint64.ds
xxh3_128_low,838776000,4.19388,0.5,fast_modulo,books_200M_uint64.ds
xxh3_128_low,909696000,4.54848,0.5,branchless_fast_modulo,books_200M_uint64.ds
xxh3_128_upp,796558000,3.98279,0.5,do_nothing,books_200M_uint64.ds
xxh3_128_upp,736598000,3.68299,0.5,fastrange32,books_200M_uint64.ds
xxh3_128_upp,835314000,4.17657,0.5,fastrange64,books_200M_uint64.ds
xxh3_128_upp,2060103000,10.3005,0.5,modulo,books_200M_uint64.ds
xxh3_128_upp,831308000,4.15654,0.5,fast_modulo,books_200M_uint64.ds
xxh3_128_upp,892598000,4.46299,0.5,branchless_fast_modulo,books_200M_uint64.ds
xxh3_128_xor,848468000,4.24234,0.5,do_nothing,books_200M_uint64.ds
xxh3_128_xor,725067000,3.62534,0.5,fastrange32,books_200M_uint64.ds
xxh3_128_xor,875310000,4.37655,0.5,fastrange64,books_200M_uint64.ds
xxh3_128_xor,2101801000,10.509,0.5,modulo,books_200M_uint64.ds
xxh3_128_xor,888889000,4.44444,0.5,fast_modulo,books_200M_uint64.ds
xxh3_128_xor,918739000,4.5937,0.5,branchless_fast_modulo,books_200M_uint64.ds
xxh3_128_city,1081099000,5.40549,0.5,do_nothing,books_200M_uint64.ds
xxh3_128_city,991294000,4.95647,0.5,fastrange32,books_200M_uint64.ds
xxh3_128_city,1201813000,6.00907,0.5,fastrange64,books_200M_uint64.ds
xxh3_128_city,2304527000,11.5226,0.5,modulo,books_200M_uint64.ds
xxh3_128_city,1118902000,5.59451,0.5,fast_modulo,books_200M_uint64.ds
xxh3_128_city,1226486000,6.13243,0.5,branchless_fast_modulo,books_200M_uint64.ds
tabulation_small64,622975000,3.11487,0.5,do_nothing,books_200M_uint64.ds
tabulation_small64,530104000,2.65052,0.5,fastrange32,books_200M_uint64.ds
tabulation_small64,646053000,3.23027,0.5,fastrange64,books_200M_uint64.ds
tabulation_small64,1898937000,9.49468,0.5,modulo,books_200M_uint64.ds
tabulation_small64,739160000,3.6958,0.5,fast_modulo,books_200M_uint64.ds
tabulation_small64,691622000,3.45811,0.5,branchless_fast_modulo,books_200M_uint64.ds
tabulation_large64,621871000,3.10935,0.5,do_nothing,books_200M_uint64.ds
tabulation_large64,525453000,2.62727,0.5,fastrange32,books_200M_uint64.ds
tabulation_large64,657625000,3.28813,0.5,fastrange64,books_200M_uint64.ds
tabulation_large64,1954059000,9.77029,0.5,modulo,books_200M_uint64.ds
tabulation_large64,678928000,3.39464,0.5,fast_modulo,books_200M_uint64.ds
tabulation_large64,673741000,3.3687,0.5,branchless_fast_modulo,books_200M_uint64.ds
city64,514927000,2.57463,0.5,do_nothing,books_200M_uint64.ds
city64,464652000,2.32326,0.5,fastrange32,books_200M_uint64.ds
city64,558981000,2.79491,0.5,fastrange64,books_200M_uint64.ds
city64,1847555000,9.23778,0.5,modulo,books_200M_uint64.ds
city64,586031000,2.93016,0.5,fast_modulo,books_200M_uint64.ds
city64,659010000,3.29505,0.5,branchless_fast_modulo,books_200M_uint64.ds
city128_low,1048737000,5.24369,0.5,do_nothing,books_200M_uint64.ds
city128_low,989904000,4.94952,0.5,fastrange32,books_200M_uint64.ds
