dataset,numelements,load_factor,hash,reducer,min,max,std_dev,empty_slots,empty_slots_percent,colliding_slots,colliding_slots_percent,total_colliding_keys,total_colliding_keys_percent,nanoseconds_total,nanoseconds_per_key
consecutive_200M_uint64,200000000,1.000000,random_hash,fastrange32,0,9,0.943119,69206144,0.346031,52641640,0.263208,121847784,0.609239,20950970813,104.754854
consecutive_200M_uint64,200000000,0.750000,random_hash,fastrange32,0,9,1.015745,128878472,0.483294,48596744,0.182238,110808550,0.554043,22119845201,110.599226
consecutive_200M_uint64,200000000,0.500000,random_hash,fastrange32,0,8,1.113107,259277143,0.648193,46750846,0.116877,106027989,0.530140,24246971586,121.234858
consecutive_200M_uint64,200000000,0.250000,random_hash,fastrange32,0,8,1.167007,650523501,0.813154,41225371,0.051532,91748872,0.458744,29117945747,145.589729
consecutive_200M_uint64,200000000,1.000000,random_hash,fastrange64,0,11,0.959238,70510654,0.352553,52770403,0.263852,123281057,0.616405,22374163504,111.870818
consecutive_200M_uint64,200000000,0.750000,random_hash,fastrange64,0,7,0.944644,120565230,0.452120,44649102,0.167434,98547666,0.492738,22794548222,113.972741
consecutive_200M_uint64,200000000,0.500000,random_hash,fastrange64,0,6,0.960616,237593007,0.593983,33239225,0.083098,70832232,0.354161,25227780143,126.138901
fb_200M_uint64,200000000,1.000000,random_hash,fastrange32,0,9,0.943119,69206144,0.346031,52641640,0.263208,121847784,0.609239,23932193035,119.660965
fb_200M_uint64,200000000,0.750000,random_hash,fastrange32,0,9,1.015745,128878472,0.483294,48596744,0.182238,110808550,0.554043,24044496757,120.222484
consecutive_200M_uint64,200000000,0.250000,random_hash,fastrange64,0,4,0.987219,621233090,0.776541,20033015,0.025041,41266105,0.206331,30537892083,152.689460
fb_200M_uint64,200000000,0.500000,random_hash,fastrange32,0,8,1.113107,259277143,0.648193,46750846,0.116877,106027989,0.530140,26555161914,132.775810
consecutive_200M_uint64,200000000,1.000000,random_hash,fast_modulo,0,9,0.947832,69596855,0.347984,52693010,0.263465,122289865,0.611449,31732490001,158.662450
fb_200M_uint64,200000000,0.250000,random_hash,fastrange32,0,8,1.167007,650523501,0.813154,41225371,0.051532,91748872,0.458744,32183174981,160.915875
consecutive_200M_uint64,200000000,1.000000,mult_prime64,fastrange32,0,2,0.731741,53544432,0.267722,53544432,0.267722,107088864,0.535444,4730004385,23.650022
consecutive_200M_uint64,200000000,0.750000,random_hash,fast_modulo,0,8,0.963091,122371684,0.458894,45194897,0.169481,100899915,0.504500,36201480556,181.007403
consecutive_200M_uint64,200000000,1.000000,mult_prime64,fastrange64,0,5,1.559067,128658977,0.643295,55693113,0.278466,184352090,0.921760,4877426285,24.387131
fb_200M_uint64,200000000,1.000000,random_hash,fastrange64,0,11,0.959238,70510654,0.352553,52770403,0.263852,123281057,0.616405,22602898166,113.014491
consecutive_200M_uint64,200000000,0.750000,mult_prime64,fastrange32,0,2,0.875851,118378151,0.443918,51711485,0.193918,103422970,0.517115,4871036218,24.355181
fb_200M_uint64,200000000,0.750000,random_hash,fastrange64,0,7,0.944644,120565230,0.452120,44649102,0.167434,98547666,0.492738,24919365126,124.596826
consecutive_200M_uint64,200000000,1.000000,mult_prime64,fast_modulo,0,3,1.077027,92883178,0.464416,69767655,0.348838,162650833,0.813254,5555764329,27.778822
consecutive_200M_uint64,200000000,0.750000,mult_prime64,fastrange64,0,4,1.482256,185208790,0.694533,60593994,0.227227,179136118,0.895681,4836284982,24.181425
consecutive_200M_uint64,200000000,0.500000,random_hash,fast_modulo,0,7,0.988167,241351582,0.603379,35629893,0.089075,76981475,0.384907,42030573705,210.152869
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci64,fastrange32,0,5,1.540677,128760370,0.643802,56263150,0.281316,185023520,0.925118,4916728615,24.583643
fb_200M_uint64,200000000,0.500000,random_hash,fastrange64,0,6,0.960616,237593007,0.593983,33239225,0.083098,70832232,0.354161,28383044548,141.915223
consecutive_200M_uint64,200000000,0.500000,mult_prime64,fastrange32,0,2,0.990180,248045600,0.620114,48045600,0.120114,96091200,0.480456,5518829469,27.594147
consecutive_200M_uint64,200000000,0.750000,mult_prime64,fast_modulo,0,3,1.128038,151478818,0.568046,67377375,0.252665,152189527,0.760948,7283256160,36.416281
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci64,fastrange64,0,2,0.529963,28086097,0.140430,28086097,0.140430,56172194,0.280861,4814828605,24.074143
consecutive_200M_uint64,200000000,0.500000,mult_prime64,fastrange64,0,3,1.327483,298308426,0.745771,70395751,0.175989,168704177,0.843521,5422332015,27.111660
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci64,fastrange32,0,4,1.411669,182401072,0.684004,64296958,0.241114,180031364,0.900157,5115999379,25.579997
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci64,fast_modulo,0,2,0.736014,54171677,0.270858,54171677,0.270858,108343354,0.541717,5778730359,28.893652
fb_200M_uint64,200000000,0.250000,random_hash,fastrange64,0,4,0.987219,621233090,0.776541,20033015,0.025041,41266105,0.206331,33861660410,169.308302
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci64,fastrange64,0,2,0.589133,76374468,0.286404,9707802,0.036404,19415604,0.097078,5530228365,27.651142
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci_prime64,fastrange32,0,2,0.943246,88971352,0.444857,88971352,0.444857,177942704,0.889714,5046293364,25.231467
consecutive_200M_uint64,200000000,0.500000,mult_prime64,fast_modulo,0,2,0.855076,223115523,0.557789,23115523,0.057789,46231046,0.231155,7585218235,37.926091
consecutive_200M_uint64,200000000,0.250000,random_hash,fast_modulo,0,5,0.981310,620248417,0.775311,19223457,0.024029,39471874,0.197359,49904889399,249.524447
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci_prime64,fastrange64,0,2,0.557373,31066445,0.155332,31066445,0.155332,62132890,0.310664,5264184653,26.320923
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci64,fast_modulo,0,2,0.562318,73286859,0.274826,6620193,0.024826,13240386,0.066202,7562975046,37.814875
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci64,fastrange32,0,3,1.220657,289682484,0.724206,80364558,0.200911,170047042,0.850235,5789158758,28.945794
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci_prime64,fast_modulo,0,2,0.555435,30850818,0.154254,30850818,0.154254,61701636,0.308508,6021101348,30.105507
fb_200M_uint64,200000000,1.000000,random_hash,fast_modulo,0,9,0.947832,69596855,0.347984,52693010,0.263465,122289865,0.611449,41635244775,208.176224
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci_prime64,fastrange32,0,2,1.053213,152592335,0.572221,85925669,0.322221,171851338,0.859257,5512463992,27.562320
consecutive_200M_uint64,200000000,0.250000,mult_prime64,fastrange32,0,2,1.058527,637047934,0.796310,37047934,0.046310,74095868,0.370479,11465572830,57.327864
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci64,fastrange64,0,1,0.707107,200000000,0.500000,0,0.000000,0,0.000000,6495001017,32.475005
consecutive_200M_uint64,200000000,1.000000,mult_add64,fastrange32,0,2,0.389297,15155228,0.075776,15155228,0.075776,30310456,0.151552,6015277662,30.076388
fb_200M_uint64,200000000,1.000000,mult_prime64,fastrange32,0,11,0.998872,73496390,0.367482,52851678,0.264258,126348068,0.631740,6337638455,31.688192
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci_prime64,fastrange64,0,2,0.542540,71101603,0.266631,4434937,0.016631,8869874,0.044349,6189782210,30.948911
fb_200M_uint64,200000000,0.750000,random_hash,fast_modulo,0,8,0.963091,122371684,0.458894,45194897,0.169481,100899915,0.504500,48340067700,241.700339
consecutive_200M_uint64,200000000,1.000000,mult_add64,fastrange64,0,2,0.792734,62842739,0.314214,62842739,0.314214,125685478,0.628427,5671094532,28.355473
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci64,fast_modulo,0,1,0.707107,200000000,0.500000,0,0.000000,0,0.000000,9280122611,46.400613
fb_200M_uint64,200000000,1.000000,mult_prime64,fastrange64,0,10,0.998685,73481180,0.367406,52852875,0.264264,126334055,0.631670,5923418333,29.617092
consecutive_200M_uint64,200000000,0.250000,mult_prime64,fastrange64,0,2,1.061166,637607327,0.797009,37607327,0.047009,75214654,0.376073,11482708191,57.413541
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci_prime64,fast_modulo,0,2,0.643226,83040585,0.311402,16373919,0.061402,32747838,0.163739,9908575095,49.542875
fb_200M_uint64,200000000,0.750000,mult_prime64,fastrange32,0,10,0.998864,125859994,0.471975,46206543,0.173275,105399871,0.526999,6928420289,34.642101
consecutive_200M_uint64,200000000,1.000000,mult_add64,fast_modulo,0,2,0.789314,62301690,0.311508,62301690,0.311508,124603380,0.623017,7279125504,36.395628
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci_prime64,fastrange32,0,2,1.139449,279834295,0.699586,79834295,0.199586,159668590,0.798343,8026500834,40.132504
fb_200M_uint64,200000000,0.500000,random_hash,fast_modulo,0,7,0.988167,241351582,0.603379,35629893,0.089075,76981475,0.384907,53710134161,268.550671
fb_200M_uint64,200000000,1.000000,mult_prime64,fast_modulo,0,11,0.998799,73486291,0.367431,52849795,0.264249,126336086,0.631680,8107795796,40.538979
consecutive_200M_uint64,200000000,1.000000,mult_prime_shift36_64,fastrange32,0,20,3.901605,187500000,0.937500,12500000,0.062500,200000000,1.000000,5236821500,26.184108
consecutive_200M_uint64,200000000,1.000000,mult_prime_shift36_64,fastrange64,0,200000000,14142.135553,199999999,1.000000,1,0.000000,200000000,1.000000,389582052,1.947910
consecutive_200M_uint64,200000000,0.750000,mult_add64,fastrange32,0,2,0.527698,69513198,0.260674,2846532,0.010674,5693064,0.028465,7390378155,36.951891
fb_200M_uint64,200000000,0.750000,mult_prime64,fastrange64,0,9,0.998705,125841228,0.471905,46196176,0.173236,105370738,0.526854,6903589753,34.517949
fb_200M_uint64,200000000,1.000000,mult_fibonacci64,fastrange32,0,10,0.998996,73506000,0.367530,52853654,0.264268,126359654,0.631798,6387675904,31.938380
consecutive_200M_uint64,200000000,0.250000,mult_prime64,fast_modulo,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,13560348019,67.801740
consecutive_200M_uint64,200000000,0.750000,mult_add64,fastrange64,0,2,0.887720,120471368,0.451768,53804702,0.201768,107609404,0.538047,6796244899,33.981224
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci_prime64,fastrange64,0,1,0.707107,200000000,0.500000,0,0.000000,0,0.000000,9840752953,49.203765
fb_200M_uint64,200000000,0.500000,mult_prime64,fastrange32,0,8,0.999106,242509122,0.606273,36036919,0.090092,78546041,0.392730,9003900237,45.019501
consecutive_200M_uint64,200000000,1.000000,mult_prime_shift36_64,fast_modulo,0,4,1.431568,123325828,0.616629,61026268,0.305131,184352096,0.921760,8645070414,43.225352
fb_200M_uint64,200000000,1.000000,mult_fibonacci64,fastrange64,0,12,0.998906,73491284,0.367456,52842377,0.264212,126333661,0.631668,6363164710,31.815824
fb_200M_uint64,200000000,0.750000,mult_prime64,fast_modulo,0,10,0.998748,125847093,0.471927,46201040,0.173254,105381467,0.526907,10972608800,54.863044
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci_shift36_64,fastrange32,0,18,3.877039,187500000,0.937500,12500000,0.062500,200000000,1.000000,5072646754,25.363234
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci_shift36_64,fastrange64,0,200000000,14142.135553,199999999,1.000000,1,0.000000,200000000,1.000000,644301653,3.221508
consecutive_200M_uint64,200000000,0.750000,mult_add64,fast_modulo,0,2,1.003663,142400642,0.534002,75733976,0.284002,151467952,0.757340,9993100478,49.965502
fb_200M_uint64,200000000,0.250000,random_hash,fast_modulo,0,5,0.981310,620248417,0.775311,19223457,0.024029,39471874,0.197359,59997280863,299.986404
fb_200M_uint64,200000000,0.500000,mult_prime64,fastrange64,0,9,0.998709,242455165,0.606138,36001640,0.090004,78456805,0.392284,8689279605,43.446398
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci_prime64,fast_modulo,0,2,0.780332,210891870,0.527230,10891870,0.027230,21783740,0.108919,10550279233,52.751396
fb_200M_uint64,200000000,0.750000,mult_fibonacci64,fastrange32,0,10,0.998840,125852956,0.471949,46197605,0.173241,105383895,0.526919,8041705306,40.208527
consecutive_200M_uint64,200000000,0.250000,mult_fibonacci64,fastrange32,0,2,0.930197,611526709,0.764408,11526709,0.014408,23053418,0.115267,14127572975,70.637865
fb_200M_uint64,200000000,1.000000,mult_fibonacci64,fast_modulo,0,11,0.998672,73478571,0.367393,52847477,0.264237,126326048,0.631630,9734106302,48.670532
consecutive_200M_uint64,200000000,0.750000,mult_prime_shift36_64,fastrange32,0,15,3.411075,249999999,0.937500,16666667,0.062500,200000000,1.000000,5664485698,28.322428
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci_shift36_64,fast_modulo,0,2,0.642813,41320874,0.206604,41320874,0.206604,82641748,0.413209,8912149840,44.560749
consecutive_200M_uint64,200000000,0.750000,mult_prime_shift36_64,fastrange64,0,200000000,14142.135571,266666665,1.000000,1,0.000000,200000000,1.000000,414125091,2.070625
consecutive_200M_uint64,200000000,0.500000,mult_add64,fastrange32,0,2,0.721121,202001538,0.505004,2001538,0.005004,4003076,0.020015,9228408875,46.142044
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci_prime_shift36_64,fastrange32,0,18,3.876866,187500000,0.937500,12500000,0.062500,200000000,1.000000,5726714218,28.633571
fb_200M_uint64,200000000,1.000000,mult_fibonacci_prime64,fastrange32,0,11,0.998891,73492276,0.367461,52845926,0.264230,126338202,0.631691,7028400530,35.142003
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci_prime_shift36_64,fastrange64,0,200000000,14142.135553,199999999,1.000000,1,0.000000,200000000,1.000000,353920490,1.769602
fb_200M_uint64,200000000,0.750000,mult_fibonacci64,fastrange64,0,10,0.998864,125856805,0.471963,46201800,0.173257,105391939,0.526960,8155566882,40.777834
fb_200M_uint64,200000000,0.500000,mult_prime64,fast_modulo,0,9,0.998809,242465097,0.606163,36004231,0.090011,78469328,0.392347,12247616737,61.238084
fb_200M_uint64,200000000,0.250000,mult_prime64,fastrange32,0,7,0.999742,623001510,0.778752,21171580,0.026464,44173090,0.220865,15257437566,76.287188
consecutive_200M_uint64,200000000,0.750000,mult_prime_shift36_64,fast_modulo,0,4,1.479136,185023681,0.693839,60757720,0.227841,179114735,0.895574,11839628252,59.198141
consecutive_200M_uint64,200000000,0.250000,mult_fibonacci64,fastrange64,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,13544708739,67.723544
consecutive_200M_uint64,200000000,0.500000,mult_add64,fastrange64,0,2,0.925898,235728630,0.589322,35728630,0.089322,71457260,0.357286,9114882958,45.574415
fb_200M_uint64,200000000,1.000000,mult_fibonacci_prime64,fastrange64,0,10,0.998806,73487647,0.367438,52847145,0.264236,126334792,0.631674,6801657217,34.008286
consecutive_200M_uint64,200000000,1.000000,mult_fibonacci_prime_shift36_64,fast_modulo,0,2,0.628804,39539508,0.197698,39539508,0.197698,79079016,0.395395,8968245835,44.841229
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci_shift36_64,fastrange32,0,14,3.360226,249999999,0.937500,16666667,0.062500,200000000,1.000000,5661575236,28.307876
fb_200M_uint64,200000000,0.500000,mult_fibonacci64,fastrange32,0,8,0.999139,242508372,0.606271,36030118,0.090075,78538490,0.392692,9417778694,47.088893
fb_200M_uint64,200000000,0.750000,mult_fibonacci64,fast_modulo,0,10,0.998766,125849907,0.471937,46201451,0.173255,105384692,0.526923,11713224001,58.566120
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci_shift36_64,fastrange64,0,200000000,14142.135571,266666665,1.000000,1,0.000000,200000000,1.000000,377444553,1.887223
fb_200M_uint64,200000000,1.000000,mult_fibonacci_prime64,fast_modulo,0,11,0.998601,73473064,0.367365,52846870,0.264234,126319934,0.631600,8259335614,41.296678
consecutive_200M_uint64,200000000,1.000000,mult_add_shift28_64,fastrange32,0,3,0.994354,88691765,0.443459,78509627,0.392548,167201392,0.836007,8414092980,42.070465
consecutive_200M_uint64,200000000,0.500000,mult_add64,fast_modulo,0,2,1.059725,262301690,0.655754,62301690,0.155754,124603380,0.623017,12141287131,60.706436
fb_200M_uint64,200000000,0.250000,mult_prime64,fastrange64,0,7,0.998735,622842376,0.778553,21049039,0.026311,43891415,0.219457,13311382320,66.556912
fb_200M_uint64,200000000,0.750000,mult_fibonacci_prime64,fastrange32,0,10,0.998782,125849028,0.471934,46200971,0.173254,105383333,0.526917,7174054215,35.870271
fb_200M_uint64,200000000,0.500000,mult_fibonacci64,fastrange64,0,8,0.999491,242549003,0.606373,36048766,0.090122,78597769,0.392989,9608753786,48.043769
fb_200M_uint64,200000000,1.000000,mult_add64,fastrange32,0,12,0.998930,73498594,0.367493,52851022,0.264255,126349616,0.631748,6770775840,33.853879
consecutive_200M_uint64,200000000,0.250000,mult_fibonacci64,fast_modulo,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,15462818992,77.314095
consecutive_200M_uint64,200000000,1.000000,mult_add_shift28_64,fastrange64,0,2,0.468703,21968268,0.109841,21968268,0.109841,43936536,0.219683,7719933838,38.599669
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci_shift36_64,fast_modulo,0,4,0.599195,77397320,0.290240,10604885,0.039768,21335539,0.106678,12477858985,62.389295
consecutive_200M_uint64,200000000,0.500000,mult_prime_shift36_64,fastrange32,0,10,2.832427,375000000,0.937500,25000000,0.062500,200000000,1.000000,5945844933,29.729225
consecutive_200M_uint64,200000000,0.500000,mult_prime_shift36_64,fastrange64,0,200000000,14142.135588,399999999,1.000000,1,0.000000,200000000,1.000000,707903222,3.539516
fb_200M_uint64,200000000,0.750000,mult_fibonacci_prime64,fastrange64,0,10,0.998815,125851062,0.471941,46200578,0.173252,105384974,0.526925,7891233719,39.456169
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci_prime_shift36_64,fastrange32,0,14,3.359840,249999999,0.937500,16666667,0.062500,200000000,1.000000,5728094403,28.640472
fb_200M_uint64,200000000,1.000000,mult_add64,fastrange64,0,11,0.998673,73472741,0.367364,52842528,0.264213,126315269,0.631576,7060360767,35.301804
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci_prime_shift36_64,fastrange64,0,200000000,14142.135571,266666665,1.000000,1,0.000000,200000000,1.000000,399493808,1.997469
consecutive_200M_uint64,200000000,1.000000,mult_add_shift28_64,fast_modulo,0,3,0.859665,64475007,0.322375,55047667,0.275238,119522674,0.597613,10626705686,53.133528
fb_200M_uint64,200000000,0.500000,mult_fibonacci64,fast_modulo,0,9,0.998730,242460170,0.606150,36007982,0.090020,78468152,0.392341,11808810376,59.044052
fb_200M_uint64,200000000,0.250000,mult_prime64,fast_modulo,0,7,0.998792,622851664,0.778565,21056557,0.026321,43908221,0.219541,14838564095,74.192820
consecutive_200M_uint64,200000000,0.500000,mult_prime_shift36_64,fast_modulo,0,4,1.560933,318273705,0.795684,60724023,0.151810,178997728,0.894989,8714009565,43.570048
consecutive_200M_uint64,200000000,0.250000,mult_fibonacci_prime64,fastrange32,0,2,1.168590,661560181,0.826950,61560181,0.076950,123120362,0.615602,13139563791,65.697819
fb_200M_uint64,200000000,1.000000,mult_add64,fast_modulo,0,11,0.998625,73472407,0.367362,52846417,0.264232,126318824,0.631594,7730939036,38.654695
fb_200M_uint64,200000000,0.750000,mult_fibonacci_prime64,fast_modulo,0,9,0.998698,125841825,0.471907,46198426,0.173244,105373585,0.526868,10851185038,54.255925
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci_shift36_64,fastrange32,0,9,2.750063,375000000,0.937500,25000000,0.062500,200000000,1.000000,5634757431,28.173787
consecutive_200M_uint64,200000000,0.750000,mult_fibonacci_prime_shift36_64,fast_modulo,0,4,0.552471,72118968,0.270446,5396478,0.020237,10848780,0.054244,11110457327,55.552287
fb_200M_uint64,200000000,1.000000,mult_prime_shift36_64,fastrange32,0,41,4.000766,187500000,0.937500,12499980,0.062500,199999980,1.000000,5420347739,27.101739
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci_shift36_64,fastrange64,0,200000000,14142.135588,399999999,1.000000,1,0.000000,200000000,1.000000,396106293,1.980531
fb_200M_uint64,200000000,1.000000,mult_prime_shift36_64,fastrange64,0,200000000,14142.135553,199999999,1.000000,1,0.000000,200000000,1.000000,398104132,1.990521
fb_200M_uint64,200000000,0.500000,mult_fibonacci_prime64,fastrange32,0,8,0.999072,242497231,0.606243,36021055,0.090053,78518286,0.392591,8616929579,43.084648
fb_200M_uint64,200000000,0.750000,mult_add64,fastrange32,0,10,0.998827,125852350,0.471946,46199376,0.173248,105385060,0.526925,7131570152,35.657851
fb_200M_uint64,200000000,0.250000,mult_fibonacci64,fastrange32,0,7,0.999731,622996647,0.778746,21163637,0.026455,44160284,0.220801,13540721864,67.703609
consecutive_200M_uint64,200000000,0.750000,mult_add_shift28_64,fastrange32,0,2,0.940535,130127261,0.487977,63460595,0.237977,126921190,0.634606,8905326952,44.526635
consecutive_200M_uint64,200000000,0.250000,mult_fibonacci_prime64,fastrange64,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,12865944966,64.329725
consecutive_200M_uint64,200000000,1.000000,murmur3_128_low,fastrange32,0,11,1.000264,73596713,0.367984,52851782,0.264259,126448495,0.632242,19788977791,98.944889
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci_shift36_64,fast_modulo,0,2,0.771647,209543885,0.523860,9543885,0.023860,19087770,0.095439,9643702678,48.218513
fb_200M_uint64,200000000,1.000000,mult_prime_shift36_64,fast_modulo,0,11,1.059397,77785005,0.388925,52611323,0.263057,130396328,0.651982,8933403600,44.667018
fb_200M_uint64,200000000,0.500000,mult_fibonacci_prime64,fastrange64,0,9,0.998759,242461971,0.606155,36007096,0.090018,78469067,0.392345,8929386520,44.646933
fb_200M_uint64,200000000,0.750000,mult_add64,fastrange64,0,10,0.998612,125831173,0.471867,46190963,0.173216,105355470,0.526777,7274670518,36.373353
consecutive_200M_uint64,200000000,0.750000,mult_add_shift28_64,fastrange64,0,2,0.642804,82986401,0.311199,16319735,0.061199,32639470,0.163197,7956644539,39.783223
fb_200M_uint64,200000000,1.000000,mult_fibonacci_shift36_64,fastrange32,0,41,4.000756,187500001,0.937500,12499975,0.062500,199999976,1.000000,5558693948,27.793470
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci_prime_shift36_64,fastrange32,0,9,2.749373,375000000,0.937500,25000000,0.062500,200000000,1.000000,5787627505,28.938138
fb_200M_uint64,200000000,1.000000,mult_fibonacci_shift36_64,fastrange64,0,200000000,14142.135553,199999999,1.000000,1,0.000000,200000000,1.000000,364648592,1.823243
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci_prime_shift36_64,fastrange64,0,200000000,14142.135588,399999999,1.000000,1,0.000000,200000000,1.000000,369457890,1.847289
fb_200M_uint64,200000000,0.250000,mult_fibonacci64,fastrange64,0,7,0.999920,623027792,0.778785,21189383,0.026487,44217175,0.221086,12830765287,64.153826
fb_200M_uint64,200000000,0.500000,mult_fibonacci_prime64,fast_modulo,0,10,0.998685,242450690,0.606127,35997872,0.089995,78448562,0.392243,10223481256,51.117406
consecutive_200M_uint64,200000000,0.250000,mult_fibonacci_prime64,fast_modulo,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,14612177369,73.060887
fb_200M_uint64,200000000,0.750000,mult_add64,fast_modulo,0,9,0.998694,125839567,0.471898,46194436,0.173229,105367337,0.526837,9243868394,46.219342
fb_200M_uint64,200000000,1.000000,mult_fibonacci_shift36_64,fast_modulo,0,12,1.059466,77794171,0.388971,52618160,0.263091,130412331,0.652062,7862201431,39.311007
consecutive_200M_uint64,200000000,1.000000,murmur3_128_low,fastrange64,0,11,1.000060,73582189,0.367911,52852796,0.264264,126434985,0.632175,19596487895,97.982439
consecutive_200M_uint64,200000000,0.750000,mult_add_shift28_64,fast_modulo,0,2,0.822435,109306591,0.409900,42639925,0.159900,85279850,0.426399,12491806912,62.459035
consecutive_200M_uint64,200000000,0.500000,mult_fibonacci_prime_shift36_64,fast_modulo,0,2,0.736451,204236050,0.510590,4236050,0.010590,8472100,0.042361,8552378737,42.761894
fb_200M_uint64,200000000,0.750000,mult_prime_shift36_64,fastrange32,0,35,3.500261,250000118,0.937500,16665296,0.062495,199998748,0.999994,5804406931,29.022035
fb_200M_uint64,200000000,0.750000,mult_prime_shift36_64,fastrange64,0,200000000,14142.135571,266666665,1.000000,1,0.000000,200000000,1.000000,389423985,1.947120
fb_200M_uint64,200000000,1.000000,mult_fibonacci_prime_shift36_64,fastrange32,0,42,4.000857,187500000,0.937500,12499975,0.062500,199999975,1.000000,5421304507,27.106523
fb_200M_uint64,200000000,1.000000,mult_fibonacci_prime_shift36_64,fastrange64,0,200000000,14142.135553,199999999,1.000000,1,0.000000,200000000,1.000000,363110926,1.815555
fb_200M_uint64,200000000,0.500000,mult_add64,fastrange32,0,9,0.999126,242507922,0.606270,36031366,0.090078,78539288,0.392696,7960618069,39.803090
consecutive_200M_uint64,200000000,0.250000,mult_add64,fastrange32,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,12415310038,62.076550
consecutive_200M_uint64,200000000,0.500000,mult_add_shift28_64,fastrange32,0,2,0.793714,212998266,0.532496,12998266,0.032496,25996532,0.129983,9322129440,46.610647
fb_200M_uint64,200000000,0.250000,mult_fibonacci64,fast_modulo,0,7,0.998716,622839703,0.778550,21047369,0.026309,43887072,0.219435,14299773904,71.498870
fb_200M_uint64,200000000,1.000000,mult_fibonacci_prime_shift36_64,fast_modulo,0,12,1.059532,77795467,0.388977,52612051,0.263060,130407518,0.652038,7320580531,36.602903
fb_200M_uint64,200000000,0.500000,mult_add64,fastrange64,0,9,0.998679,242450395,0.606126,35997450,0.089994,78447845,0.392239,7769203575,38.846018
fb_200M_uint64,200000000,0.750000,mult_prime_shift36_64,fast_modulo,0,11,1.001178,126027421,0.472603,46203990,0.173265,105564745,0.527824,10255052524,51.275263
consecutive_200M_uint64,200000000,1.000000,murmur3_128_low,fast_modulo,0,11,1.000070,73582942,0.367915,52851959,0.264260,126434901,0.632175,18268628522,91.343143
consecutive_200M_uint64,200000000,0.500000,mult_add_shift28_64,fastrange64,0,2,0.779755,210801710,0.527004,10801710,0.027004,21603420,0.108017,8105041729,40.525209
consecutive_200M_uint64,200000000,0.750000,murmur3_128_low,fastrange32,0,9,1.000136,125978951,0.472421,46235971,0.173385,105548256,0.527741,20011815665,100.059078
fb_200M_uint64,200000000,0.750000,mult_fibonacci_shift36_64,fastrange32,0,35,3.500285,250000103,0.937500,16665314,0.062495,199998751,0.999994,5094324403,25.471622
fb_200M_uint64,200000000,1.000000,mult_add_shift28_64,fastrange32,0,11,0.999209,73513680,0.367568,52843780,0.264219,126357460,0.631787,7241654441,36.208272
fb_200M_uint64,200000000,0.750000,mult_fibonacci_shift36_64,fastrange64,0,200000000,14142.135571,266666665,1.000000,1,0.000000,200000000,1.000000,363428181,1.817141
consecutive_200M_uint64,200000000,0.250000,mult_add64,fastrange64,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,11806544563,59.032723
fb_200M_uint64,200000000,0.250000,mult_fibonacci_prime64,fastrange32,0,7,0.999704,622992858,0.778741,21162553,0.026453,44155411,0.220777,11706759210,58.533796
fb_200M_uint64,200000000,0.500000,mult_add64,fast_modulo,0,9,0.998776,242461791,0.606154,36003792,0.090009,78465583,0.392328,10135014679,50.675073
fb_200M_uint64,200000000,1.000000,mult_add_shift28_64,fastrange64,0,11,0.998768,73488687,0.367443,52853245,0.264266,126341932,0.631710,6217116989,31.085585
