dataset,numelements,load_factor,hash,reducer,min,max,std_dev,empty_slots,empty_slots_percent,colliding_slots,colliding_slots_percent,total_colliding_keys,total_colliding_keys_percent,nanoseconds_total,nanoseconds_per_key
gapped_10percent_200M_uint64,200000000,1.000000,mult_fibonacci_prime_shift36_64,fast_modulo,0,3,0.639470,40012683,0.200063,39133229,0.195666,79145912,0.395730,5319657459,26.598287
consecutive_200M_uint64,200000000,0.500000,meow64_low,fast_modulo,0,9,1.000022,242616993,0.606542,36085561,0.090214,78702554,0.393513,23181884465,115.909422
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci64,fastrange64,0,2,0.615943,79605224,0.298520,12938558,0.048520,25877116,0.129386,4468446794,22.342234
gapped_10percent_200M_uint64,200000000,1.000000,mult_add_shift28_64,fastrange32,0,3,0.955116,82522263,0.412611,73819841,0.369099,156342104,0.781711,5045042817,25.225214
consecutive_200M_uint64,200000000,0.250000,city128_low,fast_modulo,0,8,0.999975,623036712,0.778796,21196091,0.026495,44232803,0.221164,21758646020,108.793230
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci64,fast_modulo,0,2,0.601045,77792230,0.291721,11125564,0.041721,22251128,0.111256,6411677306,32.058387
gapped_10percent_200M_uint64,200000000,1.000000,mult_add_shift28_64,fastrange64,0,2,0.576500,33235206,0.166176,33235206,0.166176,66470412,0.332352,4700260073,23.501300
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci_prime64,fastrange32,0,3,1.102671,153154429,0.574329,76387125,0.286452,162874888,0.814374,4470110657,22.350553
fb_200M_uint64,200000000,0.250000,city128_low,fastrange32,0,7,1.001046,623202977,0.779004,21320491,0.026651,44523468,0.222617,17338765088,86.693825
fb_200M_uint64,200000000,0.750000,meow64_upp,fast_modulo,0,11,0.999976,125962609,0.472360,46228052,0.173355,105523995,0.527620,18324331588,91.621658
gapped_10percent_200M_uint64,200000000,1.000000,mult_add_shift28_64,fast_modulo,0,3,0.851845,63455567,0.317278,54347061,0.271735,117802628,0.589013,6278320223,31.391601
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci_prime64,fastrange64,0,2,0.555985,72578578,0.272170,5911912,0.022170,11823824,0.059119,4373631758,21.868159
fb_200M_uint64,200000000,0.500000,meow64_low,fastrange32,0,9,1.000368,242657574,0.606644,36105823,0.090265,78763397,0.393817,19978200278,99.891001
consecutive_200M_uint64,200000000,0.500000,meow64_upp,fastrange32,0,9,1.000427,242664055,0.606660,36106917,0.090267,78770972,0.393855,20171268153,100.856341
gapped_10percent_200M_uint64,200000000,0.500000,random_hash,fastrange32,0,8,1.113107,259277143,0.648193,46750846,0.116877,106027989,0.530140,23369240186,116.846201
fb_200M_uint64,200000000,0.750000,aqua0_64,fastrange32,0,10,1.000123,125975295,0.472407,46231244,0.173367,105539873,0.527699,4680997232,23.404986
consecutive_200M_uint64,200000000,0.250000,city128_upp,fastrange32,0,7,1.001025,623200439,0.779001,21319316,0.026649,44519755,0.222599,15654485497,78.272427
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci_prime64,fast_modulo,0,2,0.713950,92639066,0.347396,25972400,0.097397,51944800,0.259724,5824482090,29.122410
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_low,fastrange32,0,10,1.000273,73596463,0.367982,52848870,0.264244,126445333,0.632227,11109015730,55.545079
fb_200M_uint64,200000000,0.750000,aqua0_64,fastrange64,0,10,1.000018,125966045,0.472373,46229545,0.173361,105528924,0.527645,4606028710,23.030144
gapped_10percent_200M_uint64,200000000,0.750000,mult_add64,fastrange32,0,2,0.621273,80264678,0.300993,13598012,0.050993,27196024,0.135980,4444846761,22.224234
fb_200M_uint64,200000000,0.250000,city128_low,fastrange64,0,7,1.000018,623042872,0.778804,21200202,0.026500,44243074,0.221215,16794707975,83.973540
gapped_10percent_200M_uint64,200000000,0.750000,mult_add64,fastrange64,0,3,0.892669,121047846,0.453929,54076530,0.202787,108457710,0.542289,4461697004,22.308485
fb_200M_uint64,200000000,0.750000,aqua0_64,fast_modulo,0,10,0.999933,125961398,0.472355,46230759,0.173365,105525491,0.527627,6274237635,31.371188
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_low,fastrange64,0,10,1.000065,73582287,0.367911,52852224,0.264261,126434511,0.632173,11178687840,55.893439
fb_200M_uint64,200000000,0.500000,meow64_low,fastrange64,0,8,0.999987,242615496,0.606539,36089642,0.090224,78705138,0.393526,21534960311,107.674802
gapped_10percent_200M_uint64,200000000,0.750000,mult_add64,fast_modulo,0,2,0.967844,135338786,0.507520,68672120,0.257520,137344240,0.686721,5429291133,27.146456
fb_200M_uint64,200000000,0.750000,aqua1_64,fastrange32,0,10,1.000081,125969449,0.472385,46227816,0.173354,105530599,0.527653,4528479789,22.642399
consecutive_200M_uint64,200000000,0.500000,meow64_upp,fastrange64,0,9,1.000002,242611551,0.606529,36080362,0.090201,78691913,0.393460,21601330849,108.006654
consecutive_200M_uint64,200000000,0.250000,city128_upp,fastrange64,0,7,1.000039,623045427,0.778807,21201584,0.026502,44247011,0.221235,17569583446,87.847917
gapped_10percent_200M_uint64,200000000,0.500000,random_hash,fastrange64,0,6,0.960616,237593007,0.593983,33239225,0.083098,70832232,0.354161,21770677565,108.853388
gapped_10percent_200M_uint64,200000000,0.750000,mult_prime_shift36_64,fastrange32,0,17,3.422578,249999999,0.937500,16666667,0.062500,200000000,1.000000,3512984210,17.564921
gapped_10percent_200M_uint64,200000000,0.750000,mult_prime_shift36_64,fastrange64,0,200000000,14142.135571,266666665,1.000000,1,0.000000,200000000,1.000000,327000457,1.635002
fb_200M_uint64,200000000,0.750000,aqua1_64,fastrange64,0,10,0.999984,125963494,0.472363,46230273,0.173364,105527101,0.527636,4728450772,23.642254
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_low,fast_modulo,0,11,0.999992,73575089,0.367875,52848790,0.264244,126423879,0.632119,11200490239,56.002451
gapped_10percent_200M_uint64,200000000,0.750000,mult_prime_shift36_64,fast_modulo,0,4,1.443591,181690026,0.681338,61739128,0.231522,176762488,0.883812,6321441019,31.607205
fb_200M_uint64,200000000,0.750000,aqua1_64,fast_modulo,0,10,1.000052,125966746,0.472375,46226004,0.173348,105526084,0.527630,5711992154,28.559961
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci_shift36_64,fastrange32,0,16,3.373747,249999999,0.937500,16666667,0.062500,200000000,1.000000,3474304165,17.371521
fb_200M_uint64,200000000,0.250000,city128_low,fast_modulo,0,8,1.000021,623044804,0.778806,21203059,0.026504,44247863,0.221239,20812131361,104.060657
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci_shift36_64,fastrange64,0,200000000,14142.135571,266666665,1.000000,1,0.000000,200000000,1.000000,334245677,1.671228
consecutive_200M_uint64,200000000,0.250000,city128_upp,fast_modulo,0,7,1.000015,623044807,0.778806,21204306,0.026505,44249113,0.221246,16233665119,81.168326
fb_200M_uint64,200000000,0.500000,meow64_low,fast_modulo,0,10,0.999964,242609198,0.606523,36080928,0.090202,78690126,0.393451,20543509024,102.717545
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_upp,fastrange32,0,12,1.000296,73595645,0.367978,52843699,0.264218,126439344,0.632197,11243567860,56.217839
consecutive_200M_uint64,200000000,0.500000,meow64_upp,fast_modulo,0,8,1.000039,242618213,0.606546,36084282,0.090211,78702495,0.393512,20158360808,100.791804
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci_shift36_64,fast_modulo,0,4,0.624500,80451597,0.301693,13622250,0.051083,27407181,0.137036,6200420553,31.002103
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci_prime_shift36_64,fastrange32,0,16,3.373506,249999999,0.937500,16666667,0.062500,200000000,1.000000,3553235638,17.766178
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci_prime_shift36_64,fastrange64,0,200000000,14142.135571,266666665,1.000000,1,0.000000,200000000,1.000000,541857262,2.709286
consecutive_200M_uint64,200000000,0.500000,aqua0_64,fastrange32,0,9,1.000508,242674574,0.606686,36114297,0.090286,78788871,0.393944,4482157044,22.410785
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_upp,fastrange64,0,11,1.000008,73573391,0.367867,52842531,0.264213,126415922,0.632080,11137227074,55.686135
fb_200M_uint64,200000000,0.250000,city128_upp,fastrange32,0,8,1.001007,623197861,0.778997,21318042,0.026648,44515903,0.222580,15722902211,78.614511
gapped_10percent_200M_uint64,200000000,0.500000,random_hash,fast_modulo,0,7,0.988167,241351582,0.603379,35629893,0.089075,76981475,0.384907,34867378935,174.336895
gapped_10percent_200M_uint64,200000000,0.750000,mult_fibonacci_prime_shift36_64,fast_modulo,0,4,0.564186,73410712,0.275290,6673451,0.025025,13417497,0.067087,5998481395,29.992407
consecutive_200M_uint64,200000000,0.500000,aqua0_64,fastrange64,0,9,0.999908,242601144,0.606503,36076096,0.090190,78677240,0.393386,4714587546,23.572938
consecutive_200M_uint64,200000000,0.250000,city128_xor,fastrange32,0,7,1.001013,623198994,0.778999,21318199,0.026648,44517193,0.222586,16361042983,81.805215
gapped_10percent_200M_uint64,200000000,0.500000,mult_prime64,fastrange32,0,2,1.017672,253565699,0.633914,53565699,0.133914,107131398,0.535657,4793457529,23.967288
fb_200M_uint64,200000000,0.500000,meow64_upp,fastrange32,0,9,1.000416,242661238,0.606653,36103710,0.090259,78764948,0.393825,21121319579,105.606598
gapped_10percent_200M_uint64,200000000,0.750000,mult_add_shift28_64,fastrange32,0,2,0.912976,125019240,0.468822,58352574,0.218822,116705148,0.583526,5350898849,26.754494
consecutive_200M_uint64,200000000,0.500000,aqua0_64,fast_modulo,0,9,0.999995,242610992,0.606527,36080935,0.090202,78691927,0.393460,5329597182,26.647986
gapped_10percent_200M_uint64,200000000,0.250000,random_hash,fastrange32,0,8,1.167007,650523501,0.813154,41225371,0.051532,91748872,0.458744,27345229556,136.726148
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_upp,fast_modulo,0,11,0.999981,73573903,0.367870,52849018,0.264245,126422921,0.632115,12107343500,60.536718
gapped_10percent_200M_uint64,200000000,0.500000,mult_prime64,fastrange64,0,3,1.294718,293448397,0.733621,69267199,0.173168,162715596,0.813578,5071638388,25.358192
gapped_10percent_200M_uint64,200000000,0.750000,mult_add_shift28_64,fastrange64,0,2,0.699691,90623376,0.339838,23956710,0.089838,47913420,0.239567,5073632388,25.368162
consecutive_200M_uint64,200000000,0.500000,aqua1_64,fastrange32,0,8,1.000459,242669299,0.606673,36112628,0.090282,78781927,0.393910,4491538798,22.457694
fb_200M_uint64,200000000,0.250000,city128_upp,fastrange64,0,7,0.999999,623040301,0.778800,21198544,0.026498,44238845,0.221194,15526679515,77.633398
gapped_10percent_200M_uint64,200000000,0.500000,mult_prime64,fast_modulo,0,2,0.852805,222727568,0.556819,22727568,0.056819,45455136,0.227276,5536569496,27.682847
gapped_10percent_200M_uint64,200000000,0.750000,mult_add_shift28_64,fast_modulo,0,2,0.861090,115814225,0.434303,49147559,0.184303,98295118,0.491476,7164342127,35.821711
consecutive_200M_uint64,200000000,0.500000,aqua1_64,fastrange64,0,9,0.999959,242609354,0.606523,36082933,0.090207,78692287,0.393461,4704535336,23.522677
consecutive_200M_uint64,200000000,0.250000,city128_xor,fastrange64,0,7,0.999992,623040170,0.778800,21199840,0.026500,44240010,0.221200,16940973428,84.704867
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_xor,fastrange32,0,10,1.000183,73588624,0.367943,52847178,0.264236,126435802,0.632179,11671905049,58.359525
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci64,fastrange32,0,3,1.187641,283143736,0.707859,75238459,0.188096,158382195,0.791911,5336590028,26.682950
consecutive_200M_uint64,200000000,0.500000,aqua1_64,fast_modulo,0,9,1.000010,242610496,0.606526,36077281,0.090193,78687777,0.393439,5177522548,25.887613
fb_200M_uint64,200000000,0.500000,meow64_upp,fastrange64,0,9,1.000022,242614381,0.606536,36080485,0.090201,78694866,0.393474,20911271282,104.556356
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci64,fastrange64,0,1,0.707107,200000000,0.500000,0,0.000000,0,0.000000,4663961235,23.319806
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_low,fastrange32,0,9,1.000139,125976899,0.472413,46232345,0.173371,105542578,0.527713,12197404478,60.987022
fb_200M_uint64,200000000,0.250000,city128_upp,fast_modulo,0,7,1.000016,623043762,0.778805,21202034,0.026503,44245796,0.221229,15492135351,77.460677
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_xor,fastrange64,0,11,1.000008,73577259,0.367886,52848293,0.264241,126425552,0.632128,11562842242,57.814211
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci64,fast_modulo,0,2,0.716399,201322778,0.503307,1322778,0.003307,2645556,0.013228,5531337013,27.656685
consecutive_200M_uint64,200000000,0.250000,city128_xor,fast_modulo,0,7,1.000054,623049773,0.778812,21206765,0.026508,44256538,0.221283,14956069523,74.780348
gapped_10percent_200M_uint64,200000000,0.250000,random_hash,fastrange64,0,4,0.987219,621233090,0.776541,20033015,0.025041,41266105,0.206331,30072438342,150.362192
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci_prime64,fastrange32,0,3,1.177654,280254889,0.700637,71822910,0.179557,152077799,0.760389,4903513155,24.517566
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_low,fastrange64,0,9,1.000021,125964471,0.472367,46225914,0.173347,105523719,0.527619,12229497616,61.147488
fb_200M_uint64,200000000,0.500000,meow64_upp,fast_modulo,0,8,0.999958,242609152,0.606523,36083283,0.090208,78692435,0.393462,19115071215,95.575356
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_xor,fast_modulo,0,11,0.999967,73572890,0.367864,52847694,0.264238,126420584,0.632103,14007288798,70.036444
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci_prime64,fastrange64,0,1,0.707107,200000000,0.500000,0,0.000000,0,0.000000,4911572624,24.557863
gapped_1percent_200M_uint64,200000000,1.000000,random_hash,fastrange32,0,9,0.943119,69206144,0.346031,52641640,0.263208,121847784,0.609239,22566141612,112.830708
fb_200M_uint64,200000000,0.250000,city128_xor,fastrange32,0,7,1.000975,623192083,0.778990,21312296,0.026640,44504379,0.222522,14718230261,73.591151
fb_200M_uint64,200000000,0.500000,aqua0_64,fastrange32,0,8,1.000403,242663325,0.606658,36110228,0.090276,78773553,0.393868,4673079780,23.365399
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci_prime64,fast_modulo,0,2,0.805216,214837347,0.537093,14837347,0.037093,29674694,0.148373,5394084047,26.970420
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_low,fast_modulo,0,11,1.000020,125968133,0.472380,46233188,0.173374,105534655,0.527673,11907832356,59.539162
fb_200M_uint64,200000000,0.500000,aqua0_64,fastrange64,0,9,1.000035,242618488,0.606546,36086618,0.090217,78705106,0.393526,4545981841,22.729909
gapped_10percent_200M_uint64,200000000,0.500000,mult_add64,fastrange32,0,2,0.771763,209561807,0.523905,9561807,0.023905,19123614,0.095618,4782007166,23.910036
consecutive_200M_uint64,200000000,0.250000,city128_city,fastrange32,0,7,1.001008,623197888,0.778997,21317083,0.026646,44514971,0.222575,21884247565,109.421238
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_city,fastrange32,0,11,1.000310,73597448,0.367987,52847009,0.264235,126444457,0.632222,16354611981,81.773060
gapped_10percent_200M_uint64,200000000,0.500000,mult_add64,fastrange64,0,2,0.927828,236086475,0.590216,36086475,0.090216,72172950,0.360865,4685796359,23.428982
fb_200M_uint64,200000000,0.500000,aqua0_64,fast_modulo,0,9,0.999969,242606282,0.606516,36076270,0.090191,78682552,0.393413,5364348358,26.821742
fb_200M_uint64,200000000,0.250000,city128_xor,fastrange64,0,7,1.000005,623040209,0.778800,21196914,0.026496,44237123,0.221186,15358284647,76.791423
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_upp,fastrange32,0,9,1.000131,125976910,0.472413,46231880,0.173370,105542124,0.527711,11508035432,57.540177
gapped_1percent_200M_uint64,200000000,1.000000,random_hash,fastrange64,0,11,0.959238,70510654,0.352553,52770403,0.263852,123281057,0.616405,21264931395,106.324657
fb_200M_uint64,200000000,0.500000,aqua1_64,fastrange32,0,10,1.000377,242656639,0.606642,36102253,0.090256,78758892,0.393794,4784737738,23.923689
gapped_10percent_200M_uint64,200000000,0.500000,mult_add64,fast_modulo,0,2,1.071844,264884925,0.662212,64884925,0.162212,129769850,0.648849,8636640514,43.183203
fb_200M_uint64,200000000,0.500000,aqua1_64,fastrange64,0,9,0.999998,242612678,0.606532,36082798,0.090207,78695476,0.393477,4618927992,23.094640
gapped_10percent_200M_uint64,200000000,0.250000,random_hash,fast_modulo,0,5,0.981310,620248417,0.775311,19223457,0.024029,39471874,0.197359,41525693327,207.628467
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_city,fastrange64,0,11,1.000034,73583721,0.367919,52854865,0.264274,126438586,0.632193,16845442207,84.227211
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_upp,fastrange64,0,10,0.999990,125960598,0.472352,46225397,0.173345,105519329,0.527597,11505142120,57.525711
gapped_10percent_200M_uint64,200000000,0.500000,mult_prime_shift36_64,fastrange32,0,12,2.844934,375000026,0.937500,24998577,0.062496,199998603,0.999993,5641400910,28.207005
consecutive_200M_uint64,200000000,0.250000,city128_city,fastrange64,0,7,1.000009,623043848,0.778805,21203861,0.026505,44247709,0.221239,22336757717,111.683789
gapped_10percent_200M_uint64,200000000,0.500000,mult_prime_shift36_64,fastrange64,0,200000000,14142.135588,399999999,1.000000,1,0.000000,200000000,1.000000,368183009,1.840915
fb_200M_uint64,200000000,0.250000,city128_xor,fast_modulo,0,7,1.000046,623048293,0.778810,21205973,0.026507,44254266,0.221271,18215682581,91.078413
fb_200M_uint64,200000000,0.500000,aqua1_64,fast_modulo,0,9,1.000020,242615611,0.606539,36085066,0.090213,78700677,0.393503,5849230741,29.246154
gapped_10percent_200M_uint64,200000000,0.250000,mult_prime64,fastrange32,0,2,1.078437,641302650,0.801628,41302650,0.051628,82605300,0.413026,5583058704,27.915294
gapped_10percent_200M_uint64,200000000,0.500000,mult_prime_shift36_64,fast_modulo,0,4,1.527074,314917063,0.787293,61711434,0.154279,176628497,0.883142,7650186071,38.250930
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_upp,fast_modulo,0,11,1.000058,125970334,0.472389,46231322,0.173367,105534990,0.527675,12866570898,64.332854
gapped_10percent_200M_uint64,200000000,0.250000,mult_prime64,fastrange64,0,2,1.047481,634721686,0.793402,34721686,0.043402,69443372,0.347217,5864955969,29.324780
gapped_1percent_200M_uint64,200000000,1.000000,random_hash,fast_modulo,0,9,0.947832,69596855,0.347984,52693010,0.263465,122289865,0.611449,33409857203,167.049286
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci_shift36_64,fastrange32,0,10,2.768078,375000000,0.937500,24999987,0.062500,199999987,1.000000,5839486131,29.197431
gapped_10percent_200M_uint64,200000000,1.000000,murmur3_128_city,fast_modulo,0,11,0.999911,73568929,0.367845,52847820,0.264239,126416749,0.632084,23763527569,118.817638
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci_shift36_64,fastrange64,0,200000000,14142.135588,399999999,1.000000,1,0.000000,200000000,1.000000,372659695,1.863298
gapped_10percent_200M_uint64,200000000,0.250000,mult_prime64,fast_modulo,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,7470359163,37.351796
gapped_1percent_200M_uint64,200000000,1.000000,mult_prime64,fastrange32,0,2,0.736722,54275870,0.271379,54275870,0.271379,108551740,0.542759,5118394885,25.591974
fb_200M_uint64,200000000,0.250000,city128_city,fastrange32,0,7,1.001007,623196929,0.778996,21315293,0.026644,44512222,0.222561,20431111375,102.155557
consecutive_200M_uint64,200000000,0.250000,city128_city,fast_modulo,0,7,1.000032,623043936,0.778805,21199803,0.026500,44243739,0.221219,23278696479,116.393482
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_xor,fastrange32,0,10,1.000105,125975846,0.472409,46230868,0.173366,105540048,0.527700,13505283648,67.526418
gapped_10percent_200M_uint64,200000000,1.000000,murmur_finalizer64,fastrange32,0,10,1.000321,73602732,0.368014,52852131,0.264261,126454863,0.632274,5430407872,27.152039
gapped_1percent_200M_uint64,200000000,1.000000,mult_prime64,fastrange64,0,5,1.556832,128431404,0.642157,55762459,0.278812,184193863,0.920969,4836983561,24.184918
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci_shift36_64,fast_modulo,0,2,0.791959,212719915,0.531800,12719915,0.031800,25439830,0.127199,8006399357,40.031997
gapped_1percent_200M_uint64,200000000,0.750000,random_hash,fastrange32,0,9,1.015745,128878472,0.483294,48596744,0.182238,110808550,0.554043,25837042667,129.185213
gapped_10percent_200M_uint64,200000000,0.250000,mult_fibonacci64,fastrange32,0,2,0.925055,610572584,0.763216,10572584,0.013216,21145168,0.105726,7330478242,36.652391
gapped_10percent_200M_uint64,200000000,1.000000,murmur_finalizer64,fastrange64,0,10,0.999926,73573303,0.367867,52851631,0.264258,126424934,0.632125,5283704796,26.418524
gapped_1percent_200M_uint64,200000000,1.000000,mult_prime64,fast_modulo,0,3,1.073974,92476462,0.462382,69610960,0.348055,162087422,0.810437,5800815506,29.004078
gapped_1percent_200M_uint64,200000000,1.000000,mult_fibonacci64,fastrange32,0,5,1.536078,128440743,0.642204,56431452,0.282157,184872195,0.924361,5502766721,27.513834
gapped_10percent_200M_uint64,200000000,1.000000,murmur_finalizer64,fast_modulo,0,12,0.999998,73571348,0.367857,52843824,0.264219,126415172,0.632076,6833576464,34.167882
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci_prime_shift36_64,fastrange32,0,10,2.767350,375000000,0.937500,24999990,0.062500,199999990,1.000000,5891627038,29.458135
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_xor,fastrange64,0,11,0.999999,125964575,0.472367,46228733,0.173358,105526642,0.527633,14127123682,70.635618
gapped_10percent_200M_uint64,200000000,0.250000,mult_fibonacci64,fastrange64,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,7283541825,36.417709
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci_prime_shift36_64,fastrange64,0,200000000,14142.135588,399999999,1.000000,1,0.000000,200000000,1.000000,381917969,1.909590
gapped_1percent_200M_uint64,200000000,1.000000,mult_fibonacci64,fastrange64,0,2,0.535609,28687738,0.143439,28687738,0.143439,57375476,0.286877,4720524072,23.602620
gapped_10percent_200M_uint64,200000000,1.000000,xxh64,fastrange32,0,13,1.000311,73598835,0.367994,52848197,0.264241,126447032,0.632235,7874490950,39.372455
gapped_10percent_200M_uint64,200000000,0.500000,mult_fibonacci_prime_shift36_64,fast_modulo,0,2,0.745966,205646506,0.514116,5646506,0.014116,11293012,0.056465,5606252994,28.031265
fb_200M_uint64,200000000,0.250000,city128_city,fastrange64,0,7,0.999988,623038972,0.778799,21198120,0.026498,44237092,0.221185,23082621195,115.413106
gapped_1percent_200M_uint64,200000000,1.000000,mult_fibonacci64,fast_modulo,0,2,0.736409,54229810,0.271149,54229810,0.271149,108459620,0.542298,5690223915,28.451120
consecutive_200M_uint64,200000000,0.250000,meow64_low,fastrange32,0,7,1.001007,623197981,0.778997,21317697,0.026647,44515678,0.222578,24317124459,121.585622
gapped_10percent_200M_uint64,200000000,0.250000,mult_fibonacci64,fast_modulo,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,7284316822,36.421584
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_xor,fast_modulo,0,10,1.000075,125968686,0.472383,46226936,0.173351,105528956,0.527645,13009623839,65.048119
gapped_1percent_200M_uint64,200000000,0.750000,random_hash,fastrange64,0,7,0.944644,120565230,0.452120,44649102,0.167434,98547666,0.492738,25448533673,127.242668
gapped_1percent_200M_uint64,200000000,1.000000,mult_fibonacci_prime64,fastrange32,0,2,0.943383,88997116,0.444986,88997116,0.444986,177994232,0.889971,4662314331,23.311572
gapped_10percent_200M_uint64,200000000,1.000000,xxh64,fastrange64,0,10,1.000027,73573710,0.367869,52842711,0.264214,126416421,0.632082,8555500406,42.777502
gapped_10percent_200M_uint64,200000000,0.500000,mult_add_shift28_64,fastrange32,0,2,0.787096,211952023,0.529880,11952023,0.029880,23904046,0.119520,6813710364,34.068552
gapped_10percent_200M_uint64,200000000,0.250000,mult_fibonacci_prime64,fastrange32,0,3,1.183084,661543026,0.826929,58117321,0.072647,119660347,0.598302,6355739722,31.778699
gapped_1percent_200M_uint64,200000000,1.000000,mult_fibonacci_prime64,fastrange64,0,2,0.561444,31521895,0.157609,31521895,0.157609,63043790,0.315219,4759985391,23.799927
gapped_10percent_200M_uint64,200000000,0.500000,mult_add_shift28_64,fastrange64,0,2,0.811529,215857998,0.539645,15857998,0.039645,31715996,0.158580,5490626819,27.453134
gapped_1percent_200M_uint64,200000000,1.000000,mult_fibonacci_prime64,fast_modulo,0,2,0.559352,31287515,0.156438,31287515,0.156438,62575030,0.312875,5380129304,26.900647
gapped_10percent_200M_uint64,200000000,1.000000,xxh64,fast_modulo,0,11,0.999995,73577577,0.367888,52854521,0.264273,126432098,0.632160,9617906950,48.089535
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_city,fastrange32,0,10,1.000100,125973767,0.472402,46230509,0.173364,105537610,0.527688,13083514440,65.417572
gapped_10percent_200M_uint64,200000000,0.250000,mult_fibonacci_prime64,fastrange64,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,6087326136,30.436631
gapped_1percent_200M_uint64,200000000,1.000000,mult_add64,fastrange32,0,2,0.406316,16509239,0.082546,16509239,0.082546,33018478,0.165092,4545899310,22.729497
gapped_10percent_200M_uint64,200000000,0.500000,mult_add_shift28_64,fast_modulo,0,3,0.932270,236606800,0.591517,36300946,0.090752,72907746,0.364539,7564509731,37.822549
gapped_10percent_200M_uint64,200000000,1.000000,xxh3,fastrange32,0,11,1.000335,73597605,0.367988,52845289,0.264226,126442894,0.632214,6292432685,31.462163
fb_200M_uint64,200000000,0.250000,city128_city,fast_modulo,0,7,1.000020,623043406,0.778804,21201199,0.026501,44244605,0.221223,24083486451,120.417432
gapped_1percent_200M_uint64,200000000,1.000000,mult_add64,fastrange64,0,2,0.793574,62976032,0.314880,62976032,0.314880,125952064,0.629760,4648488008,23.242440
gapped_10percent_200M_uint64,200000000,0.250000,mult_fibonacci_prime64,fast_modulo,0,1,0.866025,600000000,0.750000,0,0.000000,0,0.000000,7193453068,35.967265
consecutive_200M_uint64,200000000,0.250000,meow64_low,fastrange64,0,7,1.000033,623043902,0.778805,21199190,0.026499,44243092,0.221215,25693043782,128.465219
gapped_1percent_200M_uint64,200000000,1.000000,mult_add64,fast_modulo,0,2,0.791516,62649781,0.313249,62649781,0.313249,125299562,0.626498,5324806845,26.624034
gapped_10percent_200M_uint64,200000000,0.750000,murmur3_128_city,fastrange64,0,10,0.999981,125965206,0.472370,46231862,0.173369,105530402,0.527652,12977684882,64.888424
gapped_10percent_200M_uint64,200000000,1.000000,xxh3,fastrange64,0,12,1.000041,73581310,0.367907,52850000,0.264250,126431310,0.632157,6228713203,31.143566
gapped_1percent_200M_uint64,200000000,1.000000,mult_prime_shift36_64,fastrange32,0,20,3.902320,187500000,0.937500,12500000,0.062500,200000000,1.000000,3724881956,18.624410
gapped_1percent_200M_uint64,200000000,1.000000,mult_prime_shift36_64,fastrange64,0,200000000,14142.135553,199999999,1.000000,1,0.000000,200000000,1.000000,331748983,1.658745
