dataset,numelements,load_factor,hash,reducer,min,max,std_dev,empty_slots,empty_slots_percent,colliding_slots,colliding_slots_percent,total_colliding_keys,total_colliding_keys_percent,nanoseconds_total,nanoseconds_per_key
books_200M_uint32,199999999,0.250000,city128_xor,fastrange32,0,7,1.000992,623195837,0.778995,21316087,0.026645,44511927,0.222560,15470635667,77.353179
books_200M_uint32,199999999,0.250000,city128_xor,fastrange64,0,8,0.999966,623035831,0.778795,21195529,0.026494,44231363,0.221157,15402567565,77.012838
books_200M_uint32,199999999,0.250000,city128_xor,branchless_fast_modulo,0,8,1.000001,623038805,0.778799,21196472,0.026496,44235280,0.221176,15476459862,77.382300
books_200M_uint32,199999999,0.250000,city128_city,fastrange32,0,7,1.000995,623195090,0.778994,21314653,0.026643,44509746,0.222549,14815140365,74.075702
books_200M_uint32,199999999,0.250000,city128_city,fastrange64,0,7,1.000041,623049227,0.778812,21208179,0.026510,44257409,0.221287,15303160278,76.515802
books_200M_uint32,199999999,0.250000,city128_city,branchless_fast_modulo,0,8,1.000010,623044133,0.778805,21204734,0.026506,44248870,0.221244,19937238295,99.686192
books_200M_uint32,199999999,0.250000,meow64_low,fastrange32,0,7,1.001036,623203073,0.779004,21322510,0.026653,44525586,0.222628,40818956173,204.094782
books_200M_uint32,199999999,0.250000,meow64_low,fastrange64,0,7,0.999999,623039675,0.778800,21197565,0.026497,44237243,0.221186,40622439002,203.112196
books_200M_uint32,199999999,0.250000,meow64_low,branchless_fast_modulo,0,7,0.999973,623037444,0.778797,21198167,0.026498,44235614,0.221178,41181397306,205.906988
books_200M_uint32,199999999,0.250000,meow64_upp,fastrange32,0,7,1.001031,623201700,0.779002,21320232,0.026650,44521935,0.222610,40782878318,203.914393
books_200M_uint32,199999999,0.250000,meow64_upp,fastrange64,0,7,0.999983,623036884,0.778796,21195297,0.026494,44232184,0.221161,40654434059,203.272171
books_200M_uint32,199999999,0.250000,meow64_upp,branchless_fast_modulo,0,8,0.999980,623039409,0.778799,21200163,0.026500,44239575,0.221198,41265795752,206.328980
books_200M_uint32,199999999,0.250000,aqua_low,fastrange32,0,7,1.001010,623197902,0.778997,21316783,0.026646,44514688,0.222573,10717890273,53.589452
books_200M_uint32,199999999,0.250000,aqua_low,fastrange64,0,7,0.999932,623031047,0.778789,21192765,0.026491,44223815,0.221119,10352126477,51.760633
books_200M_uint32,199999999,0.250000,aqua_low,branchless_fast_modulo,0,7,1.000016,623042443,0.778803,21199745,0.026500,44242191,0.221211,9011846135,45.059231
books_200M_uint32,199999999,0.250000,aqua_upp,fastrange32,0,7,1.001021,623198980,0.778999,21317193,0.026646,44516176,0.222581,10397795633,51.988978
books_200M_uint32,199999999,0.250000,aqua_upp,fastrange64,0,7,0.999985,623036962,0.778796,21195464,0.026494,44232429,0.221162,10727466801,53.637334
books_200M_uint32,199999999,0.250000,aqua_upp,branchless_fast_modulo,0,7,0.999971,623036142,0.778795,21195673,0.026495,44231818,0.221159,8763112607,43.815563
books_200M_uint64,200000000,0.750000,uniform_random,do_nothing,0,7,0.944927,120626929,0.452351,44712704,0.167673,98672967,0.493365,20591077236,102.955386
books_200M_uint64,200000000,1.000000,uniform_random,do_nothing,0,7,0.925800,67982603,0.339913,52703630,0.263518,120686233,0.603431,22881926248,114.409631
books_200M_uint64,200000000,0.750000,mult64,fastrange32,0,29,2.336494,201103774,0.754139,33060161,0.123976,167497269,0.837486,8710401494,43.552007
books_200M_uint64,200000000,1.000000,mult64,fastrange32,0,29,2.292670,135822430,0.679112,33627217,0.168136,169449647,0.847248,7996927367,39.984637
books_200M_uint64,200000000,0.750000,mult64,fastrange64,0,10,1.000052,125973149,0.472399,46235515,0.173383,105541998,0.527710,9738065412,48.690327
books_200M_uint64,200000000,1.000000,mult64,fastrange64,0,11,1.000054,73581666,0.367908,52851055,0.264255,126432721,0.632164,9187935186,45.939676
books_200M_uint64,200000000,1.000000,mult64,branchless_fast_modulo,0,260,10.537517,185512210,0.927561,7283260,0.036416,192795470,0.963977,7076316531,35.381583
books_200M_uint64,200000000,0.750000,mult64,branchless_fast_modulo,0,12,1.320135,162708233,0.610156,58797909,0.220492,154839476,0.774197,7682975000,38.414875
books_200M_uint64,200000000,1.000000,fibo64,fastrange32,0,29,2.292681,135823394,0.679117,33627676,0.168138,169451070,0.847255,8488379755,42.441899
books_200M_uint64,200000000,0.750000,fibo64,fastrange32,0,29,2.336522,201103754,0.754139,33059367,0.123973,167496455,0.837482,9529132610,47.645663
books_200M_uint64,200000000,1.000000,fibo64,fastrange64,0,11,1.000036,73579666,0.367898,52849212,0.264246,126428878,0.632144,8258804835,41.294024
books_200M_uint64,200000000,0.750000,fibo64,fastrange64,0,11,1.000021,125968794,0.472383,46232877,0.173373,105535005,0.527675,9422418539,47.112093
books_200M_uint64,200000000,1.000000,fibo64,branchless_fast_modulo,0,266,10.537433,185509344,0.927547,7283665,0.036418,192793009,0.963965,6939568620,34.697843
books_200M_uint64,200000000,0.750000,fibo64,branchless_fast_modulo,0,12,1.320096,162705044,0.610144,58793770,0.220477,154832148,0.774161,8754149301,43.770747
books_200M_uint64,200000000,1.000000,fibo_prime64,fastrange32,0,29,2.292689,135823714,0.679119,33627687,0.168138,169451401,0.847257,7755884162,38.779421
books_200M_uint64,200000000,0.750000,fibo_prime64,fastrange32,0,29,2.336513,201103934,0.754140,33059645,0.123974,167496913,0.837485,9334322274,46.671611
books_200M_uint64,200000000,1.000000,fibo_prime64,fastrange64,0,10,0.999998,73574251,0.367871,52845177,0.264226,126419428,0.632097,8216027895,41.080139
books_200M_uint64,200000000,0.750000,fibo_prime64,fastrange64,0,10,0.999994,125965475,0.472371,46228531,0.173357,105527340,0.527637,8916150465,44.580752
books_200M_uint64,200000000,1.000000,fibo_prime64,branchless_fast_modulo,0,260,10.537514,185509675,0.927548,7282305,0.036412,192791980,0.963960,7883399440,39.416997
books_200M_uint64,200000000,1.000000,multadd64,fastrange32,0,11,1.000297,73592100,0.367961,52842934,0.264215,126435034,0.632175,8373549871,41.867749
books_200M_uint64,200000000,0.750000,fibo_prime64,branchless_fast_modulo,0,12,1.320050,162703552,0.610138,58800692,0.220503,154837578,0.774188,9055137194,45.275686
books_200M_uint64,200000000,1.000000,multadd64,fastrange64,0,11,1.000090,73578285,0.367891,52842598,0.264213,126420883,0.632104,7802847089,39.014235
books_200M_uint64,200000000,0.750000,multadd64,fastrange32,0,10,1.000163,125978690,0.472420,46231074,0.173367,105543098,0.527715,8638635934,43.193180
books_200M_uint64,200000000,1.000000,multadd64,branchless_fast_modulo,0,11,0.999962,73576308,0.367882,52854969,0.264275,126431277,0.632156,8266816071,41.334080
books_200M_uint64,200000000,0.750000,multadd64,fastrange64,0,10,1.000087,125974431,0.472404,46232880,0.173373,105540645,0.527703,8101217488,40.506087
books_200M_uint64,200000000,1.000000,mult64_shift60,fastrange32,0,11,1.020770,75130393,0.375652,52866513,0.264333,127996906,0.639985,7059336420,35.296682
books_200M_uint64,200000000,0.750000,multadd64,branchless_fast_modulo,0,10,1.000016,125965240,0.472370,46228512,0.173357,105527086,0.527635,9025947032,45.129735
books_200M_uint64,200000000,1.000000,mult64_shift60,fastrange64,0,42,3.999995,187500001,0.937500,12499981,0.062500,199999982,1.000000,4051651758,20.258259
books_200M_uint64,200000000,1.000000,mult64_shift60,branchless_fast_modulo,0,37,2.643915,143542620,0.717713,29116797,0.145584,172659417,0.863297,8653823667,43.269118
books_200M_uint64,200000000,0.750000,mult64_shift60,fastrange32,0,11,1.009339,126843074,0.475662,46444152,0.174166,106620560,0.533103,9057930053,45.289650
books_200M_uint64,200000000,0.750000,mult64_shift60,fastrange64,0,35,3.500068,250000093,0.937500,16665376,0.062495,199998803,0.999994,5264946983,26.324735
books_200M_uint64,200000000,1.000000,fibo64_shift60,fastrange32,0,11,1.020751,75127644,0.375638,52867111,0.264336,127994755,0.639974,6652237462,33.261187
books_200M_uint64,200000000,1.000000,fibo64_shift60,fastrange64,0,41,4.000049,187500000,0.937500,12499971,0.062500,199999971,1.000000,4744582415,23.722912
books_200M_uint64,200000000,0.750000,mult64_shift60,branchless_fast_modulo,0,12,1.280037,157348442,0.590057,56563883,0.212115,147245659,0.736228,7526972538,37.634863
books_200M_uint64,200000000,1.000000,fibo64_shift60,branchless_fast_modulo,0,34,2.643932,143540375,0.717702,29116965,0.145585,172657340,0.863287,7643931902,38.219660
books_200M_uint64,200000000,0.750000,fibo64_shift60,fastrange32,0,11,1.009332,126838451,0.475644,46440081,0.174150,106611866,0.533059,8586095537,42.930478
books_200M_uint64,200000000,1.000000,fibo_prime64_shift60,fastrange32,0,11,1.020710,75124942,0.375625,52866984,0.264335,127991926,0.639960,6975963214,34.879816
books_200M_uint64,200000000,0.750000,fibo64_shift60,fastrange64,0,35,3.500042,250000123,0.937500,16665325,0.062495,199998782,0.999994,4618384971,23.091925
books_200M_uint64,200000000,1.000000,fibo_prime64_shift60,fastrange64,0,40,4.000008,187500000,0.937500,12499971,0.062500,199999971,1.000000,3799982186,18.999911
books_200M_uint64,200000000,0.750000,fibo64_shift60,branchless_fast_modulo,0,12,1.280021,157346516,0.590049,56559008,0.212096,147238858,0.736194,8243363829,41.216819
books_200M_uint64,200000000,1.000000,fibo_prime64_shift60,branchless_fast_modulo,0,35,2.643888,143540345,0.717702,29115742,0.145579,172656087,0.863280,7407854616,37.039273
books_200M_uint64,200000000,0.750000,fibo_prime64_shift60,fastrange32,0,10,1.009272,126836175,0.475636,46440205,0.174151,106609714,0.533049,8301267673,41.506338
books_200M_uint64,200000000,1.000000,multadd64_shift60,fastrange32,0,11,1.000231,73591220,0.367956,52844717,0.264224,126435937,0.632180,8400985935,42.004930
books_200M_uint64,200000000,0.750000,fibo_prime64_shift60,fastrange64,0,35,3.500058,250000097,0.937500,16665391,0.062495,199998822,0.999994,4364169873,21.820849
books_200M_uint64,200000000,1.000000,multadd64_shift60,fastrange64,0,41,4.000074,187500003,0.937500,12499979,0.062500,199999982,1.000000,5388573470,26.942867
books_200M_uint64,200000000,0.750000,fibo_prime64_shift60,branchless_fast_modulo,0,12,1.279954,157341593,0.590031,56563589,0.212113,147238516,0.736193,7683674429,38.418372
books_200M_uint64,200000000,1.000000,multadd64_shift60,branchless_fast_modulo,0,11,1.000029,73579323,0.367897,52852218,0.264261,126431541,0.632158,9576082617,47.880413
books_200M_uint64,200000000,0.750000,multadd64_shift60,fastrange32,0,10,1.000088,125971525,0.472393,46229015,0.173359,105533874,0.527669,9183277982,45.916390
books_200M_uint64,200000000,1.000000,mult64_rotate4,fastrange32,0,11,1.020770,75130393,0.375652,52866513,0.264333,127996906,0.639985,7044785160,35.223926
books_200M_uint64,200000000,0.750000,multadd64_shift60,fastrange64,0,35,3.500041,250000112,0.937500,16665287,0.062495,199998733,0.999994,6045675669,30.228378
books_200M_uint64,200000000,1.000000,mult64_rotate4,fastrange64,0,40,3.897714,182659980,0.913300,12776609,0.063883,195436589,0.977183,4776879748,23.884399
books_200M_uint64,200000000,1.000000,mult64_rotate4,branchless_fast_modulo,0,37,2.643917,143542001,0.717710,29116585,0.145583,172658586,0.863293,8046810291,40.234051
books_200M_uint64,200000000,0.750000,multadd64_shift60,branchless_fast_modulo,0,10,1.000002,125963919,0.472365,46228314,0.173356,105525567,0.527628,10482508841,52.412544
books_200M_uint64,200000000,1.000000,fibo64_rotate4,fastrange32,0,11,1.020751,75127644,0.375638,52867111,0.264336,127994755,0.639974,7357908757,36.789544
books_200M_uint64,200000000,0.750000,mult64_rotate4,fastrange32,0,11,1.009339,126843074,0.475662,46444152,0.174166,106620560,0.533103,8432283101,42.161416
books_200M_uint64,200000000,1.000000,fibo64_rotate4,fastrange64,0,40,3.897786,182659458,0.913297,12776034,0.063880,195435492,0.977177,4383598415,21.917992
books_200M_uint64,200000000,0.750000,mult64_rotate4,fastrange64,0,35,3.412424,245090103,0.919088,16878981,0.063296,195302418,0.976512,4816035183,24.080176
books_200M_uint64,200000000,1.000000,fibo64_rotate4,branchless_fast_modulo,0,34,2.643934,143541305,0.717707,29117685,0.145588,172658990,0.863295,7535312475,37.676562
books_200M_uint64,200000000,0.750000,mult64_rotate4,branchless_fast_modulo,0,12,1.280027,157348438,0.590057,56565116,0.212119,147246888,0.736234,9115552357,45.577762
books_200M_uint64,200000000,1.000000,fibo_prime64_rotate4,fastrange32,0,11,1.020710,75124942,0.375625,52866984,0.264335,127991926,0.639960,7144435097,35.722175
books_200M_uint64,200000000,1.000000,fibo_prime64_rotate4,fastrange64,0,40,3.897707,182658658,0.913293,12775347,0.063877,195434005,0.977170,5430475484,27.152377
books_200M_uint64,200000000,0.750000,fibo64_rotate4,fastrange32,0,11,1.009332,126838451,0.475644,46440081,0.174150,106611866,0.533059,7330758470,36.653792
books_200M_uint64,200000000,0.750000,fibo64_rotate4,fastrange64,0,34,3.412402,245089903,0.919087,16878775,0.063295,195302012,0.976510,5300471679,26.502358
books_200M_uint64,200000000,1.000000,fibo_prime64_rotate4,branchless_fast_modulo,0,35,2.643883,143540326,0.717702,29116529,0.145583,172656855,0.863284,7162843415,35.814217
books_200M_uint64,200000000,1.000000,multadd64_rotate4,fastrange32,0,11,1.000231,73591220,0.367956,52844717,0.264224,126435937,0.632180,8468141725,42.340709
books_200M_uint64,200000000,0.750000,fibo64_rotate4,branchless_fast_modulo,0,12,1.280015,157344962,0.590044,56558209,0.212093,147236505,0.736183,9122997927,45.614990
books_200M_uint64,200000000,1.000000,multadd64_rotate4,fastrange64,0,10,0.999984,73571961,0.367860,52845272,0.264226,126417233,0.632086,8994053433,44.970267
books_200M_uint64,200000000,0.750000,fibo_prime64_rotate4,fastrange32,0,10,1.009272,126836175,0.475636,46440205,0.174151,106609714,0.533049,9069184955,45.345925
books_200M_uint64,200000000,0.750000,fibo_prime64_rotate4,fastrange64,0,35,3.412397,245088805,0.919083,16877978,0.063292,195300117,0.976501,5170701144,25.853506
books_200M_uint64,200000000,1.000000,multadd64_rotate4,branchless_fast_modulo,0,11,0.999955,73570906,0.367855,52845293,0.264226,126416199,0.632081,8442959276,42.214796
books_200M_uint64,200000000,0.750000,fibo_prime64_rotate4,branchless_fast_modulo,0,12,1.279972,157343431,0.590038,56564667,0.212118,147241432,0.736207,8060160142,40.300801
books_200M_uint64,200000000,1.000000,murmur3_128_low,fastrange32,0,10,1.000229,73591374,0.367957,52847631,0.264238,126439005,0.632195,11186698634,55.933493
books_200M_uint64,200000000,0.750000,multadd64_rotate4,fastrange32,0,10,1.000088,125971525,0.472393,46229015,0.173359,105533874,0.527669,7772740829,38.863704
books_200M_uint64,200000000,1.000000,murmur3_128_low,fastrange64,0,11,1.000022,73575829,0.367879,52845669,0.264228,126421498,0.632107,12531122719,62.655614
books_200M_uint64,200000000,0.750000,multadd64_rotate4,fastrange64,0,10,1.000024,125966369,0.472374,46229152,0.173359,105528855,0.527644,8230105217,41.150526
books_200M_uint64,200000000,0.750000,multadd64_rotate4,branchless_fast_modulo,0,10,1.000038,125968589,0.472382,46231444,0.173368,105533367,0.527667,9192701329,45.963507
books_200M_uint64,200000000,1.000000,murmur3_128_low,branchless_fast_modulo,0,11,1.000035,73581442,0.367907,52852277,0.264261,126433719,0.632169,12971195540,64.855978
books_200M_uint64,200000000,0.750000,murmur3_128_low,fastrange32,0,10,1.000140,125974964,0.472406,46229228,0.173360,105537526,0.527688,11004014375,55.020072
books_200M_uint64,200000000,1.000000,murmur3_128_upp,fastrange32,0,11,1.000207,73592012,0.367960,52850614,0.264253,126442626,0.632213,10323099208,51.615496
books_200M_uint64,200000000,0.750000,murmur3_128_low,fastrange64,0,10,1.000065,125972325,0.472396,46232228,0.173371,105537887,0.527689,12004855862,60.024279
books_200M_uint64,200000000,1.000000,murmur3_128_upp,fastrange64,0,11,0.999986,73571350,0.367857,52844800,0.264224,126416150,0.632081,10374091888,51.870459
books_200M_uint64,200000000,1.000000,murmur3_128_upp,branchless_fast_modulo,0,11,1.000062,73576862,0.367884,52844100,0.264221,126420962,0.632105,12006004804,60.030024
books_200M_uint64,200000000,0.750000,murmur3_128_low,branchless_fast_modulo,0,10,0.999921,125954146,0.472328,46225125,0.173344,105512605,0.527563,12560947288,62.804736
books_200M_uint64,200000000,1.000000,murmur3_128_xor,fastrange32,0,11,1.000313,73598788,0.367994,52849351,0.264247,126448139,0.632241,10985724372,54.928622
books_200M_uint64,200000000,0.750000,murmur3_128_upp,fastrange32,0,10,1.000098,125974657,0.472405,46232700,0.173373,105540691,0.527703,11000024589,55.000123
books_200M_uint64,200000000,1.000000,murmur3_128_xor,fastrange64,0,11,0.999999,73576684,0.367883,52848704,0.264244,126425388,0.632127,13614998959,68.074995
books_200M_uint64,200000000,0.750000,murmur3_128_upp,fastrange64,0,10,0.999982,125960798,0.472353,46227735,0.173354,105521867,0.527609,13531029659,67.655148
books_200M_uint64,200000000,1.000000,murmur3_128_xor,branchless_fast_modulo,0,11,1.000024,73577481,0.367887,52846646,0.264233,126424127,0.632121,13286099240,66.430496
books_200M_uint64,200000000,0.750000,murmur3_128_upp,branchless_fast_modulo,0,10,0.999959,125961042,0.472354,46228120,0.173355,105522496,0.527612,13273116862,66.365584
books_200M_uint64,200000000,1.000000,murmur3_128_city,fastrange32,0,11,1.000283,73598824,0.367994,52849497,0.264247,126448321,0.632242,12204270744,61.021354
books_200M_uint64,200000000,0.750000,murmur3_128_xor,fastrange32,0,10,1.000202,125987567,0.472453,46239975,0.173400,105560876,0.527804,11052614742,55.263074
books_200M_uint64,200000000,1.000000,murmur3_128_city,fastrange64,0,11,0.999999,73573633,0.367868,52845298,0.264226,126418931,0.632095,12204988556,61.024943
books_200M_uint64,200000000,0.750000,murmur3_128_xor,fastrange64,0,11,1.000022,125965576,0.472371,46228717,0.173358,105527627,0.527638,11588130429,57.940652
books_200M_uint64,200000000,0.750000,murmur3_128_xor,branchless_fast_modulo,0,10,1.000056,125973178,0.472399,46236351,0.173386,105542863,0.527714,12152912791,60.764564
books_200M_uint64,200000000,1.000000,murmur3_128_city,branchless_fast_modulo,0,11,0.999992,73574155,0.367871,52848463,0.264242,126422618,0.632113,14087578889,70.437894
books_200M_uint64,200000000,1.000000,murmur3_fin64,fastrange32,0,11,1.000298,73600004,0.368000,52851958,0.264260,126451962,0.632260,7092516229,35.462581
books_200M_uint64,200000000,0.750000,murmur3_128_city,fastrange32,0,10,1.000195,125981796,0.472432,46232261,0.173371,105547391,0.527737,14410959328,72.054797
books_200M_uint64,200000000,1.000000,murmur3_fin64,fastrange64,0,10,1.000021,73575689,0.367878,52844879,0.264224,126420568,0.632103,6499478103,32.497391
books_200M_uint64,200000000,1.000000,murmur3_fin64,branchless_fast_modulo,0,11,0.999992,73574482,0.367872,52846860,0.264234,126421342,0.632107,7941429848,39.707149
books_200M_uint64,200000000,0.750000,murmur3_128_city,fastrange64,0,10,0.999975,125968103,0.472380,46237473,0.173391,105538910,0.527695,14040689117,70.203446
books_200M_uint64,200000000,1.000000,xxh64,fastrange32,0,11,1.000182,73589369,0.367947,52847002,0.264235,126436371,0.632182,7592541437,37.962707
books_200M_uint64,200000000,1.000000,xxh64,fastrange64,0,11,0.999945,73567558,0.367838,52843394,0.264217,126410952,0.632055,7971123587,39.855618
books_200M_uint64,200000000,0.750000,murmur3_128_city,branchless_fast_modulo,0,10,0.999954,125963099,0.472362,46231135,0.173367,105527568,0.527638,17079275434,85.396377
books_200M_uint64,200000000,1.000000,xxh64,branchless_fast_modulo,0,11,1.000077,73582207,0.367911,52850896,0.264254,126433103,0.632166,9389162174,46.945811
books_200M_uint64,200000000,0.750000,murmur3_fin64,fastrange32,0,10,1.000222,125986775,0.472450,46235685,0.173384,105555794,0.527779,7956449953,39.782250
books_200M_uint64,200000000,1.000000,xxh3,fastrange32,0,11,1.000333,73598301,0.367992,52846321,0.264232,126444622,0.632223,8309481468,41.547407
books_200M_uint64,200000000,0.750000,murmur3_fin64,fastrange64,0,11,1.000057,125968320,0.472381,46229706,0.173361,105531360,0.527657,8102531853,40.512659
books_200M_uint64,200000000,1.000000,xxh3,fastrange64,0,10,1.000019,73578682,0.367893,52850458,0.264252,126429140,0.632146,8205293701,41.026469
books_200M_uint64,200000000,0.750000,murmur3_fin64,branchless_fast_modulo,0,10,0.999965,125956846,0.472338,46222444,0.173334,105512624,0.527563,8897579272,44.487896
books_200M_uint64,200000000,1.000000,xxh3,branchless_fast_modulo,0,10,1.000017,73581034,0.367905,52853723,0.264269,126434757,0.632174,9527289229,47.636446
books_200M_uint64,200000000,0.750000,xxh64,fastrange32,0,10,1.000093,125971699,0.472394,46228563,0.173357,105533596,0.527668,9289558268,46.447791
books_200M_uint64,200000000,1.000000,xxh3_128_low,fastrange32,0,11,1.000253,73591060,0.367955,52844053,0.264220,126435113,0.632176,7489504176,37.447521
books_200M_uint64,200000000,0.750000,xxh64,fastrange64,0,10,0.999987,125961453,0.472355,46227181,0.173352,105521968,0.527610,9512612485,47.563062
books_200M_uint64,200000000,1.000000,xxh3_128_low,fastrange64,0,11,1.000097,73583327,0.367917,52848348,0.264242,126431675,0.632158,7845972180,39.229861
books_200M_uint64,200000000,1.000000,xxh3_128_low,branchless_fast_modulo,0,12,0.999995,73573717,0.367869,52844212,0.264221,126417929,0.632090,9530995382,47.654977
books_200M_uint64,200000000,0.750000,xxh64,branchless_fast_modulo,0,10,0.999986,125964110,0.472365,46230633,0.173365,105528077,0.527640,10689267043,53.446335
books_200M_uint64,200000000,1.000000,xxh3_128_upp,fastrange32,0,10,1.000207,73591792,0.367959,52849599,0.264248,126441391,0.632207,7356992541,36.784963
books_200M_uint64,200000000,0.750000,xxh3,fastrange32,0,10,1.000125,125976429,0.472412,46233801,0.173377,105543564,0.527718,9163055368,45.815277
books_200M_uint64,200000000,1.000000,xxh3_128_upp,fastrange64,0,11,0.999904,73565484,0.367827,52843362,0.264217,126408846,0.632044,7310313213,36.551566
books_200M_uint64,200000000,0.750000,xxh3,fastrange64,0,10,1.000048,125969734,0.472387,46234052,0.173378,105537120,0.527686,8928737230,44.643686
books_200M_uint64,200000000,1.000000,xxh3_128_upp,branchless_fast_modulo,0,11,0.999939,73571426,0.367857,52850038,0.264250,126421464,0.632107,8524840722,42.624204
books_200M_uint64,200000000,0.750000,xxh3,branchless_fast_modulo,0,11,0.999987,125963702,0.472364,46230495,0.173364,105527531,0.527638,10168708604,50.843543
books_200M_uint64,200000000,1.000000,xxh3_128_xor,fastrange32,0,11,1.000259,73592465,0.367962,52845538,0.264228,126438003,0.632190,8917637693,44.588188
books_200M_uint64,200000000,0.750000,xxh3_128_low,fastrange32,0,10,1.000107,125973908,0.472402,46230031,0.173363,105537273,0.527686,8209279588,41.046398
books_200M_uint64,200000000,1.000000,xxh3_128_xor,fastrange64,0,11,0.999998,73573903,0.367870,52843907,0.264220,126417810,0.632089,9279564863,46.397824
books_200M_uint64,200000000,0.750000,xxh3_128_low,fastrange64,0,10,1.000088,125976612,0.472412,46236747,0.173388,105546693,0.527733,8075352658,40.376763
books_200M_uint64,200000000,1.000000,xxh3_128_xor,branchless_fast_modulo,0,11,1.000033,73577438,0.367887,52846989,0.264235,126424427,0.632122,10520337975,52.601690
books_200M_uint64,200000000,0.750000,xxh3_128_low,branchless_fast_modulo,0,10,1.000035,125968635,0.472382,46231063,0.173366,105533032,0.527665,9665883142,48.329416
books_200M_uint64,200000000,1.000000,xxh3_128_city,fastrange32,0,11,1.000256,73592581,0.367963,52845009,0.264225,126437590,0.632188,11602127893,58.010639
books_200M_uint64,200000000,0.750000,xxh3_128_upp,fastrange32,0,10,1.000077,125973453,0.472400,46231678,0.173369,105538465,0.527692,7887935606,39.439678
books_200M_uint64,200000000,0.750000,xxh3_128_upp,fastrange64,0,10,0.999959,125958525,0.472344,46224938,0.173344,105516797,0.527584,8211309083,41.056545
books_200M_uint64,200000000,1.000000,xxh3_128_city,fastrange64,0,12,1.000027,73581040,0.367905,52852026,0.264260,126433066,0.632165,10858267043,54.291335
books_200M_uint64,200000000,0.750000,xxh3_128_upp,branchless_fast_modulo,0,11,0.999969,125960961,0.472354,46227992,0.173355,105522287,0.527611,9029576031,45.147880
books_200M_uint64,200000000,1.000000,xxh3_128_city,branchless_fast_modulo,0,11,1.000028,73574799,0.367874,52843441,0.264217,126418240,0.632091,12358999509,61.794998
books_200M_uint64,200000000,0.750000,xxh3_128_xor,fastrange32,0,10,1.000146,125975778,0.472409,46228868,0.173358,105537980,0.527690,8943834376,44.719172
books_200M_uint64,200000000,1.000000,tabulation_small64,fastrange32,0,14,1.000360,73606648,0.368033,52853829,0.264269,126460477,0.632302,9474762452,47.373812
books_200M_uint64,200000000,0.750000,xxh3_128_xor,fastrange64,0,10,1.000027,125966739,0.472375,46228422,0.173357,105528495,0.527642,9626746234,48.133731
books_200M_uint64,200000000,1.000000,tabulation_small64,fastrange64,0,15,1.000045,73582062,0.367910,52853662,0.264268,126435724,0.632179,9705589756,48.527949
books_200M_uint64,200000000,0.750000,xxh3_128_xor,branchless_fast_modulo,0,10,1.000018,125962452,0.472359,46223911,0.173340,105519697,0.527598,10885328260,54.426641
books_200M_uint64,200000000,1.000000,tabulation_small64,branchless_fast_modulo,0,15,1.000171,73586365,0.367932,52845382,0.264227,126431747,0.632159,10585382317,52.926912
books_200M_uint64,200000000,0.750000,xxh3_128_city,fastrange32,0,10,1.000173,125981162,0.472429,46234838,0.173381,105549334,0.527747,11452626043,57.263130
books_200M_uint64,200000000,1.000000,tabulation_large64,fastrange32,0,11,1.000212,73590260,0.367951,52848904,0.264245,126439164,0.632196,9522159814,47.610799
books_200M_uint64,200000000,1.000000,tabulation_large64,fastrange64,0,11,0.999966,73570575,0.367853,52845497,0.264227,126416072,0.632080,8546956742,42.734784
books_200M_uint64,200000000,0.750000,xxh3_128_city,fastrange64,0,10,1.000011,125971460,0.472393,46239849,0.173399,105544643,0.527723,9679142653,48.395713
books_200M_uint64,200000000,1.000000,tabulation_large64,branchless_fast_modulo,0,10,1.000014,73582583,0.367913,52856537,0.264283,126439120,0.632196,10325769618,51.628848
books_200M_uint64,200000000,0.750000,xxh3_128_city,branchless_fast_modulo,0,9,1.000003,125962951,0.472361,46226664,0.173350,105522949,0.527615,12690785406,63.453927
books_200M_uint64,200000000,1.000000,city64,fastrange32,0,12,1.000233,73600394,0.368002,52857068,0.264285,126457462,0.632287,8463748564,42.318743
books_200M_uint64,200000000,0.750000,tabulation_small64,fastrange32,0,14,1.000236,125993218,0.472475,46243329,0.173412,105569881,0.527849,10246863083,51.234315
books_200M_uint64,200000000,1.000000,city64,fastrange64,0,11,0.999962,73571302,0.367857,52845586,0.264228,126416888,0.632084,9020593884,45.102969
books_200M_uint64,200000000,0.750000,tabulation_small64,fastrange64,0,15,1.000052,125969328,0.472385,46232118,0.173370,105534780,0.527674,10277383552,51.386918
books_200M_uint64,200000000,1.000000,city64,branchless_fast_modulo,0,10,0.999979,73575975,0.367880,52851946,0.264260,126427921,0.632140,10480674843,52.403374
books_200M_uint64,200000000,0.750000,tabulation_small64,branchless_fast_modulo,0,14,1.000073,125970821,0.472391,46231333,0.173367,105535488,0.527677,10847934450,54.239672
books_200M_uint64,200000000,1.000000,city128_low,fastrange32,0,12,1.000196,73591761,0.367959,52850001,0.264250,126441762,0.632209,14994454282,74.972271
books_200M_uint64,200000000,0.750000,tabulation_large64,fastrange32,0,10,1.000103,125975600,0.472409,46236016,0.173385,105544950,0.527725,9515885693,47.579428
books_200M_uint64,200000000,0.750000,tabulation_large64,fastrange64,0,10,0.999979,125962759,0.472360,46227743,0.173354,105523836,0.527619,9955089273,49.775446
books_200M_uint64,200000000,1.000000,city128_low,fastrange64,0,12,1.000013,73574361,0.367872,52843722,0.264219,126418083,0.632090,14422993697,72.114968
