dataset,numelements,load_factor,bucket_size,hashtable,hash,reducer,payload,insert_nanoseconds_total,insert_nanoseconds_per_key,avg_lookup_nanoseconds_total,avg_lookup_nanoseconds_per_key,median_lookup_nanoseconds_total,median_lookup_nanoseconds_per_key,unsuccessful_lookup_percent,num_runs,primary_key_ratio,empty_buckets,min_chain_length,max_chain_length,additional_buckets,empty_additional_slots,min_psl,max_psl,total_psl
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,74365517717,371.827589,63356770488,316.783852,63365296750,316.826484,0.000000,5,0.613982,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,60558497689,302.792488,63477898554,317.389493,63441340363,317.206702,0.000000,5,0.711634,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,67650977220,338.254886,63525739170,317.628696,63472862967,317.364315,0.000000,5,0.650340,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,74951912516,374.759563,63504015940,317.520080,63518857592,317.594288,0.000000,5,0.614019,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,74418110024,372.090550,63585108038,317.925540,63581553097,317.907765,0.000000,5,0.613987,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,73966969462,369.834847,63580663313,317.903317,63587999908,317.940000,0.000000,5,0.614008,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,74133153773,370.665769,63892614531,319.463073,63891129741,319.455649,0.000000,5,0.613940,,,,,,,,
consecutive_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,76017077110,380.085386,63956246957,319.781235,63955366461,319.776832,0.000000,5,0.614017,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,74543016779,372.715084,64006808613,320.034043,64034433785,320.172169,0.000000,5,0.614087,,,,,,,,
consecutive_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,65256986862,326.284934,64143143134,320.715716,64106974013,320.534870,0.000000,5,0.687570,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,75062538844,375.312694,64232281455,321.161407,64228032326,321.140162,0.000000,5,0.613994,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,74708574478,373.542872,64363707975,321.818540,64374318981,321.871595,0.000000,5,0.614025,,,,,,,,
consecutive_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,76407352550,382.036763,64555579594,322.777898,64531836368,322.659182,0.000000,5,0.613981,,,,,,,,
consecutive_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,75358995282,376.794976,64689948868,323.449744,64646739672,323.233698,0.000000,5,0.613912,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,75966967413,379.834837,64694607067,323.473035,64657126410,323.285632,0.000000,5,0.613983,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,76070318636,380.351593,65017626735,325.088134,65019017736,325.095089,0.000000,5,0.614008,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,76354830302,381.774152,65208131113,326.040656,65218099116,326.090496,0.000000,5,0.613998,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,105809279802,529.046399,66538504472,332.692522,65221133555,326.105668,0.000000,5,0.614236,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,71813508686,359.067543,65898706886,329.493534,65864353842,329.321769,0.000000,5,0.650294,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,76931491258,384.657456,66397029455,331.985147,66379964927,331.899825,0.000000,5,0.614008,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,71129750418,355.648752,66476679929,332.383400,66434060111,332.170301,0.000000,5,0.650326,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,77481676809,387.408384,66984026670,334.920133,66506826796,332.534134,0.000000,5,0.613965,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,71538171493,357.690857,67031981547,335.159908,66817117907,334.085590,0.000000,5,0.650292,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,67858725640,339.293628,67247081255,336.235406,67350140241,336.750701,0.000000,5,0.681313,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,71983301327,359.916507,67738724361,338.693622,67497842505,337.489213,0.000000,5,0.650314,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,105140175896,525.700879,68998203333,344.991017,67707180334,338.535902,0.000000,5,0.676677,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,77777354399,388.886772,68806974034,344.034870,68567394848,342.836974,0.000000,5,0.614000,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,71051681783,355.258409,68073487798,340.367439,69648217632,348.241088,0.000000,5,0.650348,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,81719137514,408.595688,69609423322,348.047117,70082143922,350.410720,0.000000,5,0.614018,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,73199191714,365.995959,41511422912,207.557115,41516321445,207.581607,0.000000,5,0.984005,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,187307735144,936.538676,54916636600,274.583183,54855799251,274.278996,0.000000,5,0.984005,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,42132211997,210.661060,49187569522,245.937848,49173413767,245.867069,0.000000,5,0.650280,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,69241400933,346.207005,64908289028,324.541445,64884031034,324.420155,0.000000,5,0.650280,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,45525986995,227.629935,48467833183,242.339166,48463350165,242.316751,0.000000,5,0.835301,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,74897997330,374.489987,62697177253,313.485886,62663757596,313.318788,0.000000,5,0.835301,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,61381403744,306.907019,49241534262,246.207671,49239640444,246.198202,0.000000,5,0.811223,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,95984047522,479.920238,63805138296,319.025691,63788931254,318.944656,0.000000,5,0.811223,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,61691218608,308.456093,49122978338,245.614892,49122178958,245.610895,0.000000,5,0.811161,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,96783489727,483.917449,63036865905,315.184330,63037631033,315.188155,0.000000,5,0.811161,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,87466496329,437.332482,48432973009,242.164865,48430057482,242.150287,0.000000,5,0.811377,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,190884343366,954.421717,62714508835,313.572544,62681822704,313.409114,0.000000,5,0.811377,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,87135370090,435.676850,48131539333,240.657697,48129145715,240.645729,0.000000,5,0.811342,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,190136008828,950.680044,62796749309,313.983747,62759894440,313.799472,0.000000,5,0.811342,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,62313924614,311.569623,49382580339,246.912902,49383176808,246.915884,0.000000,5,0.811155,,,,,,,,
fb_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,97330914124,486.654571,63578563678,317.892818,63577910447,317.889552,0.000000,5,0.811155,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,51310518877,256.552594,48398044819,241.990224,48396387290,241.981936,0.000000,5,0.835383,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,83926656267,419.633281,62736513340,313.682567,62694478417,313.472392,0.000000,5,0.835383,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,45598516098,227.992580,48261862605,241.309313,48261438481,241.307192,0.000000,5,0.835300,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,76569736199,382.848681,62454019257,312.270096,62412687829,312.063439,0.000000,5,0.835300,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,73431805640,367.159028,47431166647,237.155833,47430187955,237.150940,0.000000,5,0.835549,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,177848905507,889.244528,61878184587,309.390923,61850850247,309.254251,0.000000,5,0.835549,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,72708900336,363.544502,47538475557,237.692378,47534092924,237.670465,0.000000,5,0.835595,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,177596304069,887.981520,61987158775,309.935794,61955766186,309.778831,0.000000,5,0.835595,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,45672850018,228.364250,48547835711,242.739179,48555351407,242.776757,0.000000,5,0.835336,,,,,,,,
fb_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,74870460604,374.352303,62698272876,313.491364,62699351833,313.496759,0.000000,5,0.835336,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,61423601853,307.118009,49307356249,246.536781,49312895210,246.564476,0.000000,5,0.811159,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,95855328278,479.276641,63673108829,318.365544,63659712452,318.298562,0.000000,5,0.811159,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,61903278881,309.516394,49267712288,246.338561,49265317782,246.326589,0.000000,5,0.811164,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,96457649201,482.288246,63041776693,315.208883,63053689526,315.268448,0.000000,5,0.811164,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,74268122517,371.340613,44645286349,223.226432,44632796521,223.163983,0.000000,5,0.935162,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,184125289787,920.626449,58271477122,291.357386,58245550721,291.227754,0.000000,5,0.935162,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,74111181244,370.555906,45502133830,227.510669,45505182555,227.525913,0.000000,5,0.919753,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,183052640883,915.263204,59103658502,295.518293,59051388775,295.256944,0.000000,5,0.919753,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,62294440928,311.472205,49433326638,247.166633,49424099253,247.120496,0.000000,5,0.811173,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,97036556659,485.182783,63626191208,318.130956,63582280954,317.911405,0.000000,5,0.811173,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,50740845176,253.704226,48463474687,242.317373,48465815282,242.329076,0.000000,5,0.835353,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,83774226931,418.871135,62699673159,313.498366,62663769741,313.318849,0.000000,5,0.835353,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,45558858329,227.794292,48270120275,241.350601,48266302592,241.331513,0.000000,5,0.835359,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,76317349569,381.586748,62460564435,312.302822,62425629552,312.128148,0.000000,5,0.835359,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,72920928832,364.604644,42772797259,213.863986,42765948947,213.829745,0.000000,5,0.962573,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,184477186908,922.385935,56427662713,282.138314,56388617281,281.943086,0.000000,5,0.962573,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,72230205569,361.151028,42782346309,213.911732,42783497109,213.917486,0.000000,5,0.962988,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,185246065386,926.230327,56327350615,281.636753,56275403300,281.377017,0.000000,5,0.962988,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,45642094487,228.210472,48599005914,242.995030,48604578574,243.022893,0.000000,5,0.835354,,,,,,,,
gapped_10percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,74836677863,374.183389,62734217220,313.671086,62703778880,313.518894,0.000000,5,0.835354,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,61438851980,307.194260,49279904990,246.399525,49276990889,246.384954,0.000000,5,0.811167,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,95901365646,479.506828,63759138004,318.795690,63726456204,318.632281,0.000000,5,0.811167,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,61846784940,309.233925,49187412129,245.937061,49188776830,245.943884,0.000000,5,0.811153,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,96691488985,483.457445,63038898648,315.194493,63042677256,315.213386,0.000000,5,0.811153,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,73321717603,366.608588,43081310667,215.406553,43079470055,215.397350,0.000000,5,0.961394,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,185834078473,929.170392,56608730784,283.043654,56548109493,282.740547,0.000000,5,0.961394,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,72919604665,364.598023,42985292466,214.926462,42976835489,214.884177,0.000000,5,0.960160,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,185508179771,927.540899,56744212393,283.721062,56712064953,283.560325,0.000000,5,0.960160,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,62166630251,310.833151,49424077823,247.120389,49419864886,247.099324,0.000000,5,0.811176,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,97105135667,485.525678,63663710036,318.318550,63629691364,318.148457,0.000000,5,0.811176,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,50699695981,253.498480,48522479221,242.612396,48515919766,242.579599,0.000000,5,0.835303,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,83763377485,418.816887,62780838438,313.904192,62738616535,313.693083,0.000000,5,0.835303,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,45569489217,227.847446,48277511491,241.387557,48275785109,241.378926,0.000000,5,0.835353,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,76405511885,382.027559,62433971596,312.169858,62399966309,311.999832,0.000000,5,0.835353,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,74077140546,370.385703,40823157966,204.115790,40827388651,204.136943,0.000000,5,0.999320,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,186715194657,933.575973,53952387303,269.761937,53932613510,269.663068,0.000000,5,0.999320,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,72744671054,363.723355,41654357614,208.271788,41652616165,208.263081,0.000000,5,0.984277,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,187170885807,935.854429,54904008181,274.520041,54898098854,274.490494,0.000000,5,0.984277,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,45633814595,228.169073,48583122690,242.915613,48585353061,242.926765,0.000000,5,0.835315,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,75029944381,375.149722,62703309513,313.516548,62709107159,313.545536,0.000000,5,0.835315,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,61450091306,307.250457,49329357054,246.646785,49332138319,246.660692,0.000000,5,0.811145,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,96088687288,480.443436,63784224084,318.921120,63756197028,318.780985,0.000000,5,0.811145,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,61805778558,309.028893,49198570522,245.992853,49199853871,245.999269,0.000000,5,0.811211,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,96489242124,482.446211,63103950218,315.519751,63065522596,315.327613,0.000000,5,0.811211,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,62355108000,311.775540,49482569044,247.412845,49476749616,247.383748,0.000000,5,0.811185,,,,,,,,
normal_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,96964902048,484.824510,67946085536,339.730428,63787336873,318.936684,0.000000,5,0.811185,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,48167676647,240.838383,46159329270,230.796646,46162099080,230.810495,0.000000,5,0.835393,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,80278861920,401.394310,59723883676,298.619418,59736926051,298.684630,0.000000,5,0.835393,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,43108058285,215.540291,45955195056,229.775975,45955299176,229.776496,0.000000,5,0.835333,,,,,,,,
