dataset,numelements,load_factor,bucket_size,hashtable,hash,reducer,payload,insert_nanoseconds_total,insert_nanoseconds_per_key,avg_lookup_nanoseconds_total,avg_lookup_nanoseconds_per_key,median_lookup_nanoseconds_total,median_lookup_nanoseconds_per_key,unsuccessful_lookup_percent,num_runs,primary_key_ratio,empty_buckets,min_chain_length,max_chain_length,additional_buckets,empty_additional_slots,min_psl,max_psl,total_psl
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,73476291066,367.381455,59434888627,297.174443,59437405404,297.187027,0.000000,5,0.835333,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,43014758594,215.073793,46161228409,230.806142,46162686417,230.813432,0.000000,5,0.835339,,,,,,,,
normal_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,71611450990,358.057255,59492859230,297.464296,59471128680,297.355643,0.000000,5,0.835339,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,57795552630,288.977763,46688699747,233.443499,46691080723,233.455404,0.000000,5,0.811156,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,91575593950,457.877970,60403895445,302.019477,60408637989,302.043190,0.000000,5,0.811156,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,58207593048,291.037965,46575501284,232.877506,46581208077,232.906040,0.000000,5,0.811167,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,92005631438,460.028157,59733585640,298.667928,59735176351,298.675882,0.000000,5,0.811167,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,58664845909,293.324230,46868904276,234.344521,46865776688,234.328883,0.000000,5,0.811170,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,92542847369,462.714237,60327986088,301.639930,60340753252,301.703766,0.000000,5,0.811170,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,47194793687,235.973968,45986453872,229.932269,45982465959,229.912330,0.000000,5,0.835317,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,79574721029,397.873605,59252157302,296.260787,59257876794,296.289384,0.000000,5,0.835317,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,42643189810,213.215949,45654017866,228.270089,45651968194,228.259841,0.000000,5,0.835380,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,72815875235,364.079376,58889619949,294.448100,58904201599,294.521008,0.000000,5,0.835380,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_balanced_kicking,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,,,,,,,0.000000,5,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,42803830271,214.019151,46022601183,230.113006,46020935289,230.104676,0.000000,5,0.835380,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,71252211143,356.261056,59231950569,296.159753,59224135028,296.120675,0.000000,5,0.835380,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,27212027903,300.894817,20644973683,228.280142,20646416047,228.296090,0.000000,5,0.811243,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,41950882491,463.868520,24195687156,267.541871,24199907654,267.588539,0.000000,5,0.811243,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,25407864580,280.945426,20548937523,227.218230,20550044243,227.230467,0.000000,5,0.811239,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,38756116118,428.542647,24078914200,266.250664,24077808501,266.238438,0.000000,5,0.811239,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,32528978360,359.686571,19676806074,217.574706,19677494546,217.582319,0.000000,5,0.877564,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,76431691757,845.137305,23128295259,255.739271,23124259780,255.694649,0.000000,5,0.877564,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,31808615570,351.721217,19555857652,216.237328,19561468269,216.299367,0.000000,5,0.892829,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,75837841117,838.570849,22900502398,253.220470,22900658957,253.222201,0.000000,5,0.892829,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,25548583576,282.501415,20704655969,228.940074,20702334810,228.914408,0.000000,5,0.811106,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,37821374966,418.206822,24309993865,268.805809,24316727051,268.880260,0.000000,5,0.811106,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,16,21018967514,232.415548,20356151863,225.086518,20354743168,225.070941,0.000000,5,0.835309,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,aqua0_64-murmur3_fin64_2,fast_modulo-fast_modulo,64,34358322082,379.914392,23899708909,264.269116,23895513390,264.222724,0.000000,5,0.835309,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,16,18837137248,208.290135,20286299696,224.314133,20276082150,224.201153,0.000000,5,0.835322,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,murmur_finalizer64-murmur3_fin64_2,fast_modulo-fast_modulo,64,30688935789,339.340448,23797427710,263.138149,23798921315,263.154665,0.000000,5,0.835322,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,16,29971646017,331.409073,18944569451,209.478058,18938496881,209.410911,0.000000,5,0.916782,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,mult_prime64-murmur3_fin64_2,fast_modulo-fast_modulo,64,74735522723,826.382052,22343389304,247.060236,22344223280,247.069458,0.000000,5,0.916782,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,16,29803058912,329.544935,18930880389,209.326692,18928315685,209.298333,0.000000,5,0.922431,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,mult_add64-murmur3_fin64_2,fast_modulo-fast_modulo,64,74843022225,827.570719,22223757511,245.737417,22218381961,245.677978,0.000000,5,0.922431,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,16,18873308681,208.690098,20415269741,225.740209,20415938731,225.747606,0.000000,5,0.835313,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,8,cuckoo_8_biased_kicking_10,xxh3-murmur3_fin64_2,fast_modulo-fast_modulo,64,29924754002,330.890569,23935831515,264.668538,23934450945,264.653273,0.000000,5,0.835313,,,,,,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,16,29418697521,147.093488,50754922495,253.774612,50802326497,254.011632,0.000000,5,,39539346,0,12,89539346,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,16,23359572428,116.797862,49544173347,247.720867,49454682292,247.273411,0.000000,5,,39539346,0,3,58119703,142939466,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,64,34019545849,170.097729,60370823292,301.854116,59856643473,299.283217,0.000000,5,,39539346,0,12,89539346,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,64,34647828818,173.239144,60868918647,304.344593,60939795609,304.698978,0.000000,5,,39539346,0,3,58119703,142939466,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,16,11814735672,59.073678,38461437347,192.307187,38377468681,191.887343,0.000000,5,,0,0,2,50000000,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,16,12814702869,64.073514,39455814131,197.279071,39276418445,196.382092,0.000000,5,,0,0,1,47335636,139342544,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,64,17484161200,87.420806,49106671126,245.533356,48595469363,242.977347,0.000000,5,,0,0,2,50000000,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,64,19929306818,99.646534,47141657369,235.708287,46943981121,234.719906,0.000000,5,,0,0,1,47335636,139342544,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,16,17473608203,87.368041,41664694069,208.323470,41668753622,208.343768,0.000000,5,,34444104,0,2,84444104,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,16,18019741635,90.098708,42312112334,211.560562,42306663725,211.533319,0.000000,5,,34444104,0,1,78031092,227680264,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,64,22746185971,113.730930,48215363386,241.076817,48217497752,241.087489,0.000000,5,,34444104,0,2,84444104,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,64,30142497470,150.712487,51329021762,256.645109,51302697929,256.513490,0.000000,5,,34444104,0,1,78031092,227680264,,,
consecutive_200M_uint64,200000000,1.000000,1,chained,mult_prime64,fast_modulo,16,22818603698,114.093018,46692268796,233.461344,46666224321,233.331122,0.000000,5,,92883178,0,2,92883178,0,,,
consecutive_200M_uint64,200000000,1.000000,4,chained,mult_prime64,fast_modulo,16,23982368524,119.911843,48874220942,244.371105,48211099920,241.055500,0.000000,5,,92883178,0,1,69767655,186187442,,,
consecutive_200M_uint64,200000000,1.000000,1,chained,mult_add64,fast_modulo,16,12963419766,64.817099,39822474983,199.112375,39816981417,199.084907,0.000000,5,,62301690,0,1,62301690,0,,,
consecutive_200M_uint64,200000000,1.000000,4,chained,mult_add64,fast_modulo,16,14204399216,71.021996,40415872126,202.079361,40432160653,202.160803,0.000000,5,,62301690,0,1,62301690,186905070,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,16,16928425650,84.642128,45821349748,229.106749,45831611606,229.158058,0.000000,5,,112328672,0,9,62328672,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,16,17040011924,85.200060,46133129573,230.665648,46158481023,230.792405,0.000000,5,,112328672,0,3,47845785,129054468,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,64,23297369990,116.486850,56121907704,280.609539,56156909880,280.784549,0.000000,5,,112328672,0,9,62328672,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,64,24098931606,120.494658,58260583029,291.302915,57853035059,289.265175,0.000000,5,,112328672,0,3,47845785,129054468,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,16,13685877048,68.429385,41994813981,209.974070,41086080960,205.430405,0.000000,5,,110530175,0,1,60530175,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,16,14778951264,73.894756,41798434888,208.992174,41800102129,209.000511,0.000000,5,,110530175,0,1,60530175,181590525,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,64,19458062236,97.290311,50776613803,253.883069,50757564910,253.787825,0.000000,5,,110530175,0,1,60530175,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,64,23667910360,118.339552,52855570772,264.277854,52656322932,263.281615,0.000000,5,,110530175,0,1,60530175,181590525,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,16,8586384338,42.931922,35342245002,176.711225,35302214130,176.511071,0.000000,5,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,16,8576456086,42.882280,35761739494,178.808697,35233861508,176.169308,0.000000,5,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,64,14946342879,74.731714,43816821542,219.084108,43780702965,218.903515,0.000000,5,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,64,15403191386,77.015957,43553900915,217.769505,43637497702,218.187489,0.000000,5,,50000000,0,0,0,0,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,murmur_finalizer64,fast_modulo,16,10646996511,117.728310,21266761660,235.155512,21251015037,234.981395,0.000000,5,,17880330,0,11,40489583,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,murmur_finalizer64,fast_modulo,16,9233618370,102.099995,20831007714,230.337198,20841430470,230.452447,0.000000,5,,17880330,0,3,26281191,64635181,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,murmur_finalizer64,fast_modulo,64,12384718810,136.943036,23237560965,256.947468,23231077602,256.875778,0.000000,5,,17880330,0,11,40489583,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,murmur_finalizer64,fast_modulo,64,11890378782,131.476910,23797000203,263.133422,23787870784,263.032474,0.000000,5,,17880330,0,3,26281191,64635181,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,mult_prime64,fast_modulo,16,6478755779,71.638323,17688356716,195.587587,17688576379,195.590015,0.000000,5,,7730351,0,4,30339604,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,mult_prime64,fast_modulo,16,6770853383,74.868169,18266918677,201.984989,18307471314,202.433397,0.000000,5,,7730351,0,1,27765644,80722972,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,mult_prime64,fast_modulo,64,7895475050,87.303582,19353200419,213.996462,19334200692,213.786374,0.000000,5,,7730351,0,4,30339604,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,mult_prime64,fast_modulo,64,9131584532,100.971764,20952920067,231.685234,20483408663,226.493649,0.000000,5,,7730351,0,1,27765644,80722972,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,mult_add64,fast_modulo,16,54073553986,597.913989,61895716089,684.406919,61463355759,679.626130,0.000000,5,,55898383,0,19,78507636,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,mult_add64,fast_modulo,16,25358120791,280.395388,34524573865,381.752708,34014558119,376.113250,0.000000,5,,55898383,0,5,23945441,17274128,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,mult_add64,fast_modulo,64,63378765571,700.805620,69871977523,772.603791,70258811059,776.881172,0.000000,5,,55898383,0,19,78507636,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,mult_add64,fast_modulo,64,32346710186,357.671155,42619286898,471.259349,42528895545,470.259854,0.000000,5,,55898383,0,5,23945441,17274128,,,
wiki_ts_200M_uint64,90437011,1.000000,1,chained,mult_prime64,fast_modulo,16,4980506481,55.071551,16725989219,184.946285,16725631635,184.942331,0.000000,5,,21545960,0,3,21545960,0,,,
wiki_ts_200M_uint64,90437011,1.000000,4,chained,mult_prime64,fast_modulo,16,5478016495,60.572728,17057166848,188.608255,17059709772,188.636373,0.000000,5,,21545960,0,1,21124064,62950296,,,
wiki_ts_200M_uint64,90437011,1.000000,1,chained,mult_add64,fast_modulo,16,10165286555,112.401841,20359556805,225.124167,20355147359,225.075410,0.000000,5,,43830338,0,5,43830338,0,,,
wiki_ts_200M_uint64,90437011,1.000000,4,chained,mult_add64,fast_modulo,16,9499505506,105.040021,20541404968,227.134939,20538462300,227.102401,0.000000,5,,43830338,0,2,32285977,85313570,,,
wiki_ts_200M_uint64,90437011,0.800000,1,chained,murmur_finalizer64,fast_modulo,16,6958756964,76.945897,18852719682,208.462437,18845648435,208.384247,0.000000,5,,50796612,0,9,28187360,0,,,
wiki_ts_200M_uint64,90437011,0.800000,4,chained,murmur_finalizer64,fast_modulo,16,6989999240,77.291356,19014971219,210.256520,19018588194,210.296514,0.000000,5,,50796612,0,3,21637313,58361892,,,
wiki_ts_200M_uint64,90437011,0.800000,1,chained,murmur_finalizer64,fast_modulo,64,9035066708,99.904526,22094380898,244.306846,22104800452,244.422059,0.000000,5,,50796612,0,9,28187360,0,,,
wiki_ts_200M_uint64,90437011,0.800000,4,chained,murmur_finalizer64,fast_modulo,64,9550229717,105.600900,22935039160,253.602357,22893967134,253.148206,0.000000,5,,50796612,0,3,21637313,58361892,,,
wiki_ts_200M_uint64,90437011,0.800000,1,chained,mult_prime64,fast_modulo,16,4301382224,47.562189,16180796158,178.917857,16170160211,178.800250,0.000000,5,,38370659,0,2,15761407,0,,,
wiki_ts_200M_uint64,90437011,0.800000,4,chained,mult_prime64,fast_modulo,16,4854694668,53.680397,16457856873,181.981433,16449865646,181.893071,0.000000,5,,38370659,0,1,15578102,46551001,,,
wiki_ts_200M_uint64,90437011,0.800000,1,chained,mult_prime64,fast_modulo,64,6391794324,70.676753,19160266527,211.863111,19149802315,211.747404,0.000000,5,,38370659,0,2,15761407,0,,,
wiki_ts_200M_uint64,90437011,0.800000,4,chained,mult_prime64,fast_modulo,64,7391127970,81.726805,20343676375,224.948571,19963017725,220.739468,0.000000,5,,38370659,0,1,15578102,46551001,,,
wiki_ts_200M_uint64,90437011,0.800000,1,chained,mult_add64,fast_modulo,16,9382238955,103.743355,19940925455,220.495185,19939321090,220.477445,0.000000,5,,62904942,0,5,40295690,0,,,
wiki_ts_200M_uint64,90437011,0.800000,4,chained,mult_add64,fast_modulo,16,8879699025,98.186560,20100383846,222.258383,20045780575,221.654612,0.000000,5,,62904942,0,2,30798485,82898250,,,
wiki_ts_200M_uint64,90437011,0.800000,1,chained,mult_add64,fast_modulo,64,11573906945,127.977548,22391567852,247.592967,22371678619,247.373043,0.000000,5,,62904942,0,5,40295690,0,,,
wiki_ts_200M_uint64,90437011,0.800000,4,chained,mult_add64,fast_modulo,64,12405715537,137.175205,23582526918,260.761901,23574544798,260.673639,0.000000,5,,62904942,0,2,30798485,82898250,,,
fb_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,16,24446437678,122.232188,49289699872,246.448499,48341838643,241.709193,0.000000,5,,39538410,0,12,89538409,0,,,
fb_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,16,21404144084,107.020720,53971353575,269.856768,52459917299,262.299586,0.000000,5,,39538410,0,3,58117749,142932587,,,
fb_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,64,32306736439,161.533682,60231745514,301.158728,59879714473,299.398572,0.000000,5,,39538410,0,12,89538409,0,,,
fb_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,64,34380099242,171.900496,59175929513,295.879648,58508354276,292.541771,0.000000,5,,39538410,0,3,58117749,142932587,,,
fb_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,16,24911430218,124.557151,48393909593,241.969548,48060642358,240.303212,0.000000,5,,39472605,0,12,89472604,0,,,
fb_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,16,21024817648,105.124088,46970936747,234.854684,46958394642,234.791973,0.000000,5,,39472605,0,3,58132001,143055400,,,
fb_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,64,31216886965,156.084435,56786750962,283.933755,56754369854,283.771849,0.000000,5,,39472605,0,12,89472604,0,,,
fb_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,64,33445863568,167.229318,56603663676,283.018318,56573477780,282.867389,0.000000,5,,39472605,0,3,58132001,143055400,,,
fb_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,16,24203639532,121.018198,47718946377,238.594732,47675641853,238.378209,0.000000,5,,39468472,0,11,89468471,0,,,
fb_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,16,20570027794,102.850139,47142096165,235.710481,47141697788,235.708489,0.000000,5,,39468472,0,3,58139865,143090989,,,
fb_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,64,31586873331,157.934367,56576343332,282.881717,56553214959,282.766075,0.000000,5,,39468472,0,11,89468471,0,,,
fb_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,64,32476647907,162.383240,56613846944,283.069235,56591644043,282.958220,0.000000,5,,39468472,0,3,58139865,143090989,,,
fb_200M_uint64,200000000,1.000000,1,chained,mult_prime64,fast_modulo,16,24174319819,120.871599,49444699730,247.223499,48382350115,241.911751,0.000000,5,,73486292,0,10,73486291,0,,,
fb_200M_uint64,200000000,1.000000,4,chained,mult_prime64,fast_modulo,16,20039852586,100.199263,53947174855,269.735874,54246237613,271.231188,0.000000,5,,73486292,0,3,52966121,138378193,,,
fb_200M_uint64,200000000,1.000000,1,chained,mult_add64,fast_modulo,16,19410956683,97.054783,45734504323,228.672522,45736887112,228.684436,0.000000,5,,73472408,0,10,73472407,0,,,
fb_200M_uint64,200000000,1.000000,4,chained,mult_add64,fast_modulo,16,17422691292,87.113456,45870940738,229.354704,45870099023,229.350495,0.000000,5,,73472408,0,3,52961796,138374777,,,
