dataset,numelements,load_factor,model,reducer,sample_size,min,max,std_dev,empty_slots,empty_slots_percent,colliding_slots,colliding_slots_percent,total_colliding_keys,total_colliding_keys_percent,sample_nanoseconds_total,sample_nanoseconds_per_key,prepare_nanoseconds_total,prepare_nanoseconds_per_key,build_nanoseconds_total,build_nanoseconds_per_key,hashing_nanoseconds_total,hashing_nanoseconds_per_key,total_nanoseconds,total_nanoseconds_per_key
books_200M_uint32,199999999,0.250000,pgm_hash_eps8_epsrec1,min_max_cutoff,1.000000,0,17,0.911642,606639092,0.758299,5662381,0.007078,12301476,0.061507,725605622,3.628028,16745396452,83.726983,1399734479,6.998672,70551635223,352.758178,89422371776,447.111861
books_200M_uint32,199999999,0.250000,pgm_hash_eps8_epsrec4,min_max_cutoff,0.001000,0,2744,0.948131,608978852,0.761224,7752407,0.009691,16731262,0.083656,38493597,0.192468,11070033,0.055350,4334186,0.021671,27667339989,138.336701,27721237805,138.606190
books_200M_uint32,199999999,0.250000,pgm_hash_eps8_epsrec4,min_max_cutoff,0.010000,0,262,0.927943,609051778,0.761315,7839672,0.009800,16891453,0.084457,172180003,0.860900,136698224,0.683491,27654705,0.138274,26377797066,131.888986,26714329998,133.571651
books_200M_uint32,199999999,0.250000,pgm_hash_eps8_epsrec4,min_max_cutoff,0.100000,0,55,0.928061,609075602,0.761345,7820515,0.009776,16896120,0.084481,2272360294,11.361802,1559274448,7.796372,178065674,0.890328,33840091353,169.200458,37849791769,189.248960
books_200M_uint32,199999999,0.250000,pgm_hash_eps8_epsrec4,min_max_cutoff,1.000000,0,17,0.911642,606639086,0.758299,5662376,0.007078,12301465,0.061507,734995820,3.674979,18678978930,93.394895,2030826343,10.154132,44495798827,222.478995,65940599920,329.703001
books_200M_uint32,199999999,0.500000,pgm_eps128_epsrec4,min_max_cutoff,0.001000,0,243339,45.368923,399800008,0.999500,199990,0.000500,199999999,1.000000,20311077,0.101555,10828522,0.054143,2238151,0.011191,13233181749,66.165909,13266559499,66.332798
books_200M_uint32,199999999,0.500000,pgm_eps128_epsrec4,min_max_cutoff,0.010000,0,25559,11.751358,398001588,0.995004,1998388,0.004996,199999977,1.000000,253625595,1.268128,135726590,0.678633,24454722,0.122274,24352815111,121.764076,24766622018,123.833111
books_200M_uint32,199999999,0.500000,pgm_eps128_epsrec4,min_max_cutoff,0.100000,0,2593,4.090707,380252873,0.950632,18929113,0.047323,199181987,0.995910,1955396316,9.776982,1511186716,7.555934,115118156,0.575591,21701333136,108.506666,25283034324,126.415172
books_200M_uint32,199999999,0.500000,pgm_eps128_epsrec4,min_max_cutoff,1.000000,0,253,1.523869,274402376,0.686006,48213235,0.120533,122615612,0.613078,618670975,3.093355,19020906300,95.104532,1262488661,6.312443,30481481641,152.407409,51383547577,256.917739
books_200M_uint32,199999999,0.500000,pgm_eps16_epsrec4,min_max_cutoff,0.001000,0,36866,35.559126,399801525,0.999504,198473,0.000496,199999999,1.000000,14823397,0.074117,10532743,0.052664,2881907,0.014410,15907586489,79.537933,15935824536,79.679123
books_200M_uint32,199999999,0.500000,pgm_eps16_epsrec4,min_max_cutoff,0.010000,0,4122,11.406000,398016656,0.995042,1983315,0.004958,199999972,1.000000,242095886,1.210479,136115537,0.680578,44457845,0.222289,23506610371,117.533052,23929279639,119.646399
books_200M_uint32,199999999,0.500000,pgm_eps16_epsrec4,min_max_cutoff,0.100000,0,451,3.980013,380468678,0.951172,18738607,0.046847,199207286,0.996036,1857521749,9.287609,1425714105,7.128571,168520757,0.842604,27472630126,137.363151,30924386737,154.621934
books_200M_uint32,199999999,0.500000,pgm_eps16_epsrec4,min_max_cutoff,1.000000,0,34,1.357084,273746090,0.684365,48025748,0.120064,121771839,0.608859,671421039,3.357105,18725337490,93.626688,1753983377,8.769917,42762029493,213.810149,63912771399,319.563859
books_200M_uint32,199999999,0.500000,pgm_eps8_epsrec4,min_max_cutoff,0.001000,0,21190,35.382937,399802959,0.999507,197039,0.000493,199999999,1.000000,13757669,0.068788,10490555,0.052453,3196785,0.015984,24062564456,120.312823,24090009465,120.450048
