dataset,numelements,load_factor,model,reducer,sample_size,min,max,std_dev,empty_slots,empty_slots_percent,colliding_slots,colliding_slots_percent,total_colliding_keys,total_colliding_keys_percent,sample_nanoseconds_total,sample_nanoseconds_per_key,prepare_nanoseconds_total,prepare_nanoseconds_per_key,build_nanoseconds_total,build_nanoseconds_per_key,hashing_nanoseconds_total,hashing_nanoseconds_per_key,total_nanoseconds,total_nanoseconds_per_key
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec0,clamp,0.001000,0,6,1.123726,637037092,0.796296,24662720,0.030828,61699812,0.308499,307938034,1.539690,11800654,0.059003,6624162,0.033121,15492419336,77.462097,15818782186,79.093911
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec4,clamp,0.001000,0,99124,7.031897,23006527,0.115033,14201616,0.071008,37208143,0.186041,599901938,2.999510,11956662,0.059783,3888005,0.019440,18716597278,93.582986,19332343883,96.661719
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec1,clamp,0.010000,0,4,0.992692,623464636,0.779331,23389880,0.029237,46854516,0.234273,635595417,3.177977,139785615,0.698928,28816437,0.144082,17735950758,88.679754,18540148227,92.700741
gapped_10percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec1,clamp,1.000000,0,4,0.824754,218017969,0.545045,18014134,0.045035,36032103,0.180161,831065901,4.155330,20351961452,101.759807,1212682513,6.063413,22472196995,112.360985,44867906861,224.339534
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec1,clamp,0.100000,0,4,0.964862,618074978,0.772594,18055034,0.022569,36130012,0.180650,2351101428,11.755507,1629287914,8.146440,129186742,0.645934,16501956941,82.509785,20611533025,103.057665
gapped_10percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec0,clamp,0.100000,0,4,0.825893,218168940,0.545422,18129828,0.045325,36298768,0.181494,2332980039,11.664900,2062714707,10.313574,146569170,0.732846,19628881661,98.144408,24171145577,120.855728
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec4,clamp,1.000000,0,4,0.965914,618296295,0.772870,18293764,0.022867,36590059,0.182950,598840001,2.994200,18869489913,94.347450,1116293782,5.581469,14332956948,71.664785,34917580644,174.587903
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec4,clamp,0.010000,0,23771,1.820947,41506246,0.207531,33944318,0.169722,75450564,0.377253,546941333,2.734707,144393563,0.721968,23848104,0.119241,15596243251,77.981216,16311426251,81.557131
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec1,clamp,0.001000,0,233780,16.541336,25098659,0.125493,15581209,0.077906,40679868,0.203399,599901938,2.999510,11956662,0.059783,3040184,0.015201,16200434687,81.002173,16815333471,84.076667
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec0,clamp,0.001000,0,6,1.122664,637741175,0.797176,25851782,0.032315,63592957,0.317965,307938034,1.539690,11800654,0.059003,8143647,0.040718,14283168166,71.415841,14611050501,73.055253
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec0,clamp,0.010000,0,5,1.144370,646920044,0.808650,37924931,0.047406,84844975,0.424225,635595417,3.177977,139785615,0.698928,71324793,0.356624,13720393935,68.601970,14567099760,72.835499
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec4,clamp,0.010000,0,12210,0.937904,13399987,0.067000,13345347,0.066727,26745334,0.133727,546941333,2.734707,144393563,0.721968,27421835,0.137109,13573086951,67.865435,14291843682,71.459218
gapped_10percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec0,clamp,1.000000,0,4,0.826432,218296295,0.545741,18293764,0.045734,36590059,0.182950,831065901,4.155330,20351961452,101.759807,1037390729,5.186954,17031843724,85.159219,39252261806,196.261309
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec1,clamp,0.001000,0,99124,7.031897,23006527,0.115033,14201616,0.071008,37208143,0.186041,599901938,2.999510,11956662,0.059783,4567561,0.022838,13111411428,65.557057,13727837589,68.639188
gapped_1percent_200M_uint64,200000000,1.000000,radix_spline_err32_rbits18,clamp,0.100000,0,2,0.183480,3366507,0.016833,3366507,0.016833,6733014,0.033665,2469386378,12.346932,1729217225,8.646086,220861731,1.104309,14296308182,71.481541,18715773516,93.578868
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec1,clamp,0.100000,0,4,0.965453,618168940,0.772711,18129828,0.022662,36298768,0.181494,2351101428,11.755507,1629287914,8.146440,121346977,0.606735,19897615942,99.488080,23999352261,119.996761
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec4,clamp,1.000000,0,4,0.964479,618017969,0.772522,18014134,0.022518,36032103,0.180161,598840001,2.994200,18869489913,94.347450,1087992348,5.439962,17995735452,89.978677,38552057714,192.760289
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec0,clamp,0.010000,0,4,0.992692,623464636,0.779331,23389880,0.029237,46854516,0.234273,635595417,3.177977,139785615,0.698928,52642584,0.263213,15531054721,77.655274,16359078337,81.795392
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec1,clamp,0.010000,0,23771,1.820947,41506246,0.207531,33944318,0.169722,75450564,0.377253,546941333,2.734707,144393563,0.721968,23702162,0.118511,13777004177,68.885021,14492041235,72.460206
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec0,clamp,0.001000,0,233780,16.541336,25098659,0.125493,15581209,0.077906,40679868,0.203399,599901938,2.999510,11956662,0.059783,6632041,0.033160,14092241878,70.461209,14710732519,73.553663
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec4,clamp,0.100000,0,1671,0.270233,5902935,0.029515,5895248,0.029476,11798183,0.058991,2469386378,12.346932,1729217225,8.646086,126012181,0.630061,16723829574,83.619148,21048445358,105.242227
gapped_1percent_200M_uint64,200000000,0.750000,radix_spline_err32_rbits18,clamp,0.010000,0,2,0.532548,70027371,0.262603,3360705,0.012603,6721410,0.033607,371946658,1.859733,140064993,0.700325,21828352,0.109142,10141968279,50.709841,10675808282,53.379041
gapped_10percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec0,clamp,1.000000,0,4,0.824754,218017969,0.545045,18014134,0.045035,36032103,0.180161,831065901,4.155330,20351961452,101.759807,1150865935,5.754330,22186031280,110.930156,44519924568,222.599623
gapped_1percent_200M_uint64,200000000,1.000000,radix_spline_err32_rbits18,clamp,1.000000,0,2,0.140720,1980220,0.009901,1980220,0.009901,3960440,0.019802,515421577,2.577108,19603921976,98.019610,1997144493,9.985722,10180671944,50.903360,32297159990,161.485800
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec1,clamp,1.000000,0,4,0.965914,618296295,0.772870,18293764,0.022867,36590059,0.182950,598840001,2.994200,18869489913,94.347450,1039328718,5.196644,15613779682,78.068898,36121438314,180.607192
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec1,clamp,0.010000,0,12210,0.937904,13399987,0.067000,13345347,0.066727,26745334,0.133727,546941333,2.734707,144393563,0.721968,22622991,0.113115,17233016191,86.165081,17946974078,89.734870
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec0,clamp,0.001000,0,99124,7.031897,23006527,0.115033,14201616,0.071008,37208143,0.186041,599901938,2.999510,11956662,0.059783,2399291,0.011996,13587620739,67.938104,14201878630,71.009393
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec0,clamp,0.100000,0,4,0.964862,618074978,0.772594,18055034,0.022569,36130012,0.180650,2351101428,11.755507,1629287914,8.146440,161669851,0.808349,21537093941,107.685470,25679153134,128.395766
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec4,clamp,0.100000,0,713,0.174843,2797814,0.013989,2791063,0.013955,5588877,0.027944,2469386378,12.346932,1729217225,8.646086,95356575,0.476783,16637483498,83.187417,20931443676,104.657218
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec4,clamp,1.000000,0,224,0.498064,18848704,0.094244,13021926,0.065110,31870630,0.159353,515421577,2.577108,19603921976,98.019610,895175606,4.475878,14152406733,70.762034,35166925892,175.834629
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec4,clamp,0.010000,0,5,0.860721,108160973,0.405604,33950309,0.127314,75444616,0.377223,371946658,1.859733,140064993,0.700325,44507103,0.222536,15912227557,79.561138,16468746311,82.343732
gapped_1percent_200M_uint64,200000000,0.750000,radix_spline_err32_rbits18,clamp,0.001000,0,2,0.532038,69973153,0.262399,3306487,0.012399,6612974,0.033065,281469897,1.407349,11667299,0.058336,2461743,0.012309,15605825054,78.029125,15901423993,79.507120
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec0,clamp,0.010000,0,23771,1.820947,41506246,0.207531,33944318,0.169722,75450564,0.377253,546941333,2.734707,144393563,0.721968,24236749,0.121184,15579267837,77.896339,16294839482,81.474197
gapped_1percent_200M_uint64,200000000,0.750000,radix_spline_err32_rbits18,clamp,0.100000,0,2,0.532602,70033173,0.262624,3366507,0.012624,6733014,0.033665,2738930085,13.694650,1630212781,8.151064,221679264,1.108396,10990252903,54.951265,15581075033,77.905375
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec1,clamp,1.000000,0,4,0.964479,618017969,0.772522,18014134,0.022518,36032103,0.180161,598840001,2.994200,18869489913,94.347450,1336812776,6.684064,18018815412,90.094077,38823958102,194.119791
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec1,clamp,0.100000,0,1671,0.270233,5902935,0.029515,5895248,0.029476,11798183,0.058991,2469386378,12.346932,1729217225,8.646086,148495386,0.742477,16500379935,82.501900,20847478924,104.237395
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec4,clamp,1.000000,0,98,0.215558,4637211,0.023186,4632470,0.023162,9269681,0.046348,515421577,2.577108,19603921976,98.019610,1073135108,5.365676,13532635436,67.663177,34725114097,173.625570
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec4,clamp,0.010000,0,4,0.619925,80054652,0.300205,13345554,0.050046,26733540,0.133668,371946658,1.859733,140064993,0.700325,32365633,0.161828,13766760697,68.833803,14311137981,71.555690
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec0,clamp,0.100000,0,4,0.965453,618168940,0.772711,18129828,0.022662,36298768,0.181494,2351101428,11.755507,1629287914,8.146440,113493454,0.567467,22004131428,110.020657,26098014224,130.490071
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec4,clamp,0.001000,0,5,0.776694,91647879,0.343680,15640214,0.058651,40621427,0.203107,281469897,1.407349,11667299,0.058336,17997775,0.089989,15817870439,79.089352,16129005410,80.645027
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec0,clamp,0.010000,0,12210,0.937904,13399987,0.067000,13345347,0.066727,26745334,0.133727,546941333,2.734707,144393563,0.721968,23077885,0.115389,14839173030,74.195865,15553585811,77.767929
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec4,clamp,0.100000,0,4,0.555944,72568002,0.272130,5895318,0.022107,11796654,0.058983,2738930085,13.694650,1630212781,8.151064,165965522,0.829828,14746927970,73.734640,19282036358,96.410182
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec0,clamp,1.000000,0,4,0.965914,618296295,0.772870,18293764,0.022867,36590059,0.182950,598840001,2.994200,18869489913,94.347450,982176382,4.910882,15545497651,77.727488,35996003947,179.980020
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec1,clamp,0.010000,0,5,0.860721,108160973,0.405604,33950309,0.127314,75444616,0.377223,371946658,1.859733,140064993,0.700325,28017629,0.140088,12431275162,62.156376,12971304442,64.856522
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec1,clamp,0.100000,0,713,0.174843,2797814,0.013989,2791063,0.013955,5588877,0.027944,2469386378,12.346932,1729217225,8.646086,121046129,0.605231,18569701374,92.848507,22889351106,114.446756
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec1,clamp,1.000000,0,224,0.498064,18848704,0.094244,13021926,0.065110,31870630,0.159353,515421577,2.577108,19603921976,98.019610,1030301079,5.151505,17004383218,85.021916,38154027850,190.770139
gapped_1percent_200M_uint64,200000000,0.500000,radix_spline_err32_rbits18,clamp,0.001000,0,2,0.730113,203306487,0.508266,3306487,0.008266,6612974,0.033065,235961955,1.179810,11673300,0.058366,2395819,0.011979,9711512982,48.557565,9961544056,49.807720
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec4,clamp,0.001000,0,5,0.755627,89623399,0.336088,14226640,0.053350,37183373,0.185917,281469897,1.407349,11667299,0.058336,8115189,0.040576,16604955970,83.024780,16906208355,84.531042
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec4,clamp,0.100000,0,4,0.527287,69463778,0.260489,2791072,0.010467,5588184,0.027941,2738930085,13.694650,1630212781,8.151064,199541459,0.997707,14581054236,72.905271,19149738561,95.748693
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec4,clamp,0.001000,0,5,0.923717,224981213,0.562453,15640214,0.039101,40621427,0.203107,235961955,1.179810,11673300,0.058366,44005699,0.220028,12891524359,64.457622,13183165313,65.915827
gapped_1percent_200M_uint64,200000000,0.750000,radix_spline_err32_rbits18,clamp,1.000000,0,2,0.519425,68646886,0.257426,1980220,0.007426,3960440,0.019802,551617897,2.758089,19630193810,98.150969,1685915006,8.429575,8859094868,44.295474,30726821581,153.634108
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec1,clamp,1.000000,0,98,0.215558,4637211,0.023186,4632470,0.023162,9269681,0.046348,515421577,2.577108,19603921976,98.019610,840411292,4.202056,16668867793,83.344339,37628622638,188.143113
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec1,clamp,0.001000,0,5,0.776694,91647879,0.343680,15640214,0.058651,40621427,0.203107,281469897,1.407349,11667299,0.058336,4703308,0.023517,14114354707,70.571774,14412195211,72.060976
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec1,clamp,0.010000,0,4,0.619925,80054652,0.300205,13345554,0.050046,26733540,0.133668,371946658,1.859733,140064993,0.700325,25458113,0.127291,20926511670,104.632558,21463981434,107.319907
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec0,clamp,0.100000,0,1671,0.270233,5902935,0.029515,5895248,0.029476,11798183,0.058991,2469386378,12.346932,1729217225,8.646086,120214008,0.601070,21560837547,107.804188,25879655158,129.398276
gapped_10percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec0,clamp,1.000000,0,4,0.964479,618017969,0.772522,18014134,0.022518,36032103,0.180161,598840001,2.994200,18869489913,94.347450,1059295237,5.296476,20049891997,100.249460,40577517148,202.887586
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec1,clamp,0.100000,0,4,0.555944,72568002,0.272130,5895318,0.022107,11796654,0.058983,2738930085,13.694650,1630212781,8.151064,166817479,0.834087,17303021268,86.515106,21838981613,109.194908
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec4,clamp,0.001000,0,5,0.906075,222956733,0.557392,14226640,0.035567,37183373,0.185917,235961955,1.179810,11673300,0.058366,3395410,0.016977,14997807343,74.989037,15248838008,76.244190
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec4,clamp,1.000000,0,5,0.705562,85515159,0.320682,13021937,0.048832,31870430,0.159352,551617897,2.758089,19630193810,98.150969,1204477039,6.022385,14571960752,72.859804,35958249498,179.791247
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec1,clamp,0.001000,0,5,0.755627,89623399,0.336088,14226640,0.053350,37183373,0.185917,281469897,1.407349,11667299,0.058336,4290910,0.021455,16271606026,81.358030,16569034132,82.845171
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec0,clamp,0.010000,0,5,0.860721,108160973,0.405604,33950309,0.127314,75444616,0.377223,371946658,1.859733,140064993,0.700325,49074313,0.245372,16512105280,82.560526,17073191244,85.365956
gapped_1percent_200M_uint64,200000000,0.500000,radix_spline_err32_rbits18,clamp,0.010000,0,2,0.730484,203360705,0.508402,3360705,0.008402,6721410,0.033607,753072737,3.765364,139119160,0.695596,21571041,0.107855,11775961705,58.879809,12689724643,63.448623
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps256_epsrec0,clamp,1.000000,0,224,0.498064,18848704,0.094244,13021926,0.065110,31870630,0.159353,515421577,2.577108,19603921976,98.019610,1206059789,6.030299,19637884282,98.189421,40963287624,204.816438
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec1,clamp,0.100000,0,4,0.527287,69463778,0.260489,2791072,0.010467,5588184,0.027941,2738930085,13.694650,1630212781,8.151064,154896032,0.774480,19413492654,97.067463,23937531552,119.687658
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec1,clamp,0.001000,0,5,0.923717,224981213,0.562453,15640214,0.039101,40621427,0.203107,235961955,1.179810,11673300,0.058366,3285411,0.016427,13909215981,69.546080,14160136647,70.800683
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec4,clamp,1.000000,0,4,0.544442,71303781,0.267389,4632470,0.017372,9269585,0.046348,551617897,2.758089,19630193810,98.150969,921507603,4.607538,15043752786,75.218764,36147072096,180.735360
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec0,clamp,0.100000,0,713,0.174843,2797814,0.013989,2791063,0.013955,5588877,0.027944,2469386378,12.346932,1729217225,8.646086,195064413,0.975322,29008663825,145.043319,33402331841,167.011659
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec0,clamp,0.010000,0,4,0.619925,80054652,0.300205,13345554,0.050046,26733540,0.133668,371946658,1.859733,140064993,0.700325,32465824,0.162329,15722225017,78.611125,16266702492,81.333512
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec0,clamp,0.001000,0,5,0.776694,91647879,0.343680,15640214,0.058651,40621427,0.203107,281469897,1.407349,11667299,0.058336,9079994,0.045400,16796393633,83.981968,17098610823,85.493054
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec4,clamp,0.010000,0,5,0.995410,241494307,0.603736,33950309,0.084876,75444616,0.377223,753072737,3.765364,139119160,0.695596,46265797,0.231329,13795188169,68.975941,14733645863,73.668229
gapped_1percent_200M_uint64,200000000,1.000000,pgm_hash_eps128_epsrec0,clamp,1.000000,0,98,0.215558,4637211,0.023186,4632470,0.023162,9269681,0.046348,515421577,2.577108,19603921976,98.019610,977268107,4.886341,16157960786,80.789804,37254572446,186.272862
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec0,clamp,0.100000,0,4,0.555944,72568002,0.272130,5895318,0.022107,11796654,0.058983,2738930085,13.694650,1630212781,8.151064,132070841,0.660354,15525969046,77.629845,20027182753,100.135914
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec1,clamp,0.001000,0,5,0.906075,222956733,0.557392,14226640,0.035567,37183373,0.185917,235961955,1.179810,11673300,0.058366,6462739,0.032314,13129980647,65.649903,13384078641,66.920393
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec1,clamp,1.000000,0,5,0.705562,85515159,0.320682,13021937,0.048832,31870430,0.159352,551617897,2.758089,19630193810,98.150969,1349902815,6.749514,12601677749,63.008389,34133392271,170.666961
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec0,clamp,0.001000,0,5,0.755627,89623399,0.336088,14226640,0.053350,37183373,0.185917,281469897,1.407349,11667299,0.058336,5419083,0.027095,12771741790,63.858709,13070298069,65.351490
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec4,clamp,0.010000,0,4,0.796434,213387986,0.533470,13345554,0.033364,26733540,0.133668,753072737,3.765364,139119160,0.695596,17562317,0.087812,14586575125,72.932876,15496329339,77.481647
gapped_1percent_200M_uint64,200000000,0.500000,radix_spline_err32_rbits18,clamp,0.100000,0,2,0.730524,203366507,0.508416,3366507,0.008416,6733014,0.033665,2889083178,14.445416,1739255908,8.696280,222553304,1.112767,11018140490,55.090702,15869032880,79.345164
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec0,clamp,0.001000,0,5,0.923717,224981213,0.562453,15640214,0.039101,40621427,0.203107,235961955,1.179810,11673300,0.058366,5263007,0.026315,13682674611,68.413373,13935572873,69.677864
gapped_1percent_200M_uint64,200000000,0.250000,radix_spline_err32_rbits18,clamp,0.001000,0,2,0.884910,603306487,0.754133,3306487,0.004133,6612974,0.033065,222714097,1.113570,11766922,0.058835,2482427,0.012412,13251569804,66.257849,13488533250,67.442666
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec0,clamp,0.100000,0,4,0.527287,69463778,0.260489,2791072,0.010467,5588184,0.027941,2738930085,13.694650,1630212781,8.151064,170313276,0.851566,19825422979,99.127115,24364879121,121.824396
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec1,clamp,1.000000,0,4,0.544442,71303781,0.267389,4632470,0.017372,9269585,0.046348,551617897,2.758089,19630193810,98.150969,964065369,4.820327,17743712296,88.718561,38889589372,194.447947
gapped_1percent_200M_uint64,200000000,0.250000,radix_spline_err32_rbits18,clamp,0.010000,0,2,0.885216,603360705,0.754201,3360705,0.004201,6721410,0.033607,847968812,4.239844,140032605,0.700163,61343590,0.306718,11324763801,56.623819,12374108808,61.870544
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec1,clamp,0.010000,0,5,0.995410,241494307,0.603736,33950309,0.084876,75444616,0.377223,753072737,3.765364,139119160,0.695596,43558297,0.217791,15881162130,79.405811,16816912324,84.084562
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec4,clamp,0.100000,0,4,0.747712,205901336,0.514753,5895318,0.014738,11796654,0.058983,2889083178,14.445416,1739255908,8.696280,184464615,0.922323,15062632851,75.313164,19875436552,99.377183
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec0,clamp,0.001000,0,5,0.906075,222956733,0.557392,14226640,0.035567,37183373,0.185917,235961955,1.179810,11673300,0.058366,5702654,0.028513,14319405223,71.597026,14572743132,72.863716
gapped_1percent_200M_uint64,200000000,0.500000,radix_spline_err32_rbits18,clamp,1.000000,0,2,0.720973,201980220,0.504951,1980220,0.004951,3960440,0.019802,516892380,2.584462,21918551071,109.592755,1700442293,8.502211,10081683992,50.408420,34217569736,171.087849
gapped_1percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec4,clamp,0.001000,0,5,1.050359,624981213,0.781227,15640214,0.019550,40621427,0.203107,222714097,1.113570,11766922,0.058835,8322942,0.041615,13591331335,67.956657,13834135296,69.170676
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps256_epsrec0,clamp,1.000000,0,5,0.705562,85515159,0.320682,13021937,0.048832,31870430,0.159352,551617897,2.758089,19630193810,98.150969,942708771,4.713544,16769111091,83.845555,37893631569,189.468158
gapped_1percent_200M_uint64,200000000,0.250000,radix_spline_err32_rbits18,clamp,0.100000,0,2,0.885249,603366507,0.754208,3366507,0.004208,6733014,0.033665,3168403903,15.842020,1634072689,8.170363,218173893,1.090869,10487222942,52.436115,15507873427,77.539367
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec4,clamp,0.100000,0,4,0.726658,202797112,0.506993,2791072,0.006978,5588184,0.027941,2889083178,14.445416,1739255908,8.696280,128888693,0.644443,14620463377,73.102317,19377691156,96.888456
gapped_1percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec4,clamp,0.010000,0,5,1.113930,641494307,0.801868,33950309,0.042438,75444616,0.377223,847968812,4.239844,140032605,0.700163,20990031,0.104950,15692536455,78.462682,16701527903,83.507640
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec1,clamp,0.010000,0,4,0.796434,213387986,0.533470,13345554,0.033364,26733540,0.133668,753072737,3.765364,139119160,0.695596,17988463,0.089942,16928950239,84.644751,17839130599,89.195653
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec4,clamp,1.000000,0,5,0.864765,218848493,0.547121,13021937,0.032555,31870430,0.159352,516892380,2.584462,21918551071,109.592755,1021853728,5.109269,13989213806,69.946069,37446510985,187.232555
gapped_1percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec4,clamp,0.001000,0,5,1.034878,622956733,0.778696,14226640,0.017783,37183373,0.185917,222714097,1.113570,11766922,0.058835,5486012,0.027430,14438875977,72.194380,14678843008,73.394215
gapped_1percent_200M_uint64,200000000,0.750000,pgm_hash_eps128_epsrec0,clamp,1.000000,0,4,0.544442,71303781,0.267389,4632470,0.017372,9269585,0.046348,551617897,2.758089,19630193810,98.150969,996524439,4.982622,15348164273,76.740821,36526500419,182.632502
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec0,clamp,0.010000,0,5,0.995410,241494307,0.603736,33950309,0.084876,75444616,0.377223,753072737,3.765364,139119160,0.695596,21920218,0.109601,13176134490,65.880672,14090246605,70.451233
gapped_1percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec4,clamp,0.100000,0,4,0.899485,605901336,0.757377,5895318,0.007369,11796654,0.058983,3168403903,15.842020,1634072689,8.170363,184288461,0.921442,15055071833,75.275359,20041836886,100.209184
gapped_1percent_200M_uint64,200000000,0.250000,pgm_hash_eps128_epsrec4,clamp,0.010000,0,4,0.940376,613387986,0.766735,13345554,0.016682,26733540,0.133668,847968812,4.239844,140032605,0.700163,22240198,0.111201,18081954965,90.409775,19092196580,95.460983
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec4,clamp,1.000000,0,4,0.739201,204637115,0.511593,4632470,0.011581,9269585,0.046348,516892380,2.584462,21918551071,109.592755,1405062447,7.025312,15127464898,75.637324,38967970796,194.839854
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps256_epsrec1,clamp,0.100000,0,4,0.747712,205901336,0.514753,5895318,0.014738,11796654,0.058983,2889083178,14.445416,1739255908,8.696280,167811823,0.839059,23083753347,115.418767,27879904256,139.399521
gapped_1percent_200M_uint64,200000000,0.250000,pgm_hash_eps256_epsrec1,clamp,0.001000,0,5,1.050359,624981213,0.781227,15640214,0.019550,40621427,0.203107,222714097,1.113570,11766922,0.058835,3583411,0.017917,13299889702,66.499449,13537954132,67.689771
gapped_1percent_200M_uint64,200000000,0.250000,radix_spline_err32_rbits18,clamp,1.000000,0,2,0.877384,601980220,0.752475,1980220,0.002475,3960440,0.019802,911688547,4.558443,20347281034,101.736405,1734948883,8.674744,11286193024,56.430965,34280111488,171.400557
gapped_1percent_200M_uint64,200000000,0.500000,pgm_hash_eps128_epsrec0,clamp,0.010000,0,4,0.796434,213387986,0.533470,13345554,0.033364,26733540,0.133668,753072737,3.765364,139119160,0.695596,24623309,0.123117,16020991681,80.104958,16937806887,84.689034
