dataset,compiler,machine,load_factor,reducer,hash,max_in_single_slot,empty_slots,expected_empty_slots,colliding_slots,expected_colliding_slots,colliding_keys,expected_colliding_keys,exclusive_slots,expected_exclusive_slots,,sample_size
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,radix_spline,1,0.00,0.37,0.00,0.26,0.00,0.63,1.00,0.37,,1.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,mult_prime_shift36_64,200000000,1.00,0.37,0.00,0.26,1.00,0.63,0.00,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,mult_fibonacci_shift36_64,200000000,1.00,0.37,0.00,0.26,1.00,0.63,0.00,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,mult_fibonacci_prime_shift36_64,200000000,1.00,0.37,0.00,0.26,1.00,0.63,0.00,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,pgm_hash_eps128,1082,0.01,0.37,0.01,0.26,0.01,0.63,0.99,0.37,,0.10
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,radix_spline,2,0.01,0.37,0.01,0.26,0.02,0.63,0.98,0.37,,0.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,radix_spline,2,0.01,0.37,0.01,0.26,0.02,0.63,0.98,0.37,,0.01
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,radix_spline,2,0.01,0.37,0.01,0.26,0.02,0.63,0.98,0.37,,0.10
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,pgm_hash_eps256,1601,0.02,0.37,0.02,0.26,0.05,0.63,0.95,0.37,,0.10
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,pgm_hash_eps128,12194,0.06,0.37,0.06,0.26,0.13,0.63,0.87,0.37,,0.01
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,mult_prime_shift36_64,20,0.94,0.37,0.06,0.26,1.00,0.63,0.00,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,mult_fibonacci_shift36_64,18,0.94,0.37,0.06,0.26,1.00,0.63,0.00,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,mult_fibonacci_prime_shift36_64,18,0.94,0.37,0.06,0.26,1.00,0.63,0.00,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,pgm_hash_eps128,129,0.11,0.37,0.07,0.26,0.18,0.63,0.82,0.37,,1.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,pgm_hash_eps256,257,0.11,0.37,0.07,0.26,0.18,0.63,0.82,0.37,,1.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,pgm_hash_eps128,99084,0.11,0.37,0.07,0.26,0.19,0.63,0.81,0.37,,0.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,mult_add64,2,0.08,0.37,0.08,0.26,0.15,0.63,0.85,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,pgm_hash_eps256,233720,0.13,0.37,0.08,0.26,0.20,0.63,0.80,0.37,,0.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,mult_add_shift28_64,2,0.11,0.37,0.11,0.26,0.22,0.63,0.78,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,mult_fibonacci64,2,0.14,0.37,0.14,0.26,0.28,0.63,0.72,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,tabulation_1x255_64,9976,0.86,0.37,0.14,0.26,1.00,0.63,0.00,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,tabulation_1x255_64,9982,0.86,0.37,0.14,0.26,1.00,0.63,0.00,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,tabulation_1x255_64,9976,0.86,0.37,0.14,0.26,1.00,0.63,0.00,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,mult_fibonacci_prime64,2,0.15,0.37,0.15,0.26,0.31,0.63,0.69,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,mult_fibonacci_prime64,2,0.16,0.37,0.16,0.26,0.31,0.63,0.69,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,clamp,pgm_hash_eps256,23663,0.20,0.37,0.17,0.26,0.37,0.63,0.63,0.37,,0.01
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,mult_fibonacci_prime_shift36_64,2,0.20,0.37,0.20,0.26,0.40,0.63,0.60,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,mult_fibonacci_shift36_64,2,0.21,0.37,0.21,0.26,0.41,0.63,0.59,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,random_hash,9,0.35,0.37,0.26,0.26,0.61,0.63,0.39,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,random_hash,9,0.35,0.37,0.26,0.26,0.61,0.63,0.39,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,random_hash,11,0.35,0.37,0.26,0.26,0.62,0.63,0.38,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,aqua1_64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,aqua0_64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,city128_city,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,xxh3_128_upp,10,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,xxh3_128_xor,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,city128_low,10,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,xxh3_128_low,12,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,xxh3_128_upp,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,meow64_upp,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,meow64_upp,10,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,murmur_finalizer64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,murmur3_128_city,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,xxh3,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,city128_city,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,murmur3_128_upp,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,meow64_low,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,xxh64,12,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,aqua1_64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,murmur3_128_xor,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,aqua0_64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,city128_low,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,murmur3_128_xor,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,xxh64,10,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,city128_xor,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,city128_xor,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,xxh3_128_city,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,murmur3_128_upp,10,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,murmur_finalizer64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,xxh3_128_xor,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,xxh3_128_city,10,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,city64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,murmur3_128_city,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,city128_upp,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,xxh3,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,murmur3_128_xor,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,xxh3_128_low,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,meow64_low,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,city128_upp,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,murmur3_128_low,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,murmur3_128_low,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,xxh3_128_xor,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,city64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,xxh3,10,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,city64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,city128_low,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,murmur3_128_upp,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,xxh3_128_city,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,city128_upp,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,murmur_finalizer64,10,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,city128_city,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,xxh3_128_low,12,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,xxh3_128_upp,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,meow64_low,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,murmur3_128_city,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,city128_xor,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,aqua1_64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,murmur3_128_low,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,xxh64,11,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,meow64_upp,10,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,aqua0_64,12,0.37,0.37,0.26,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,tabulation_4x255_64,12,0.37,0.37,0.26,0.26,0.64,0.63,0.36,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,tabulation_8x255_64,12,0.37,0.37,0.26,0.26,0.64,0.63,0.36,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,tabulation_8x255_64,11,0.37,0.37,0.26,0.26,0.64,0.63,0.36,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,tabulation_4x255_64,11,0.37,0.37,0.26,0.26,0.64,0.63,0.36,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,tabulation_8x255_64,12,0.37,0.37,0.26,0.26,0.64,0.63,0.36,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,tabulation_4x255_64,11,0.37,0.37,0.26,0.26,0.64,0.63,0.36,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,mult_prime64,2,0.27,0.37,0.27,0.26,0.54,0.63,0.46,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,mult_fibonacci64,2,0.27,0.37,0.27,0.26,0.54,0.63,0.46,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,mult_add_shift28_64,3,0.32,0.37,0.28,0.26,0.60,0.63,0.40,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,mult_prime64,5,0.64,0.37,0.28,0.26,0.92,0.63,0.08,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,mult_fibonacci64,5,0.64,0.37,0.28,0.26,0.93,0.63,0.07,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,mult_add64,2,0.31,0.37,0.31,0.26,0.62,0.63,0.38,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange64,mult_add64,2,0.31,0.37,0.31,0.26,0.63,0.63,0.37,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,mult_prime_shift36_64,4,0.62,0.37,0.31,0.26,0.92,0.63,0.08,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fast_modulo,mult_prime64,3,0.46,0.37,0.35,0.26,0.81,0.63,0.19,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,mult_add_shift28_64,3,0.44,0.37,0.39,0.26,0.84,0.63,0.16,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),1,fastrange32,mult_fibonacci_prime64,2,0.44,0.37,0.44,0.26,0.89,0.63,0.11,0.37,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,radix_spline,1,0.25,0.47,0.00,0.17,0.00,0.53,0.75,0.35,,1.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,mult_prime_shift36_64,200000000,1.00,0.47,0.00,0.17,1.00,0.53,0.00,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,mult_fibonacci_shift36_64,200000000,1.00,0.47,0.00,0.17,1.00,0.53,0.00,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,mult_fibonacci_prime_shift36_64,200000000,1.00,0.47,0.00,0.17,1.00,0.53,0.00,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,pgm_hash_eps128,4,0.26,0.47,0.01,0.17,0.01,0.53,0.74,0.35,,0.10
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,radix_spline,2,0.26,0.47,0.01,0.17,0.02,0.53,0.73,0.35,,0.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,radix_spline,2,0.26,0.47,0.01,0.17,0.02,0.53,0.73,0.35,,0.01
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,radix_spline,2,0.26,0.47,0.01,0.17,0.02,0.53,0.73,0.35,,0.10
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,mult_add64,2,0.26,0.47,0.01,0.17,0.03,0.53,0.73,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,mult_fibonacci_prime64,2,0.27,0.47,0.02,0.17,0.04,0.53,0.72,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,pgm_hash_eps256,4,0.27,0.47,0.02,0.17,0.05,0.53,0.71,0.35,,0.10
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_fibonacci_prime_shift36_64,4,0.27,0.47,0.02,0.17,0.05,0.53,0.71,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_fibonacci64,2,0.27,0.47,0.02,0.17,0.07,0.53,0.70,0.35,,
