dataset,numelements,model,reducer,sample_size,sample_nanoseconds_total,sample_nanoseconds_per_key,prepare_nanoseconds_total,prepare_nanoseconds_per_key,build_nanoseconds_total,build_nanoseconds_per_key,hashing_nanoseconds_total,hashing_nanoseconds_per_key,total_nanoseconds,total_nanoseconds_per_key,benchmark_repeat_cnt
wiki_ts_200M_uint64,90437011,pgm_hash_eps256_epsrec4,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,2664280,0.029460,3295051863,36.434772,3313314530,36.636710,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,2681236,0.013406,3993223599,19.966118,4132115027,20.660575,10
consecutive_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,3541604,0.017708,3982559702,19.912799,4109460567,20.547303,10
books_200M_uint32,199999999,pgm_hash_eps256_epsrec4,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,3478032,0.017390,4324065933,21.620330,4356718448,21.783592,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps64_epsrec4,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,1386713,0.015333,3356646964,37.115855,3373632064,37.303666,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,2805804,0.014029,4135952708,20.679764,4274968704,21.374844,10
consecutive_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,2525411,0.012627,4123562450,20.617812,4249447122,21.247236,10
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.001000,100515423,0.502577,11690603,0.058453,3470741,0.017354,8217262507,41.086313,8332939274,41.664696,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec4,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,1390732,0.015378,3341955545,36.953406,3358944664,37.141261,10
books_200M_uint32,199999999,pgm_hash_eps64_epsrec4,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,2357838,0.011789,4595537130,22.977686,4627069451,23.135347,10
consecutive_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,3177999,0.015890,3790555902,18.952780,3917093162,19.585466,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,3141427,0.015707,4135666663,20.678333,4275018282,21.375091,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps4_epsrec4,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,2483926,0.027466,3523034193,38.955668,3541116506,39.155612,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps256_epsrec1,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,1944174,0.021498,2506778900,27.718507,2524321461,27.912482,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps64_epsrec1,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,1271768,0.014062,2131665948,23.570725,2148536103,23.757266,10
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.001000,100515423,0.502577,11690603,0.058453,2781444,0.013907,8611420585,43.057103,8726408055,43.632040,10
books_200M_uint32,199999999,pgm_hash_eps16_epsrec4,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,3397225,0.016986,7871955325,39.359777,7904527033,39.522635,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec1,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,1480601,0.016372,2509110206,27.744285,2526189194,27.933135,10
consecutive_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,4243959,0.021220,8458424093,42.292120,8586027313,42.930137,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,4485796,0.022429,8408494657,42.042473,8549190645,42.745953,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps4_epsrec1,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,2096214,0.023179,3957080045,43.755095,3974774646,43.950752,10
consecutive_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,3191884,0.015959,3216519722,16.082599,3343070867,16.715354,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,3281694,0.016408,3224073056,16.120365,3363564942,16.817825,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps256_epsrec0,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,1732318,0.019155,2101441482,23.236521,2118772187,23.428154,10
books_200M_uint32,199999999,pgm_hash_eps4_epsrec4,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,4157549,0.020788,8552646946,42.763235,8585978978,42.929895,10
consecutive_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,2535964,0.012680,3357953581,16.789768,3483848806,17.419244,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,2570381,0.012852,3363980754,16.819904,3502761327,17.513807,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps64_epsrec0,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,1459221,0.016135,2251044914,24.890749,2268102522,25.079362,10
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,0.001000,100515423,0.502577,11690603,0.058453,4424204,0.022121,12084082035,60.420410,12200712265,61.003561,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec0,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,1387861,0.015346,3333738179,36.862543,3350724427,37.050367,10
books_200M_uint32,199999999,pgm_hash_eps256_epsrec1,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,3509603,0.017548,5579791652,27.898958,5612475738,28.062379,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,3112611,0.015563,6224640121,31.123201,6363962924,31.819815,10
consecutive_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,3036211,0.015181,6700984442,33.504922,6827379914,34.136900,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps4_epsrec0,min_max_cutoff,0.001000,11006541,0.121704,4591846,0.050774,1903414,0.021047,4905499873,54.242172,4923001674,54.435696,10
books_200M_uint32,199999999,pgm_hash_eps64_epsrec1,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,2955971,0.014780,5846374340,29.231872,5878504794,29.392524,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps256_epsrec4,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,10024084,0.110841,3187704104,35.247783,3344979235,36.986840,10
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,0.001000,100515423,0.502577,11690603,0.058453,4700279,0.023501,12856383828,64.281919,12973290133,64.866451,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps64_epsrec4,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,10177432,0.112536,3211488448,35.510776,3368916927,37.251529,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,4017396,0.020087,9519156885,47.595784,9659384473,48.296922,10
consecutive_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,3988883,0.019944,9615948272,48.079741,9743296416,48.716482,10
books_200M_uint32,199999999,pgm_hash_eps16_epsrec1,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,2941720,0.014709,6444884235,32.224421,6477000438,32.385002,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec4,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,13389998,0.148059,3407015536,37.672801,3567656581,39.449077,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,3073126,0.015366,4953998585,24.769993,5093281903,25.466410,10
consecutive_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,3123183,0.015616,4948268099,24.741340,5074750543,25.373753,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps4_epsrec4,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,15987862,0.176785,5093675447,56.322908,5256914356,58.127909,10
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,0.001000,100515423,0.502577,11690603,0.058453,3617186,0.018086,9953063695,49.765318,10068886907,50.344435,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,2781973,0.013910,5161122598,25.805613,5300114763,26.500574,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps256_epsrec1,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,10257295,0.113419,2260775557,24.998345,2418283899,26.739980,10
books_200M_uint32,199999999,pgm_hash_eps4_epsrec1,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,4045460,0.020227,9556182435,47.780912,9589402378,47.947012,10
consecutive_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,2687391,0.013437,5150895652,25.754478,5276942304,26.384712,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps64_epsrec1,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,10133438,0.112050,3794996849,41.962873,3952381334,43.703140,10
books_200M_uint32,199999999,pgm_hash_eps256_epsrec0,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,3490191,0.017451,4912983706,24.564919,4945648380,24.728242,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec1,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,13071454,0.144537,3769059065,41.676068,3929381566,43.448822,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,2801978,0.014010,8682876320,43.414382,8821888490,44.109442,10
consecutive_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,2862901,0.014315,8663133684,43.315668,8789355846,43.946779,10
books_200M_uint32,199999999,pgm_hash_eps64_epsrec0,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,3006690,0.015033,5356255376,26.781277,5388436549,26.942183,10
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,0.001000,100515423,0.502577,11690603,0.058453,3827309,0.019137,12686575998,63.432880,12802609333,64.013047,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps4_epsrec1,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,15923696,0.176075,5449017433,60.252073,5612192176,62.056365,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps256_epsrec0,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,10313239,0.114038,2233384114,24.695466,2390948400,26.437720,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps64_epsrec0,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,10116000,0.111857,3266368711,36.117610,3423735758,37.857684,10
books_200M_uint32,199999999,pgm_hash_eps16_epsrec0,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,3048173,0.015241,8625663558,43.128318,8657886214,43.289431,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,0.001000,124725628,0.623628,11484564,0.057423,3794029,0.018970,12697759527,63.488798,12837763748,64.188819,10
consecutive_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,0.001000,111973521,0.559868,11385740,0.056929,3830851,0.019154,12651144456,63.255722,12778334568,63.891673,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec0,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,12881032,0.142431,4992153873,55.200341,5152285952,56.970989,10
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,0.001000,100515423,0.502577,11690603,0.058453,4044536,0.020223,13120670322,65.603352,13236920884,66.184604,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.010000,193457257,0.967286,135556058,0.677780,20502511,0.102513,4009754930,20.048775,4359270756,21.796354,10
consecutive_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.010000,435887655,2.179438,136187159,0.680936,20380804,0.101904,4000691663,20.003458,4593147281,22.965736,10
wiki_ts_200M_uint64,90437011,pgm_hash_eps4_epsrec0,min_max_cutoff,0.010000,91820159,1.015294,55430888,0.612923,15648211,0.173029,6995915334,77.356773,7158814592,79.158019,10
books_200M_uint32,199999999,pgm_hash_eps4_epsrec0,min_max_cutoff,0.001000,17700792,0.088504,11473691,0.057368,3830411,0.019152,12755414040,63.777071,12788418934,63.942095,10
gapped_1percent_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.010000,193457257,0.967286,135556058,0.677780,22031558,0.110158,6932641739,34.663209,7283686612,36.418433,10
consecutive_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.010000,435887655,2.179438,136187159,0.680936,21780764,0.108904,7083495436,35.417477,7677351014,38.386755,10
